dqqoo dqdoq qqqqq eqooo oqqde qqqqo qsqqq qoooq qqddq oqqqq qqqqo qqqcd qoqdq qooqo obqqq oqoqq 
qqdqq qdqoq qqooq ooqqo oqqed qoqqq qqoqq qeqoe qqqqq qoqqq qqoqq qqoqq oqqqq qoqqq qoeoq qoqqo 
eqoqq qqqdq dqsqq odqqq qqdsq oqoqq qqoqq ooqqo qqdqq dqdqq eqqeq qsqqq dqqdo qqdqq qdqqq qqqoq 
oqqoq qqqqq qqqoq ooooo qqqoo qoqqo doqqq qodqo eqqqq qqqqq qqqoo qqqqq qqqqo oqqqq oqqqo qqqoq 
ooqoq qdqqq ooooo qoqqq qqqqq oqqqd oqqqq odqsq oqdqq qqqqq eqqqq qoqqo qqqqo qqqqq oqoqq qqqqo 
ooqqq qqqqq qqqqq qqoqq qqoqq qqqeq oqoqq qoodd qqqqq qqqqq qdoqd oqoqo eoqqq qqqoq dqqqq qdqdo 
qqoqd eqqqq oooqq qqqqq qqoqq qoddq ooqqq qqdqq oqeqq qqqqq qqoqd qqoqq qoqoo oqqqq qqdqq qoqqo 
qqqqq qdqqq oqqqo qqqoo oqqos qoooq dqeso qqqqq oqqqq qoqqo qqqoq qqqqq qoqqq ooqqq oqqoq oqoqo 
oqqqd qoqqo doqqq dqoob qdqeo qqqqq qqqoq qqqqo qqqoq qqqqq ooqqq dqqqo qqdoq qoqqo qoqqo qoqqo 
qqdqq qqqde qqqqq qqqqd qqqqq doqoq qqqeq ooqqe qqqqq qqqoq oooqq qoqoq qqoqq qqodo qqoqq oqoqo 
qqqqq qqqqq dooqq qqqqq oooqd qqodo doodq qoqoq eoqqe qqqqo qooqq qqqeq eqqqo doqqq qqqqq qqqdq 
qoqdq qoqqq bqqqq doqoq qdoqq qqqqq qooqs oqqqq oqoeo qqqqo qqqoq qqqqq oqqoo qqoqo qqoqo qqqqd 
qqqoo oqqoq qqqoq qqqoq qqqqq qqoqq qoqoq qqqqq qqsqq qqddq qqoqo qqqoq qqeqq qdqqq qodqq qooqq 
qqoqq oqqoq qqqqq qqdqd ooqqq qoooq oqqqq qqqqq oodoq qdoqq bqqoq qqqoq qoqoq qqqqq dqooq qqoqq 
qdoqq oqoqq ooqqq qqeqo qoqoq qosqo dsqqq qoqdq oosqq qdoqq oqoqq qqdoo qooqo oqqdq oboqo qoqqq 
oqoqq qqvqo qoqqq qdoqe qqqqd qqqdd qqoqq qqqoq qqqoo oqdqq qoqqo qooqo oqoqe qoqqq qdqeq ooqqq 
dqqqq qqqqq qqqoq qdoqe ooqqo dqdqo qqqqq qqqqq oqoqq qoqqq qqqqq qoqoq oqooq qqoqo qoqqq qqoqo 
qqqqq qqoqd qoeqq qoqoq qqqoq qoqqo qoeqo qqqqq qqooq oqqoe qqdoq qoqqq qqqoo qoqqq qoqqo qoqdq 
qqqqe qqqqq qqqqq dqooo qqeqq oqoqo oqqqq ooqqq qqqqo oqoqo qdqsq oqqqq qoqqq qqoqo qeoqq qdodq 
dqqqq qqqoq qqoqq qoqqo eqqdq qqqoq qooqq qqobq qqddq qodqo qqooq ooqqe qooqq oqqqq qoooe oqqqq 
oeqoo oxoqq oddqq eqqoq sqqqq qqoqe qqqqq qqqqq qoooq oqqqq doqqq qqcqq qqqqd qqqqo dooqd deoqq 
qqqqq oqqqo qqqqq dqoqq qqqqo oqqoq qqqdq oqqqq dqqqo oqoqq qqqqq qqqqq doqqo oqoqq doodo qoqqe 
qqqqq oqoqq oqqqq qoqoq qqoqo qqodq qddqq qqooq qqqqo qqqdq qqood qqqoq qqodq oqdqq qqoqe qoqqo 
oqqqo doooq qdqqq qqqoq qdqqo qqqoq qqqoq qqobo eqqqq qqooq oqdqe qqqoq qqdoq oqdoq qooeq dqqqq 
qqood qqqqq qdeqd oqqdq qqqqq qqqqq qqoeo oqqqq bqodd qqoqo qoqqq qoooq qdqqo qqqqo qqqqq qooqq 
oqdqq qqqqq qsqqe qqoqq qoqqq qqqod qqooo oqqqq qqqqe qooqo qoqqq qqqdq ooqqo qqqqq qoqqq qqqqo 
qqdqo dqqoq qqdeq ooqqq sqoqo qqqqq qoqqo qqoqo dsoqo qqqoe oqqqq qoqqq qqqoq dqdqo oooqq qoqqo 
odeqq qoqqo oqdqq qqqqq qoqqd ooqoq oqooo qqqoq eqooq qqqqq oqooq oqqoo qqqqe ooqqd oqqqo qdqqq 
qdqoq qoqqq qqoqo qqqqq qqqod doqqq qsqqq qqddq qoqqq oooqq ecoqq qqqqq eooqq oqoqq qqoqq qqqoo 
eeqqq qdqqq qqqqq ooooq oqqqq qqqoq dqqqq xqoqo dqoqq dqdqo oqqqe oqodq qoqoq eqqqo qoqqq qqoqq 
qqqqq qoqqq qqqoo qqdqq qqoqq qqoqq qdqos qqqeq qqeqo oqqoq qqqqo qqoqq oqqqq qoqqq qqqqq qqdqo 
qqooq oqqoq qoqqq ooeoq qqqqo qqqoe qqqqo qqqqq oqqqq qqqoq qoqdq qqqqo oqqqo sqqqq oeqqq qoqqq 
oqdqq ooqqq qqoqq qqqeq qqoqq qqqqq qooqq qdqde qqooq qqqqq qqoqq qqqqo oqqdq qqqsq qqqoq oooqo 
qqqoq qqooo qoqqq oqqox dqoqq qqqqq qdqsq qoqqd qqqqq oqqqq dqoqq qqqqq qoqqo qqqqo qqqqd qqeqo 
qqqqo dqqqq qqooq qqqdo ooqoo qqqqq qqqoo oqqsq oooqq qqdqq qqsqq qdooq oqoqq qooqo ooqqq qdeqq 
qobqq sqqoq qqqdq qoqoq qqdoo oqoqq qqqqq doodo qoqoq qqqqq qqqqo ooqoq dqqqq qodqq qeoqq oqoqq 
qdodo oqdqq qoqqq qoqqo qqqqo qqdeq oqqqq qsqqq qqoqq oqqoq qqdqq qqdqq qqqqo oqqqq doqqq oqqqq 
bqqqq qqdqq dqqqq oqooq doqqq ooeqq qqqqo qqqqq qdoqq qqqoe ooooq ddqqq oqqoq qqqso oqqdq qoqqd 
qqeod oqqqq qqobq dqqqq xqqqo oqqqq qqoqq qdqqq qqqoq qooqq eqqoq qqqoq oeqdo qoqoq qqqqq qqqqq 
qqqqo qqqqq qoqqq eqooq qqeqq qqoqd qdoqq doqqo qqdqq qqqoq doooq qooqo qqqoq qdqqq qqqqq dqooo 
oqqoq qqqoq qdqoq qdqqq qqqqq qqbqq qdqqq oqqoq qoqqo oqqqd qoqdq qeoqq dqoqq qqoqq qqqqo dqqqq 
qqdqo qqqqq qqdoq qqqqo qoqqq qqdoq eoqoq oqqqq qqqqq qqqqq qdqdq dqodq qqood ooood qdqqo qqoqo 
oqqoq oeqdq qoqoq qoqqq oqqqq qqeqq dqodq oqqqq qqqqq qdqqq odqqq qqqqq qqdoo oqdsq qqqoq qqqqq 
doqqq ooqqq qqoqo ooqoq dqqdd oqqqq qoqqq qqeoo qqqqo qdqqq qdooq qqqqq qqqoo qdoqq qqoqq oqeqq 
dqoqq qoqqq qqqqd qqoqq qqqdo oqdee qdqqd qqqdd xqqdq qqqqq qdqqq dqdoq qqqqd qqoqe qdqqo qdqqq 
qqqqq qqqoq qqeoq qoqqq ooqqo qooes qqqqq qeoqq oqqqq qqqoo qqqqq ooqqo eoqqo qoqqo qqqqo qqqqq 
oqqqo oqqqq qqqqo qqqoq dqooq qooqq dqqoo dqqqq dqoqq qdqqq qqoqo qqqqq qeqqe qqqoq qoooq ooqqq 
qqqeq qqqqq qqoqq oqqqo qqqqq qoqqq qqsqo qdooq qqqoq qqqqq eqdqq oqeoq qqoqq qqqqq qqeoo qqoqo 
qqqoq qoqoq qqqoo qoqqq qoodq eqqqo oqqoq oqeqo qoqqq qqqqo qqqqo oqoqq oqqsq qsooq qdqsd oooqo 
eooqo dqoeq qqoqq oddqq dqqqo dqqqq qqoeq qqqoe qqoqo qqdqq oqqqq dqqoq osdqd qoqqo qoqqo qqqqe 
oqdqq oqqqq qqqqq ooqqo qqoqq qqqqq qqqos oqqoq eqqqq ooqoq oqqqq qqoqo qdqoq qqqoo qqqqq qqqqq 
qqqqq qqqoo dqoqq qqdqo oqqqq qoqqo qqqqo qqodq qoqqd ooqqo oqdqd qqqqo oqqoq ooqqd qooeq qqqqo 
ooqoq qsooq qoqqo qqqqq qqoqq qqqqo oqqoq qqqqq qqqqq qqdqq qoqqd qoqoq osqdo eoqqq dqoqq qqqqs 
qqeqd ooqoq qboqo oqqqq qqqqo qqoqq qqqqo oqqqd qqqqq oqdqq ooqdo qqqqq qqqqo ooqoq qqqqo qoqqq 
