cssce lsccs ccccc ccccc ccccc scccc scssc scccc csscc lcccc ccccc ccscc cccsc scesc slccc scsec 
ccccc ccccs ccccc ccwsc ccslc ccccc sccsc cclsc scccs scclc cccss csscc sscsc ccccs ssscc ccccc 
ccszs ccccs scccs szccc sscsc sscsc scclw cscsc cslcc cccec ccccs ccccs cclcc csccc cccss clclc 
scccc ccscs scscl ccccl ccclc slccc slcce ccccc scscc scccc clscc scccl ccccl ccccc scccu cccsc 
ccscc cccsc slscc lccsc cscsl sccsc ccccc cccce cwccc cscsc clscc slssc ccccc cszcc scscc scclc 
ccccc ccscs csccs cscsc cssse sccsc ccccc ccccc ccscc ccscl clscc cscsc ccsce ccccs csccc lclcc 
csccs lcscc ccccc scccs ccssc ccccc csscc ccccs ccssc lsccs csccs scccc ccscs cscss clscc ccccc 
scccc cccss ccccc scscs ccscc lclsc clscc cccsc ccscs sclcc lcccs cccsc eccsc ccccc cclsc wcsee 
ccccs lcccc llcsc ecccs cccsc ccscc ccscz cccsc cccsl csccc ecccc ccscc ccccs sssss csccc ccclc 
scclc ccscs clccs ccccc csecc scccs ccscc ccccs csccs ccscc ccscs ccccc cccwc ssccc ccccc slscc 
scscc ecclc ccccc ccccc ssccc ceccc cclec ccccc lsccc cllse ccccs escsc cslcz ccccc ceslc clecs 
scwcs csecc csscs ccccc csccc ccccc ccccc clcsc csccs scecs lcssl lcccc ccccc clses ccccc cccsc 
lcccc cclls scscs scccc ssccc clclc csscc lcccc cscss ccccc ccccc ccccc ccccs csccl cclsc ccccc 
cscss ccccs scsec ccccc scscl scclc ccscc slccc ccscc ccccc clccc ccccs scclc lcusl ccccc lcscc 
cccss cccls csccc ccccc ccccc csccs cccsc ccczc cscsc ccccs slcll scclc slccc ceccc ccces cclcz 
ccccs ccccc ccscc cccsl ccscc ccccc secls cclcc cccsc scllc csclc ccwss cccsc scccc ccccc ccccc 
csccc clccc lsccc ccclc cwcll csccc cslsc ccscs czscc escse scccc cccec lsccc ccccs ssclc ccccc 
ccscc llscc ccscl ssccc lcscc scccc clcsc lssls scccs ssclc scccs ccccc lcscl csccs slscl scccc 
ccccl ccccc sclsc ccscs scccc clecc sccsc cccsz lcccc cccsc lcccc cccec ccssc scccl lcccc zcccs 
ccccc scscc ccccs cccss clccc cccsc clccc cccls cslcs lcccc sclcc clccc ccccs csscs scecc csccl 
lecsc ccscc ccesc ccecc scllc ccscc cccss clccc ccccl ccscc cscsc scccs cslss scclc sscsc csccs 
ccccc clclc scccl czlcs cslcu cccsc scecc ccccc ccclc csccs ccccs cclcc clccc ccssc ccssc csscc 
cslcs ccccs scscc wsccs lcscl ccscc llccc ccccc sllcc scccc clscc scscs ccscs scecs scccc csccc 
csccs cclce eccsl cscss ccccx ccccc cclcc cwccc scccc clssc lcccc csccc ccccc clscs ccscc clccs 
cscss ccccc ccccc ccscc lsccs scsce csccs cecss cslls ccssc ccccc lcccc sccsc csccc csccc cccsc 
ccscc cccec slcsc clccs slcls scscc ccccl ccccc cclcc lcsss cccwc lcccs ccscl cllsc csccc ccccc 
clccc csccc ccsls ccccl ccccc cccss ccccc lcscc cccsc ccscs scclc llccc scccc sczec ccccs cclcs 
csscc sccsc ccwcs cccsc scclc ccscc csccc clccc ssccc lscss ccccw scccc ssscc csccs lcscc csscs 
cccsc ccccc ccscc ccszs ssscc scecc scccc cccsc sccsc cclcs ecscl lcssc clccs csccc ccccs cccss 
cclcl ccccc sclcc swscc cccsc cscss lcssc ccccc cccec ccccc llccw cccsc seccc sccsc ccclc cslsc 
scusl csccc cclcc ccccs ecscc llcsc scclc csccs cccsc ccecl ccsss cccce ecccc ccscc scscc sccww 
sssss ccclc ccccs wccsc sccsc ccscs ccccs ccccs sslcs sswcc ccccc ccccs lcscc ccccs scccc slcwc 
cclsc csccc ccscs ccclc sclcc scecc cscce ssslc cccsc ccelc scccc ssscl csscc sccec csccc cclss 
scscc ccscc cecce scccc ccccl cccls ccssl ccccc ssccc cslls scclc ccscc ccccc sccws sscsc lclcs 
clcll ccsec scscc cswec cccss ccclc ccscl cccec ccscc llccc ccccc ccccc ccccc ccssc cccsc csccs 
scslc escsc scccc ssccc cssss czlcc cccls zcccc ccclc clscs zscsc lccsc clccc ccclc scccc csscc 
ccccc csclc scclc ccccc ccwss csccc cccss ccscs scccl scccc ssccc ccccc cscsc lslsc ccccc ccccc 
ccscc sclcc csccc ccslc scccc cwslc zcsse scscc ccscl lccss scsce scclc cccsc scclc cclll clcss 
csccc clscc cclsc csccc scccs clccc ccscc lelcc ceccc sccsc sccsc sclcc slscc sclcc csccc csssc 
ccscc ssccc ccccc csccc csecc ccccs ccccc clscs ccccs ccssc ccclc cslcc csccc ccccc sclcc cclcc 
csscc ccccl scsll wccsc lsccc ccscs lssse slscl ccscs ccccc ssccs csccc ccscc eclcs lsell ccels 
csccl cccsc ccccl ccccc ccscc lcccc sscls ccccc ccsss ccscs slcss cecel csccc ccecc ssccl ccccs 
ccssc scsse cccss cccll scccc cccec cccsc ccscc cclcc csesc ccccc ssccs ccwcc scscs ccccc scwec 
scssc cccsc lwccl ccclc ccccc lccsc cslcs csccc ccscl ccscl ccsss esccl scccc lsccs cclsc ecccc 
cswcs sssse csccs csccc sccls ccccc scccc scccc csccc ecccs ccclc clclc cscsc sclcc ccssc ccccs 
ccsce scslc cclcs slcse slcss sslcc lcecc ccscc sclsc zsssc ssccc scscc cccsc ccccc cccsc sccsc 
ccssc wcccc cccsc scccs csccc ssccs cccls ceccc clccc scscs cecss ccccs ccccl eslcc ccccc cccsc 
clccc llccc lcssc csscc ccccc cccsc esccc scccs cccsc ccscc ccccs ccscc ecscs clcss clscc cscss 
ssccc lsslc scccs clccl csscc ccccs ecccc ccssc ecccc lcccs scscc ccccc scccc sscsc ccccc csccs 
scscc ccsce ccszc sssus cccsl cscsc lcscc scccc clccc ccccl ceccc ccecc ccccc lcllc czcsc ccccc 
celcc clccl lsslc ccscc leclc sscws cccsc sccsc ccssc scslc sccss cccsc scccl ccccc clcsc csscc 
cccwc lcccs ccccc cslcl lccsc ccccc scscs ccccc ccscl ssecs ccscc lescs sczcs seclc csccs ccccc 
ccccc cccsc cccsc ccccs ccccs ccccs lccsc sccss cccss cccsc lcccc secll ccccc ccccc slccc scccc 
cclce ccccc cccez lccss ccccc ssssc clscc ccscc cccss lcccs cclsc csccc lcccs ceccc ccccc ccccc 
csecs slccw sccsc ssccc scscc wcssc ccccc sccsc ccscc ccscc secss ccccc cccsc ccccc ccccc ccccc 
slcws ccccc scccs ccccc ccccc sscsc cslcc ccclc sesls cscce ccelc scccc cllsc scwcs cscss esccc 
csscw ccclc lccss scccc cccsc ccccc cswcs csscc csscc csscc ccsss scccl cscsu ssccc ccccc ccscs 
cclcs scccs ssscc ccccc ccscc cwccc cxcsc scccs sccce scscs csscc ccccc ccccc ccscs csccs cccss 
csccs lcccs lcccl esscc ssccs ccesc clcsc csccc cccsc cccsc ccccc ccssc cscsc cclcl csccc ccscl 
ccccl ccccc ccecc cccsc ccccc ccccs ccccc ccccs lccsc ccccc ccscc ccccs ccclc ccscs scccc lcccs 
secss cccce ccccs sclcc clccc scssc ccccc clssc ecscc esccc clccc csccc sslcc scccc llccs ccscc 
cslcc ccccc csclc ccccc csccc cccsc ssccc ssccc cccws ssscs ssccc lccec sclcc cscsc csccc ccsss 
sclsc clccs cccsc lclcc scscs csccc ccssc cccss scccc cwccc ccccs scclc scssc scscl csccc ccecc 
ccccc cscce ccclc cscsc ccsss elecc ssccs ssccs clcse ccscc cscce cccsc secsc csccc llscl csccc 
ccscc ccscs lcccc lcccc csccc ccccc leccs scccc sccee cclcc cccss ccccc secsc ccccc cccsc ccscc 
scccc ssccc cccle cscsl ccccc cccsc ssccc scscc ccccc cccss cccsc ccccc ccclc sccce cccls ccsss 
ssccc ccccs csclc csccc sllcl ccssc cclsc ccccs ccccl sccec scccc lcecc csscc scclw scscc csccs 
ecscc ecscc sclcl ccccc elccc csccl lcccs ccccc ccccc csccc scccc ccccs lcccc ccccc scssc csscs 
lcscc csles ccssc ccslc cecce lccsl ccccc ccccc csscc ssccc scccs cclss ccccc ccccc cccsc sccss 
csccc lcccc scccs ccccc cslcc cscsc sclcs clccc scccc ccccc clccs ccccs cecsc cescl scccc cccwl 
csscc ccccs cccsc cscsc ssccc ccscs ecccs ccscs ccccs cclss ssccc csccs ccscc sscsc ccccc ccssc 
cccss wcecc lcccc ccccs ccccc slcsc cescc ccecc csscc cclcl ccccc clclc cclcs scccc ccccs esccc 
scssc cslcl ccccc ccccc cclcc ccscc ccclc ssccc ccscc cccsc ccsec ccssc sccsc ccclc slclc ssccc 
cessc ccccs ccccs cccss ccccs cscec ccccc zclce cscsc lsesc sccsc ccccc sclcs escsc cccsc ccscs 
ccccs scclc csclc scslc ccscc ccsec ccccs escsl csssc scccc csscc csssc cscsc ccssc ccscs clccs 
cclcc clesc ccsec csccc csscc cscec ssscs cclcs cccsc cccss cccsc cuccc cscls eslsc sccsc csccl 
scccs sccsc cslcc lsccw cccls scssc scccc ssslc sccsc ccccs sccec ccccc cccce sccsc scscs ccccc 
ccclc cczcs ccccc scccc cccss ccccc wccss ccccc clcsc csswc clccs ccccs ccscc lsccc zccls ccecc 
ccccc sclcs lccse ccccs csscc ccscc ccccs cccsc ccccs cscss scssc cccss ccscc csclc clces ccccs 
lcssc cscls csccc csccs ccclc ccscc lscce ccscc lclcc ccccs csccc swsec cccss ecccc ccccc lclcc 
ecscc sclcc scccc ccccc cecss ccccc scscs ccclc ssccs wccec ccscc ccccc cscsc scccl sccss ssccc 
clccl slcls ccscc ccccs cscsc cwccc cllcc sszcc lcssc cssls cclss scccc csssc scccc csccs ccccc 
ccccc sccec csscc cccsc ccccc seccc cscsc scscl scclc ccccc wcccc scccc cscsc scscc csccc ccccc 
ccccc cccss sselc clcls esccc ccscc scccs cccss sllcc ccscc cclsc csccs sscce scscc cscsc ccccl 
ccccl csccc csscl llccc ccsss ccccl cclce cesss lccec ccccc cccls cecsc ccccc scccs cscll clccc 
lclcc ccccc cscwc cccsc ccccc cscsc lsccc lsccs lsscc ecclc sccss cscsc ccscc ccscc scssc ccccc 
ccssc ccccc ceslc csccc ccscc ccccs ccccc ccccl ccccc csscc csccc sessc cclcc cccsc csces scssl 
csscc ccccs sclcl cccss scecs sclcc seccc sscsc lsccc ccscc ccccc ccccs cscls sslcc ccccc lsccc 
ccscc cccls lcscs ccslc cccce scccc wllcc ccccs ccccc ccscc lscsc scccc ccccc lcccc csccl cclss 
clscs ccccc cclcc csscc ceslc ccccc ccccs ccscc sclsc scccc csccc csscc scscc csscc csecc sscss 
cssss ccscc scscc sccss sselc scllc lwcss lsccc ccsls scccc ccccc cslcl sccsl lsslc ccscl scscc 
scccc cslcc ccccs eccwc cccwc cescc csccl lllcc ssccc scccc cscsc cccsc cccsc cclcc lcscs csccc 
scsss ccccc cslsl sccsc ccccc cclws csccc ccccc cccsc ccccc ccccc cclss lsccl csclc ccscc cccll 
llccc ccccc ccccs scsll ccscc cclcc scccl ccccs scccc ccccl sclce ccscc ccccs csscs ccccc cccsc 
cccsc scssc scccl scsls clccl cccsc ccscs ccscs ccccs cccls lcsce ccclc sscsc ccccs sccsc csccc 
lsccc ccccc cccss csccc clcss elccc ccccc scccc lcccc llccl sccsc clccl lscec scssc clccl clccc 
lcccc scsce cccce cccsl cccsc scccs ccccl wccsc ccccc scccc ccscc ccscs ccccs ccess csscc cwccs 
ccccc ccclw ccccc ccccc ccsls slccc ccscc clscc scccc cclcs scccc lcscs ssccc lcscc clcsc csccc 
ccccc cccss cccsl ccccl lccss clcwe ccccc ssccc ssccl cscsc ccscc csccl scccc clccc csscl ccscs 
clzcc ccccc scccc scscs slcsc lsssc cclcs sssse scccc lcccc cccsc ssccc cccsl lcwss scccs scecc 
csecs csccs ccccs ssslc esccc clccc cscsc cccwc ccccs cscsc sllss ccccl ccslc ccccc ccccc ccscc 
cllcs csccc ccclc scscs csccs scccc scccc ccscc ccccc esccc scccl ccecl ccscs ccccc ssccc csscc 
scccc scscc ccccc ccccc scccl ccccs ccccl csssl lcccs ccccs cccsl scsce ccesc ccccc scccc ccccc 
cccsc cclcc csccc csccs cclcc cescs ccccw ccccs cclcc csscs ccccs ssecc ssccc scccc cccsc cccsc 
ssccs clccc ccccc scssc cccec cccsc csscc ccccc cscsc ccllc ccccc cccsc csecc csscs cccsc cscec 
ecccc ccccc csccc cccsc csccc ccccc ccccc lcccc scccc sccsc scscc clccc zsccc slces cccss ccscw 
llcsl ccccc ccccc cscsc ccccs lcccc ccusc scccc seccc ccssc sccsc ssscc csccc sclcs ccccs clcss 
csccc ccccl ccccc ccclc clccc slscs lccse csscs wsccc swccc ccecs csccc scccc ccclc ssslc czscs 
ccccl scucl scscc sccsc ccccl ccecc ccccc csecc clclc csccs scscc cccsc ccccc lccsc cccsc cslcc 
slccc scces cccsc ccccc cccsc csccc ccces scccs cccsc sescs clccs sclsc cccsc ccccc csccl scccc 
sclsc csccc clccs scssc csccs csccs clccc ccssc cccss ssccl cscwc sscsc csecc ccscs ceccc csccc 
ccscc cccsc ccccc ccccl ccclc scccs zlccc cscsc csccc clccc csccc clccc ccscs cwccc cccec ssscc 
ccccc cccsc wsccc ssscc cccsc clscc lclcc clccc ccscl lsclz csscl sccsw uccss cswcs scccs czccc 
ccccs ceecc ecccc sccec cwcss cccsc ccccc ccccl cscww ccccc ccscc clccc sssec lcccc csccc ccccs 
ccccl csssl swecc cslcs slccs csccc ecccc ccccs ccccc wccls scccc ccscc lcccc scccc clccc clscc 
cslcc ccccs ceccc csslc ceccs scccc ccccc csccc ccccs cccsc scccs scscl ccccc cceec ccccs sesle 
csccc lcccc ccccc ccscc scccc ccccc scccc cuscc wcccc clscs slccc cccsc ccllc esccl csscc clccs 
csccc ccccs ccclc sclcc cllcc ccccs ccccl scscc ccclc ccccs ccssc cclcc clses cclcc scccc clccs 
ccscc scscc ccccc csccs ccclc cclsc csccc lcwcc sscsc cccsc cccsc ccccs ccccc sclsc scsss ccclc 
ccccl ccscc ceesc ccccc csclc ssccc cslcc ssccc scscs ccccc ccscl ccccc ccccc csscl cesel ucccc 
ccclc cscsl eeccc scccc cccll slscc csscc scscc ccccc lccss ccccc clecc ccscc clccc ccccl ssccc 
ccscc sscsc clecc ccccc scccs scslc sclcz cscsc scscc clccc ssscc ccccc csccl cccsl ccccc csccc 
scscl ccssc cswcs ecccl scccs clcsc cccsc scscs cccss sclcc ccccs cccsc clscs clsss scccc clcls 
csscc ccccc cccls clccc sccse cccsc lcccc cecsc sccsc cccwc ccscc ccccc ccslc ccccc cclcs ccscc 
cscse cclcc cccsc scccc sccss ccccc ccccc ccscc ccslz cccsc sccce csccc ccscs ccscs lcsss ccccc 
ccccc ccscs lcccc cslcc susls sccce slccc lcccc ccclc ccccl cscss sccsc ccscc ccccc ssccs scccs 
ccscc cclsc csccc scccs ccccc scccc ssccs cccss ccclc ssccs sclcc ssccc cccls cclcc sccsc cclss 
csecs cccec cslcc ccscs ccccc ccccc lsccc secls cscsc csslc ssccs ccecc lcccc cccsl csccs ccclc 
ccclc ccclc sccsc ccssc ccccc cccss lcsss ccecc sslcc ccccs cslsc cccsc scecc sscss ccccc slccl 
cccsl ccccc ceccc ccscs sccss ccucc cscss clscc sccec scccl ccccc sccls scscc lcssc ccssc scclc 
scccc eeccc zcscc scscc scccc cscce cclcc csccc scccs lsecc slcsc ecscc ccccc ssccl slccc cccec 
ccccc sclcs ccscc cwcsc csccs ccccs ccccc cccss scscc sssss cswcc csccc ccccc scssc cccse sscsc 
sclcs ccccc ccclc cczcs sescs ccccc ecccs sclcc ccccc ccccc ccscc ccccc clcws scccs scclc clllc 
csecc lcecl csslc zcscc ccecc ccccc ccscs ssscs cecsc ccccs cscsc lcssc ssccs ccccs csccc ccccc 
ccccc ssscc ccscs clccs ccscc ccccc ssccc lscsc ccccc cccls clsss scccc cslsc ccccs cssce ccsls 
cccls lcsce csccs ccccc leccs scssc wccsc cccsc lsccc clecc cclcs cclcc clcls ccclc ccccs scccc 
ccccc ceccc ccccs clcwc slcsc scccc csssc ccssc scssc clccc clccl csscc scscs ccccs csscc ccscc 
ccccc cccce cclcc ccccs ccsce csccc scccc cccsl sccls ccccc cescc ccccs clccc cscsc ccccl sslss 
ccccc ceccc csccc lcccc lcscs clccc ccecc sscsc ccccc ccccc cccss clsce ccccc ccccs ccccs slccc 
ssccc scscc zsccs scwss ssccc cecsc ccccc cecsc cccsl csclc ccccc ccscs sclcc ccwcc ccccc ccsss 
scccc slcsc ccllc clcsc ccccc ccccc cccsc ccccl cxccl ccccc clecs ecssc lcslc scccc csscc ssccc 
cscce csssc ccscc csccs ccccc scscc ccscc ccczc csccc sllcs cccsc scses cccss ssccc cccsc slccc 
ccclc ccccc cccsc ccclc csclc lccce ceccc sccsc ccscs cccsc sccss scccc csscc ccscs cccsc csscc 
ccccc eccsc scccs ccccc ccccc ccssl ccccs ccssc ccccc ccccc ccclc ccccc ccccs clclc ccccc lscsc 
ccccc scccl cccse cccec scccc scccc ccscc ccccc scscs ccccs ccllc ccscc ccccs scssl ccccc ccccs 
sccsc ccccc cclcc ccclc ccscc scccs ceclc csccs cccce scccs scscc ccccc clccc seccs scecc ccccc 
scccc ssccs scscc clsss scccs ccsls csclc cssss ccccc sccsc cccll slccc cwscc ccscc lcscs sccle 
ccccc ccslc csccc ccscc clsss csell ccscs clccc cccsc cclsc lcccz ccssc sclcc llccs csscs sccsc 
cscss cclcs ssccl ccccc csccl ccscc cccsc ccslc ccscc ccwcs ccccc scscs ccscc ccwss ccslc csscl 
cccic clccc scccc csewc ccccs lcccc lcssc scccc cecsc cscsc csccc scsss scscc ccecc llccc scccc 
ccccs cccsc secls cscls ssccc ccccc sccls cssec cccsc ccccc ccccs csccc cclcc cccsc slccs clcss 
ccswc cllcs csssc ccccs ccccc ccccc sslcc ccccc ccccc ccccc clscc csscc cccsc ccccc cccce ccccs 
ccccc cecsc selcc cccss sscsc sccse cccsc cccsc cclcs ccccc scscc scccc ccccc csccs lsccc sscsc 
ccccs scels scesc cccss lcscc cscsc scccs csccc ccccc cslcc sscsc ceccc scscc slcle csscc scclc 
csscc ccccc cccsc cccsc sccss ccccc clccc lsccc sccls clclc sscec sscsc csccs ccccs scccs cllcs 
ccccs csccc wsslc cscsl cscce scccc ccssc ccccc cclcc ccscc lcccs ccccs csscc cscsc ccscc csccs 
cccsc ccccl ccccl ccclc csscc ccssc zclcl lcccc ccesc lcscc csccc sclcs scccs scclc cccsc ccccc 
csccc ccccc cscse csccc scscl ccccc ccccl cscss sccll xccec ccccc cccsc ccccc csccc sccsw cccsc 
ccscs sslss scscc ccccc scccl scccc ccccc ccccc ssccc ceccl sccls ccccc csccw ccccc ccscs ccscs 
clecl csccs ccccc ccccc ccccl clccs lcscc scclc cllcc ccscs csslc sccll ccccc cllcc ccccc ecccc 
ccccc clssc ccscc ccclc ccesc ccssc csccl ccssc ccccc ccclc ccesc ccclc lclcs lcssc ssccc cclsc 
ccscz ccccc cccsl ccccu ccllc sccsc ccccc cslcc ccccs ecclc scscc cclcc clllc lclcc scccc ccscc 
ccscc clcsc cccsc ccccs ccscs ccccc lcccs lcccc csscc ccscc clcsc scccc sclcl cclsc ccclc cccsc 
clecc sccss scsec cclsc lcccc ccscc csccc cclss elccc ecccc ccssc scccc ccscc scccc ccscc lcscc 
sllzc ccccs ceclc scscc ccssc ccccs ccccs sccss scccl cccsc csccl scclc csccs sccsc llccc ccccs 
lccsc ccccc ccccc cccls sclcc slccc ccccs ccccc ewccs cccsl csccc csscs lccsc cccse ccccc csscs 
scccc ccscc scscc scccl ccscc cccss sclcc cclcc sccsl sccle cccss csccc scccc sscsc ccclc esccc 
sslcc wcccc clccc zcscl ccscc cselw ssccc cclcc sccsc ccscc cccsc csccc ccscc eccss scscc ssccc 
ccclc ccccl scccc scccc lsscc csccl sccsc scccc scccs ccccc lcccc ceccc cccsc scccc lcscl cssss 
sslcc cscss cscsc ccccs cscsc wsccl csccc sccsl cccss cscsc lclcl sscss scccc ccccc ccccc cccsc 
sclcl cwlcl sccss ccccc lcecc scccc cccsc ceclc lslcc ccccc zcccc ccccc lcsls ssccc lcclc ccscs 
cccsc selcc cccls ccccw ccscc csscc ssccl cslsc ccclc ssccs ccccs cccss ccelc ccccc ccscs scccc 
scssc ccccc csccc ccclc ccccc scccl lcssc cccce ccscs scccs ssccc ccccc csccc scscc lccsc clczc 
lcccc csccc eccsc ccccc csccc ssscs clccc csclc csccs ccccc ccccc cccsc scscc cslcc csccc elccl 
cccsc czcec ccecc lclcc slclc lclcc ccclc lcesc ccccc ssccc slccs cccsc ccscc csccs cccec ecccc 
ccecc ccccc lccsc ccccc ccssc clcsc clscc cscsc ccccc ccccs scccc csscs clccc ccccs csccs ccccc 
cscsc ccccc clccc ccccc ccczc csclc cscsl ccces scccl ccscc cclss lclcc sscsc cscls clssl sccsc 
ccssc csccl scccc clcsc cccsc scscl wcccc ccccc ccscc cccsc ccsss cscsl lcccc cccls csccc ccsse 
cwccc slccc cccsc sccls ccssl csccc cclcs lccsc scccc lcccc scssc cessc ssccc ccclc esccc clccs 
ccscc cccsc ccccc lcccs sccsc csccw scccc ccssc csscs scccc cccsc cescc ccscc cclcs sscsc cscsc 
ccscs clccs cccsc ecccc ccccl ccscc ccccc ecccc ssccc ccccc clscc scccl wcccc ssccc scscc scscc 
ccscl csccc ccccc ccclw sscsl ssscc ccccc cccsc ccscc scccs ccccc ccssc ccccc sclcl lcccs csccc 
cccsc cslsw cslls csscl slccc ccccc scccs cccws scccs scccs scccs ccccs ccccc cccse slccc ccccc 
csccs cccss ccscs ccccc ccscc csccc ccccl ccsll ccccc ccclc sslcc ccccc scccc cccsc ccccs slcss 
clssc scccc scccc cclcc ccscc lccce clccw cscsc cclcs ccccs cccsc csccc sscss cccec ssccc scees 
scccs ccccc scscl cssls cclcs lcccs ccscc csccs ccccc ccscc cszcl scscc ccccc ccssc cccls ssccs 
cccsc ccccc ccccc ccscs sccss csccc cccss cclcc ccccc sclcc ccccc ccscc ccscc swccs ccscc cclss 
llcss ccccc ccclc csscc csccc ccccc ccccc scccc scssc clcsl scscc eccsl ccccs cccec csccs ccssc 
csccs lccsc ccscc lccsc slccc ccsss cccsc csecc ccccc ccccc clcss ccclc cccsc llccc slzcc ccces 
ccscc lcslc sccec ccccc ccccc cccss ceess clcsc scscs csccc ccccl slclc ccccs ecccc clccc lclsc 
cccss cclcc sccsc ccccc cscsc ccscc ccccc scclc lcccc ccccs csssc cccls scscc scscc ccccs csclw 
ccccc cccss ecccs clccc secls cclcc ccelc clcws ccecc csccc ccscc ccsss ecccc ccccc clccc ccccc 
lcccs cccsc ccczc csscc cclcc lcele lcscs ccccc cclcc ecscl ccccs ccclc lcscc lsslc ccccc ccscc 
ccccc csccc scscc ccccc ececc sllcl ccclc ccccc ssccc cccse ccsce ssscc ccccc ccccc ccsse csssc 
ecssc csssl csscc sclcl ccccc cclcc ssslc ccccc ccccs ceccc csscc ccecs cclcc sscsc cclcs csscc 
lclce ccscc sccec ceclc ssccc ccscc cclee cslsl ccccc csccs seccc cscss ccccc sscsc ccccc clccc 
scwcc cwccc llccs csccc lcccc ccsec swscc scccc csccc clccc ccscc ccscc ccccc csscs cccsc csccs 
lcccs sccsc ssscl ccccl ccccs lccss cccls ccccc ccccc ccccc sllcc slecs lcccc scccc ccccc csccc 
scccs ccccc cccsc ssccc scccc ccccc csclc csccs scccs scscc cclsc sccsc csccs ccccc ccccc cslcc 
sccsc ccecc csscs ccccc cclls cclcc scccc cccss csccc cecss ccccc ssscs clscl cccsc cccss ccccc 
clccl lccsc ccccs lccsc ccccc ccccs scccc csscc lcccc ssccs cscsc sllsc ccccc ccssc sccsc cllsc 
scscc ccscc cclcc clccs sccwc ccscc csscc slcsc lcccc cslcs ccscc cscss clccc cccsc cccsc ccslc 
cccwc cccss scccc ccccc csccl sscce scccc cslsc clccl scscc ccccc cccsc ecscc cccce scccs cclss 
csces sccsc ccccs ccccc cccsc csccs esccc ccscc lcccs ccccc ccscs ccccc csccc sscll cccss ccclc 
cccsc csccl cicsc clscc cscss cccsc ccesc ccccc ccwcs sccsc zccel cssss cscll ccccc ccccc lccsc 
cccsc scccs ccccl ccscc ccsec csccs cscsc csccc lccsc scccc lclcs ccscc ucccc sccss ceccl ccccc 
esclc cccsc cccsl sccss ccccs scccc ccsss ssccs lcccl cclsc cescs ecccc ceccc slccs lccls scscs 
clccc cccss cccce ccccc cslcs clccc ssccc czccs ccccs cccss scccl ccccl clcsc cscce cclce slcsc 
ceccc csccc ccscs ssecc cccsc sslcc cclcs cslec secsc ceccc ccccc ssccc cescc lsccc ccccl celle 
sccsc cccsc scccc sclcc ssccc ccccc cccnc ccccw csccc csccc ceclc cccsc sccsc cccsc scccc ccccc 
lcccc scccc cclcl ssscc cccss scccs scccc csssc cllcc ccccw cccec sscsc ccccc sccsc ccccc ccssc 
scccc ccclc ccccu ssscs cccsc ssscc csccc clccc clccc scccc ccccc escsc ccccc csccc csccc cccsc 
ccscc ccscs cccll ceccc ccccc ccccc lccsc csczc ssccc lccec cscsc slcsc lsccc ccccc lcccc cccss 
sccsc cccsc ccscc slcsc ccccc ccccl clccc ccscc slccc csccl cslcs sscss cccsc clccs ccccl sclcc 
csslc sccsc scccs ccccs ccccc ccccs ccccc cccsc scccc clcce csscc scccc ccscc scscs seccs sccsc 
csccc cssec cscsc cccss ccccc cscls lclcc cccsc scccc cncss ccccs ccccc cccsc ssscc csccc scccc 
