ppttp ttttg tgtgt tpgtt ttgtg gtttt tpgtg ttttg ttttt ttgtt ttttp gtwti ttggt ktggt tttgt tpggt 
ttgtg ttttg gttgp gtgtt ttptt ttgtg pttgt gttgg gittt ktggg ttktt ttttt ttttt tgttt gtttp gggtt 
tgttt ptgtp tttpg tkgpt ttttg gtgtg tttgk tgttt tgttt ttgpt tttkt tpttt tttpt tgtgt tgttg ttgtt 
ttttt gpttp pgttt opggt tgttp tttkg gtttt ttttg pgtkt tpttt ptttp itppt ttgtt ttttt tggtg ttptt 
ttgtg tittg tttgp tktpt ttttg pttgt ipgtg tttgt tttkg gtptg ttgtp tpgtt pgktt tkgtt ttttg ttgtg 
gpggt ttgtt ttttp ttggt tpttt tktgt gtpgt tttgg gtttt gtkgt ttttt ttptt tpgtt ttttt gptpt tttit 
ttggg ttgtt tgtit gtktt ikttt tgttt tppgt tgktt tgttk tkkpt gtggt tgtgt ttgtg ttktt ttgtp tgttt 
gtgtt ktttt ttttt tkttt ggttt ttptg gtgtg gtptk tgitt gtttt ttgtt ptttt ttttg tttpt ptttg tgggt 
ggtgp tttit kttgg gtttt ttttt ptttt tttgt ggtpg ttttw ttggt tgtpt ttttt tgttt ptttg ttttg ttigt 
gpgtp tppgg ggttg ttgtt gttgt ktttg ttttt ggtgt ttptt ptttt gtggt gtgtg tptgt ttigt ttttg ttfgg 
ttggg tgttt tggtt tgttt ttptt ptttt pgtgt ttttg ttttp pgttg tgtgg ptttg gtttt tggtg ttttg ktgpt 
tggtt gtktt tggpt ttttg tttgt ttttt pggit gptkt ttttp gtttg ttttt tpttk ttttt tttkg tittt ttptt 
pttgt ttkpt pttpt tttgt tgtit tttgt ttttt tgttg gpgtg ttgtp gggtt ttttt gtttp gttgt gtttt ttttg 
tkttt ttogt ttttt tptgt ttttt tktgt ttggt gkttt gttpt tttpt gttgp ttttg ttttt ttttt tttpt ttktt 
tggwp tgttt ttttt gptkg tpgpp ttttp gttgg tttpt tgttt tkttp ttttt gtktt gtttt ttppk gttgt ttttt 
ktgtg ttttg ptttt gtktg tttpt tgttt itttg ttttt tpttt tpttt tpttt tgttg ttttt ttgtt tttgt ttttt 
tggtt tttgg gtttp ttttt gtttt tttgt tpgtt ggttt gtktt ttkgp tttgg ttttt ttttt ptttt ttttg ttgtt 
ttttt ggtgt ttgtt tttkt gtgtt ttttg gtktt ttptt ggptt tgtgg tttgt tgttt tttgi kttpp ttttt ggptt 
gtggt gtgpt tpttg ttipt tggtt ttttt ttttt gtttt pttpt ttgtt tgtgt ggttt tptgt ggggt gttgg ttgtk 
pkitt tptgt tttgg ttttt tttgt ttttg gtgtt tgtgt ttttt gtttk ktgtt ttttt tgttp tttgt tpptt ttggt 
pgtgg ttgtt ttppt ttttt ttgtt tgttt ptgtt gttkt tiggt ptwtt ptttt gttpg tgttp ktttt tttpg ttptt 
tggtg gtttt pttgt gttgt ttgtg ttgtt ttgtt ttttt tgttt ttgtt tpptt tttgg tggtg ttttt ttgtg ttttg 
tttgt ttttt ptgtt gttgp tppgt ttgtt tttgt tktpt ttggt tiptt ttggt ttttt ttptt gttgi pgtpg tpttt 
ttttt tkgtg ttttt ttttg tpttt ttttt ttttg tkptt gttti gpttt tttgt ttttg ggttt gtttt gttgt pkttt 
tttgp tktgt gttgt ptgtt tttkt gttpt tktpg tptgt tpttt tgtgp tptgg ttttt tttgt gpktg ttpgp tggtt 
ttggt ptpgt ttpgg tgttt ktttt ttgtt ttttg ttttt tpitg pgtgt tpwtg gtggt gttti tgptg ttttg ttgtg 
tpktp gtgtt ttttt ttttt tpgtt tttgg ttttk tttpt tttgg tppgt ttptt ptpit ttttp ttttt tgttg ttktt 
ttttg ttptt tttgt tgtpt twttt ttgtt ttgtt tptkp tptgt gttgt gtggt tttgg ktttt kttgt ptttt gtttg 
tggtt tggwt tttgg ttgwt ttttt pgttt ggtgt ktttg tgttt ttgtp tgttg ttttt ggppt ttkpt ggttg ttttg 
ttptt tgttt ttgtt gttgt tttpp tgtgt ttgtg tttgt tpttt ttttk tpttp tfktg tttgg tpptk tttgt ttttt 
pttpg tgpgt ttttt tgtpp ttggt pgtgt ttttt ttttt ttttt ptttt ttgtt tpttt gpttp tgttt pttkg tpttt 
tggtt ttttg tgttt gggtg pgttg tgttt tttpt gtgtt ppttt ttttg gtptg ttttk gtptt ggttg pittt tttgt 
ttgpk ttgtt gtttt ttpgt ttptt gtttt gtptt ggtpt ttttp ggttt ppttt ttttt tpttp ttttg tgttt tgggg 
kgtgg tttgt tggtt kgtgt tttgt tpttt ttttg pgttt ttttt tttpg ttgtt tipgt tgtgt gtttt pttpt ttttt 
gttgt tttgt ttttg tgttg ttttg ttttg tkpgt gtttt tttgg tgtkt tpptt gtttt tttpt ttttt tggtt giggt 
gtttt kttpt itttk gttgg ttttt ttptp ggttt ttgtt ttttt tttgt ttttg ptttt ppggt tttgp ttgtt gttgt 
ptggg ttttt gktgt ttpgt ptgtg ttttp ttttg gttgt gtttt ttptt ttgtt ttptt tgttg tgttt gtggg ttttt 
ttggg pgttk tgptt tgttg ttppt tkgtt ttggt ttttt ttttg ttttp ttpgt tttgg gtgtt tgtpt gtgtp gttgt 
ptttt pttpt gtttg tgggt ttttg tttgt ttttg tttgg ttttg ttiit tggtt tttpt gtttt ttttt gptgt ttgtt 
ttttt gttpg ttttt ggtgg ttttt ttttt tgttt tkgtt ttttg tpttt gtgtg ttttt ttgtt tktgt ttttt ttttt 
gggtt tppkt ttttt tttpt tttgt gtttp ttttt tgttg pgtkg ttttg tgppt ttgpp ttgtt ptgtt ttttt ttgtt 
ttttt ttttt gtkgt ptktt tgtkt pttgo tgtpp gttgt tpgtt tttgt tttgg tggtt gttig ttttg tggtt ttttt 
ppttg tttgt gtttt gggtt tgttg ttggt ptttt tttgt tgttg ttttt ttttt gtttp ttpgt ttttt gtttg kptgg 
gtttt ptttg tttgg tttgt ttttg ggttt gtttg gtttt tpktg pgtgt ttgtt tgttg ptttt tpgtt tiptp pptpg 
ttgpg gtttt tttgg tttgk tttgg ptttg gtttt ptttt tggtg tggtg tkpgg ttttg tttgt tpggg tgpgt ttptt 
ttttt tggtg ptttp gttgg kigtt ittgt ttgtg ttggp ttttg ttgtg tptti tttti ttgig ttttt ttgpt tgttt 
ttttk tgtpt gpttt tttgt ggtgt gtttt tttkt gtttp gtttt tttgg tgtgt gtttt ptttg tkggw ptgtt tpttt 
ggttg tgtgg ggtgt tttgk ipttp tptgt ttgtg tttgg tggtt ttgtt kttgt tkttk tpttt ttttg tttgg tggtg 
tttgt tgttt tttgt ttgtt ttgtt kttgt ggttg gtgtt itgtt ttptt ttttt gtttt tgptt ttttg ttttg tgkgt 
tgtgt tggtg ttgtt pgttt tgttt gtttt ttttt gtttg tttpt ttttt kgtpt tittt ttttp tttit giggp gtttg 
tttgt ppitt ppgkt ttttp tkttt ttttt tttgg ttgtt ttttt tttkt gtttt ttttg ttttt ttktk ttttk gtttp 
ptttt ggtpt ttgtt ttttt ttktt ttttt ktptg ttttt ttttt gtgtg tpgkt tttgg gtgtt tpggg ttttt gtpgg 
ttttt tgtgt ttttg gttgt ttttt ttgtg ttttt gggtg gttpt ttttt gttpt tpgtt tpgtg ttttt ttggi tottg 
gtttg gtgtt ttttg tpttt tgtgt ttttk ptgtt ttttt ggtgp ggttg gittt ttttt ttttg ttgtt ttttg ttgtt 
wtttg tttgg ggtgg ttttt kgggt tgttt ttttt tttgt ttttt tgttg ggttt gtgtt pgtpk ttptg tgttg ttttt 
ttttp pgttg ttptt tttgt ttttg gtttt tpttt ttptg tgtkt ttttt ttttg pgttg tgtkp gpggp tgttg ttgtt 
gtttt tpttt ttggt gtttg tttgg gptkt gtgtt ttptt ttttt tgttt ttttg tgttt tgktg ttttt tttpp tgttg 
ttttt gttgt ggttg ttttt tttgt ttttt ttptt tttgt tkgtg ttttt tttkg ttttt gtgtp gkktg tgttg tttpt 
tgttt tgttt ttttt ktggt tttgt ttttt gtttt pgigg tgttt tgttt tgttg tttgt tgttt gtgtt tgttp tpttt 
gtttt tttgg tttgt ttttt tggtt tgtkt gtgtg tttpg ttggp tpttp ttgpg tgptt tggtg ttggt gtwgt tktpt 
ttttg ttttt ptgtt ggttp gppgg ptttt ttttg gtttt gtgtt igttk ttitt ttktt tgtpg gttgt ttttt pgtgt 
ttgtt tkttt gktpt tttgt ttggp tgtpt ggttt tpgtt gtttg tigtt gtttt tgptt ttgtt ttttg gpggt ttttk 
tgggt ttggt ttttg ttttt ttpgg ttttt ttttt ttgtg ttttg ggtgt ttwtt tgttt tgtgt gtttt gtttt tttgt 
tgttt ttttt pgpgt ttggt tttgt pgttt tgttt ttttt ttttt ttttt tgptp ttttk kpttt ttttt tgttt tttpg 
ttitg tgttp tpgtt tgttt ttttg pkttt tptkt tgttp ttttg tttgt ttttt tttgt ggttt gpgpt tttgt gttpt 
tggtg gtttt ttttg tttit tgttg tpttt gtttt itgpt gtptt tttgt tgptg ttttt tgttt gtggt ttttt tptgk 
ptttp tkgpg tgtgg ggttg tttpg ttttp tgptt ttttg ttttp ptttt ttggt ttttt ttktg ttggk ttttt ptgtg 
ptttk tttgt tttkg gtptt tkttt gtptt tggtt tpttt ggpgt ttptt pgttt ttptg tggtt gtgtg tgtgg tttgt 
ttttt gtttf tgtpg ttktp ttttt ttttt tpgtt ttigt tgptt tgttk ttttt tttgg tttgt ttttt tgtgt ttggp 
tgttt ggtgt ttttt gtttt ptktt ttgtt tptgt gggtt gttgt tttgt ptttg ggggg ttttt tgtti ttttt ggtgt 
ktttt tgtgt ttttt ttgtt tttgi tppgg ttgtg gtttt gtgtt ttttt tgttt ttttt ttttt ttgpg tpggg tttgt 
ttgtt ttggg gtptp ttttg kpttt tkttt ttgpt tgtkt gtttt tttgg ppgtg ggttk gtttt ttttt tgtgt gtttt 
tigtt ttttt ttgtt gtttt gttpp ttttt gtktt itgtt ggttt ggttt tpgtg ttttt tgtkt ttgtt tgttt gtgtt 
ttgtt ttggt gttgg ggttp tttti kggtt gttgg ttptt gttgt ttttt ktttt tttgt pttgt gtggt ttttp tttgt 
gttpt goggg ggttt pkttt gtgtt ttggt ttgpp ttgtt gtttt ttktt ttttt ttgtt ttgtt gpgtg gtgtt ttttt 
gttgt ttggt gkttt tgktg gttpt gtttg ogttt ttttt ttttp ttttt tptgp gggtt ttttw ttipt ttttt ttgtg 
tgkgp kggpt ggttg gtggi gtttt ttgtt ptptt ttttg tgtgt ptttt gtttt ttgtt tttgp ttttk tggtg gtttt 
gggtt ttgtg ttttt tggtt pptgg gttgt tgtgt ttgpp ttttt ktttt ttttt gttgt tkttt ttgtp ttttt gtttt 
tgttg ptttt ptttg tgttt ggtgt gtggt ptttt ttttt ttpkg tttgt ttptt ktgtp gtgtt gptti tkttt ttgpp 
ttttt gggtt ttttg ttgtt tttpg ggttg gttgt ttgtt pttgt ttttt gtttg tgttt ttgpp ttgtt tptgt ttttt 
tpttt tggtt ggggt tiitt gttgg tkttk ttttt tptkt ggttg tgwtp ptttk ttttt ttgtt ttttt tgtgt tttpg 
ttgtg tttgg ttttt ttttt gptgt tgttt ttggt gtttt ttttg ttgpt gttpt ttgkt ttttw ggpgg ttttt tpttt 
ktttg pgttt kptkg tttgt gtktg tttkt pkgtt ttktt kggtt tgtgt tgtgt ttttt ttgtt pgttt tttgk tttpt 
tttgg tgggg tgttg ptktk gtggt tpttt gktgt ptttg ttgtg gtttt ttgtg gtttp tgttt gtgtk tgtgt ttpgt 
ttttt ttptg tpttt gpttt ttttt ptttp ttttt gtptt gittt tgtpk tkttt ttttt gtttg tgttt tgggt ttgtt 
tttgt tggtt gttkt gttgt ttttg ttpgg ttgpg tpttg tgttt ttgtt gtttt gtttt ggttt wgttt ttttt ttttg 
gttpt ttttt ttttt ttttt tgttt tpttt ttptt ttptt gtgtp ggtit tktkt tttwg ggktg tpggt gtttt tgkpg 
ttttt ttttt ttttg ttttt ttttt tgtgt tpggt ggttt pttkt ttttt ttttg gtttt ttgtt gtttt tgggt ttttt 
ttttg tgttg gtwpt iittg ttttt gtgtt ttgtt ttggg kggtt tgtig ttttt ttgtt tttpt tpttt tttkt pgttt 
ttttt tptgt tttgg tgttt tttit gttgt ttttt ttgtt ttgkt ttttt gggtt tpttt gtttt tgttt ttgtp gtttt 
tptgg gtttt tittg ttttp pgitt ttttp gwtgg gtgtg gptgp gktpt ttttg ttptt tttgt gpgkt pttgg tpttt 
gtggg tgttg ttttt tkttt ptgtt tpttt gtktt ptgkg ttttg tgtkt gtptg pggtt ttttg tttgt gpgtg ggtgg 
ttttg ttttt twtgi ttttg tgttg gtgtg tgtpt ttgtg tttgt tttgt ttktt tpggt ttktt tggtt ttttg tttgt 
ttttt tpgpt gtptt tpttt ggtgg ttpwt ttgtt gttgt tttti pttgg pgttp gtttg tttpt gtgtt gigtt gtttk 
ttttt tgtgt ttptt ttttt gtttp ttttg ptttt gtttt gtttt gtttt ttgtg kptgt tttgt ttttg ttttt gtggg 
ttttt gktgt gggtt ttttt tptgt gtitt tppgt ttttg ttgtt tggtg ttttt ttttt tttkt tgttt ttggt ttgtt 
ttgtp tgttt gtgtt gtttt gttgg tgttg ttttk ptttt gttgg tkttt ggtkg ttttg ktttt gtktt ttttt ttttt 
gtktg ttttg ttttt kttgt ttttt pgtgg tkgtt ttttg tpttt gpttg tgttt tkttg ttgtt ttgtt ttttt ttgtt 
gtgit ttttt tpttg ttgtg ttttg ppttt tpttt ttttt gtptt tpttt ttptp tgttt gtttt ttggg ttttk pgttt 
tttgt tgggg ttttt pkgtt tgttt ttttt pttpt ttttt gttkt tpttt tttpt tgtgt tttkg gpttt tgtgp tttpt 
gtttp tttgp ttttt ttgtt tttgt tpttt ttttk ggtgg tttgt ttttt ttptp tttkt ptttg tttgt tgggt ttttt 
tgtgt gtttt ttttg ttwkg ttttt tpttt gtgit gtgtp ttggt gtttt tkgtt ttttt ttpgt tttpt tkttt ggttt 
ttktt gtgtt ttttt tttkt ktttt pttgg gtttt ttggg gtttg gtgtk ttgtg gttgt ttttt gtttt gggtt pttkt 
ttttg gtptt gtktt tgttt ttpgt tpgtt tttgg tktgt tttgt gtpgg ttttt ttttt tpttt ttttt tptti ggttt 
ptttp ttgtt tgttg kkttt wttgp tggtt tggtg pttgt tttgt ptttt gtptt tttpg tgtpt gtttg gtttt ttgpg 
ttttt gpttt ttttt tgttt tggtt tptpp ttiti tkttt ttkgg gtttk ptttg gttig ttttt ttttp tgggt ttttg 
ttktg twtgt gpttt ttttt tgttt ttttt gpggk pktkt tkttt ptttg ttttt ttttt gttgg gtttt tttwt ttttg 
pkttt gtggg tttgt ttitt ttttt gtttt gtgtt tgptt gtptt tgttt ttttt gttgp ttttg ttttt tkttt tggtg 
gtttw ttttg ttttt ttggg tpgtt ttgtt ttttt gttkt ttttt ktttt ttttt ttkgt ttggg ttgtt tgtpg tttgg 
ttgtg ttttt ttttt pttpp tptgg gpttt tttgt tpgtt gtttt tttgt tttpg ttttp ttgtg ttggt gtttt pttgg 
ggttk ttgtt ptttt ttktt ttptt ggttt ttgtt ttttt tgttt tgptg gtttt tttgg gtttg tttgt ttttt ggktg 
ptttt tgttt gtgtt gttgg ttgtt pttpt tptgp gtttt ttttt tgttg tttpt ttttg ttttt ttgtg ttttt ttttt 
ttkgt ttttt ttttt gtttt ggtgt ttptt tgtpg tttpt ttttt ttttt ttgtg gtktt tgtkt gttgw ttttt ttttt 
tgttg tptgt ttttt ttttt ptttt gpwgi tggtt gtttt tgggt pgttt tttgt ppgpt tgttg ttttt ptttg ptttt 
ttttt ttttt tgttg gtgpg tgtgg tpttt gttpt tkttg tptgt ptgtk ggptt ttkgg tgptt ttttg gtgtt ttgtg 
twgtt tgggt tkgtt ttgtp ttgtt ptttp gtkgg ktgtg gkgtt tptgt ttttt ttptt ptktt gtggg gtttt gttgt 
ttkgt gtptt ttptt ttttt tttpt ttgtt tgttg tttgt ptgtt gttgt gttpt tgttt tttgt ttgpg gptkt gttgg 
ttttg gtggt ttgtt ttgtt ttgtp gtttt ggttt ttttk ttgpt ttgtg ttgtt tgttt tggtt ptgtt ttttt tgtgt 
tktpt kttpt gtttt ttgtk ttttp tgttg tkgtt ggttg ttttt tttgp tgttt ttttt ttgtt ptgtg ttgtt ttggt 
ttgtt ttktt tgotg ttttt ttttt ttttt ggtkg ttttg pgttg ttttg tkttt ptggt tgttt tttgt tgttt gtgtp 
tpttt tpgtt gtptt tggpg pttgt tttgt ttttt tggtk tttpt tttgg tttpg ttttg ttgtg ttgtg tgttt tktgt 
tkgpt ttttt ttttp gtttt tgtpt ttttt ttttt tpttt gtggt ptttt tttgt tgptt ttttg ttptt gtttt gtptt 
tgtgt tgttt ttttg tptgt tttog wptpt ttttk tttgt ttgtt tgttt gttgt ttptg tgpgt ttgtt tggtt ttptt 
ttttt tgtkg ttwtt ggttt ttktt gggtt ttgtt tpgtg otgtp ttttt tgttg gttgp gttgp ttgkt ggtgt tttgt 
ttttt tptgt gtttt tttgt tptkg ttttt tgttt ttptk pittw ptgtg ttktt ttttt ggttt ttgtg tttkg pgttt 
tgttt kktpt ttptt ttgtt ktgpt ttttt tttgt ttggt ttttt ttptt ggttg ttttt ttttt ttggp tggtg ttttt 
ttttt gttgt pggtt gpggt pttpt ttttt gttpt ttktp ttttt ggttg ttgtt gtttt tttgt ttttg gtttt ggtpt 
ttgtt tkttg ttttt ttttt tpptt ttgtt ttgtt gtttg tgptg gtttt ttttt twgtt ttttt gtttt gtttt tttkt 
ttttt gtgtt kttpt tgtgt tgtpt ttgtt ttttt ttgtt tttgt ggttt gtttk ttttt ttttt ttttt tpttt ptpgt 
tttgt gtttt gtgtg tkttt gtttt ttttt tptgt ttgtt tttgg ttgtt pttpt ttptt pttgt ttttt gtgtg tkttt 
tgptt tgttg ptttp kgtgt ttgtt tttgt tpttt tkttt gtttt ktgtt ttttt tgptt tttgt tkggt gtttt tpgtt 
ttttg ttggg ttggt ttgtp gttpg ttgip ttgtt tttpt gpgtt ppttt pkttg gtttg ttgtt ttptg ttgpt ttggt 
tttgt gittt itttt ttgtt gtpgt ttttt gtptt tpptt pttgg ttttk ttgtg ttgtt gtgtt ttgtg ggttt ttttg 
tpttt tgtgt tgkgt ttttt ttgot tttpg gottt ptgtp ttttt gtttp gtttt ttgtg pgttt gtgtt tgttt gtttt 
tpggg tggpg ttttt tgttg gtgtt ptktt tgttt ggtpt ttttt ttttt ttpgg tttpt ttppt tgttt gtggt kpttt 
ttggg gtkpt tttkt tpktp tttgt ptgtg ttttp tpttg tttgk ggttg tttgt tgtgt gtttt ttggt tttgt ttttt 
tttpg gtttt ttttt ttgpt ktttt ggttt gtgtt ttgpp pgtgt gtttg tgttg gtttt tgtig tgttt ttttg gtttt 
ggtpt ttktp gttgg tgttt ttttt gttpg ptptp tgttg ttttt ttttt ggttt ttttt ttgtg kttgt ttggt igttg 
tpgtp kpgtp ttgtt ttttt tkgpp ttgtg ttttt ttttg ttttt ktttg ggtgt ttttt tgtgg ttggt ttttt tttgt 
tttgt ggkgt otght ttttt tttgt ttttt ttgtt ttttt ttttt ttgtt ttgtt tgptt pptgp ttttt ttgtp gttkg 
tkgtt tgptp tttgt gtttp tggtg gtttt tgtpt ttipt tgktw gtttt gtpgp ttttg tggtt ttttt ttttt tpktt 
tttpt tpggg tgttt ttttt tpptt ttptt ttttt tpttt gtggt ttptt ttgtt tttgt gggtg ttttt ttttt tttgg 
gpttg ttttk ttgtt tttgt gtttg gtttg ttttt tgttt ttttt gtgtt ttttt tkgtg ttttt ttttt tttgt tpgtt 
tgtgw ttttg ptttt pgttt tgtpt tgtkg ttttt ggttt gttpg gtttt tttgg gtktt twtgg tggtg gttkt tttgt 
gtgtt gttgt tpigt gtgtt tttgg pgttg tgttk gtgtt ttttg ggggt gktgt ptttt ttggg ttttt ttgtt ttttt 
ttttt gtttt ttttt ttggt ptttt ttttt tgttt tttgt ttggt tkttt ttttt tgptg ttgtt tptgt ttgtt ktttt 
gtttp gpgtt ggttt kpgtt tgtkp tttgg tgtpt tpttg tttkt tttpt tttpt kgtkt tgttg gtgtg ttpgt gtgtt 
tptit tgggg ttgtt tttgt ttttt ggttt ttttt gtgtt ttgtp gtttt ttptg ggttt ttttg ttgtg gptpt ttttt 
ttttt gttgt ggttt ttttk tggtt ttpgt tggtt tttpg ttpgk tggtg tttgt gtggt tggtt ttttg ttptg kkttg 
ggtgt tpttg tttpt ggttt kttgt gtttt tgttt ptttg ktttt ttttt ttttg tgtpt tttgt gpttt ttttt ttgtt 
pgtti ttttt ttkgt ttkpg ggpgt tpttt gtttt tgttt tttgg tppgt tttkt tpttt ttttt tgtgt tgpgg kggtg 
ptgtg gtttg tttkt gttgt ktttp ttgtg ttttg tggtt ttttt tpttg tttpt ttgtg igigt ttttt tttgt gittg 
tkttt gttgt gktgt gkgtt tgktt ttgtt ttitt ttttt tgttt ttgtt ttttg kpgtt gtttg gtttt tttkt tttgp 
ttttg tpgtt ttggp tttpt ttipg tkogg gtgtt ttgtg ttptt gtgtt tgttt gtitg ttptg ttttt gtttt tgtpt 
ttgtg gttgt gggtg ttttt ttggt ttgtt ttktt gtttg gtkgt ttggt tgggt gttgt tggtg ttttg ttgtg ttttg 
ttttg gtptt gttgg ttgpt tttgp gttgg ttttt gtgtg tggtg ttgtt ttttt tpgtt ttggt tttgt ktttg tgtgt 
gtggg tgggt ttttt ttttt tgttt ttttt ttttk ggotg gittt gggpg ttggt ptptt tttgt ggttt ttttg kttgt 
tgttt ttgpt ptgtt ttttt ptpgt ktttt ptktg gtttt tgggt pptgt tpttt tpgtt ttttt tgttt gtttt gtttp 
gtggt tgtgt gttgt gtgtg ggtpk gttgt tgttp tpttg tpttt ttgtg gtttt pptpt gtgpg ptttg gtttt tpttt 
ttgpg gtggk tpttt ttttk wgggg pptit ptttt tpttt tpggg ttttt gtttt ttttt ttptt tttgt ttttt tttpt 
ttttt gtttg tgptt ggttt tggtk tttig ttttt gtttg ggttt gttgg ttttt ppgtt ttttt ttgtt tttgt tttgp 
ttttt gtttt gtttg ttgtg ggggt gtgtg tpttp tttgt ggttg tgtgt ptttt tttgt tpttt tggtg ptttt ttttt 
tggtt tgttt tgttt tgtgg ttpgg gtttg tgtpt tggtt gtttp tttpt ttgtt ttgtt tgtkg ttggt gttkt ttttt 
tttgt gtttt ttptg tttgg tttkt kkptt ttttt gtttg tgtpt tttkt ggttg tgtgt ttttp tggtt ttttt ttttt 
gttpt ggttp gpttt ttttg ipkgt pggtg ttttp tgttt tgttt gtggt tttgt tgttp ttktt tttpt ttttg gtttp 
tpktt piktt ttptt tttgg ttttt tittt gtttt gtwgt ttttp tgttt tkttt pgttp gtttt ttgtp tgtip ttptg 
tpttg ttptg ttggt ggggt tpttt ktttg gttgt gtptt ktgtt ttttt tgttt tggtt gttpg ttttt ptttg tggtg 
ggttt ttigp gkttt tggtg ttttg tgttt tttgt ttttt ttttt tgttt gttgp ttttt tttpg ppgtp ttgtt gtgtt 
ttptt gtttt tgttt tpttp ttttt ptttt tgttg tgttt gtttt tgttw tgttt gtttk ttttt ttgtg ptttg tgtgt 
tgttt ptgtt kktgt gtttt ttttt pptpg gkgtg pttpp tgtkt pgttt gtttg tiggt tttkg tgttg itptt ttgtg 
tttgt ttttg tgttt ttttk ttggt tttpt ttptt gtttg ttttt ttttt ttttt ttgtt gtttg ttttt tpttg tttpt 
tgttg kttgt ttggt gtttt gttgt gtttg tgttt gtttt tttpt tttgt tttgt ttgtt ttgpt ttgtt ttwgg ttptt 
ttgtt tgggt ttgtp tgggg tttgt ttgtt ptttt ttgtt tggpp gptgt tgggg tigtg gtgpt ttttg ttttg ttgtg 
tggtt ttttt ttttg ttptt gtttt gpttt ttggt ttttp ttgpg tttgt ttttg ttttt ptgtp tggtt tpgtg pttgg 
tttgp ttttt gptgt gtttg ttgtt ptttt ptttg ttttt ggtgp ttktt gttgt ttptg ttttg ttttt ttptg ttwgt 
ggtpg ttttt itttg tgttt ttgtg ttttt gtttg ggtgt gttgt tgttt ttptt tttkt ttptg tgttt ttttg ttgtt 
gttgt ktgtt ttttt gtttt gtttt tgttg tttpg tgttt tggtg tttpt pgtgt tigtg tgttg tpgtg tttpt tgggt 
tptpt ttttt tttkg ttttt tggtg ttttt ttttg ttttt ttgtt tttgt ttttg pwttt tpttt ttttg ttgtt ttggt 
