qryyy qyyyy yqoyq qyyyq yqrqq oyyyq oqqyq qqqqy yoyqy qoyyy yyyyq yyyyy yoyoq qoyyq qyyyq qooyq 
yqyqy oyqoy qyyyy qyqqy yyqyy yqyyy yrqqq qyyyq yyyqo qyyyy yyyyy yqqqy qyyyy yoyyy yqyyy yryqy 
qyqyy yooyy yyyqy qyqyo yqyyy yqoyy tqqyy yyyqy qqyyy qqqyy yqqyy qqyyq qqqyq yyyyq yyyqq yyqyq 
qqyyr qyyyq yyyoy yyyqy qqyyy yqyyy yyryy yyqqy yyyrr yqyyy yyyyq ylqyy yqoyy yyyyy yyryy yyyqy 
yyoyy yyqyy oqyoq oyyyy qyyyy yqryy qooyy yyyyy yroqy qyyyy yqoyq yyyyy qyyoq yyqyq yyqyy oyoyy 
yqqqq ryyyy yyqqq oyyyy qqyoy yyyqq yyyry yqyoy qryyq qyqyy rqqyy qyqyy yyqyy yyyqo qytqy yyyyy 
qqyyy yoqoq qyoyy qqqyo yqyyq oqyyy yrqyy oyyyy yyyyy yqyyo yoyqy yyyyy yyyqy yyyqo qyqqq qoyyq 
qqyyy oyyqy oqrqy qyyyy qoyyy qyyyy yqyyy yyroq qqyoq yyyyy yyqqq yyyyj yyyro yyrqy yqyyy yyqyy 
yyqqy yyyyy yyoyy yyyyq yqqyy yyyyy oyqyy yyyyq yryyy yyoqo yyyyy yyyqy yyyqq yyoyj yyqyy qyyqq 
yqyyo yyyyy yyyrq qqyqy yyyyy yyqyq oyoyy yqjyy yqyyy oyqyy yyqyy yyyyy qyyyq yqyyo yyyqo yyyyq 
ryyqy qyyyy yyyqq qyyyy yyyyq yqoqy yyyyy yyyyo oqqqy tyoyy oqoqy qqryy yyqyy yqqyy yyyyy yyyyq 
oyooy qyqqy yyyoq yyyqy yyyqy yyryy yyyqy yyyyq yyyyq qyyyy qyoyy qqyyq yyoyy yyyqq qyyyy yqyyy 
yyyyt oqqyy yyyyy yqyqy yyqyo qqqry yyyqq qyyyy yqyry yoqyy yqyoy yqyoq yoyyy yyyyy qryyq oyqyy 
yqyyy yoyyy yyryo oyyyy qqyyo yyyqq qyqyr yyyyq oyyyy yyqyq yqqyy yyyqj yyqyy yyqyy yyyyy qyyqy 
ryyoy yyyyy yqqyy yyyyq qyqyy ytoyq rqqqy yyyqy qyqyy yyyyy yoqqo yrqyq yyoyy yyyyy yyoyy yqyyy 
yyqqy qyyyy yyyyy ryqyy yyyyy qyyqy yqyyq qyoqy qyyqy yloyy qyyyq oyyyy yyqyy qyyyy qoyqy yyyqy 
yyqqq yyyqq yyqyy yyyyy yqyqy yoqyy yyyoq yqoyy yqyyo oyyyy yyqyo yqyyq qryqy qrqyq rqyyy yoyyq 
jqyyq ryryy yqyqy qyyqy yqtyy yqyqy yyyqy yyyqy jyqyr yqyyo yyyyq yyyyq qyyyy qoyyy yyyyo qqyyo 
yyyqy yyqyj yqoyo yyoqo yyyyy oyqyy yqoyy yyoyy yyqqy yyyqy yyqqy yyyyy yyyqq yqyyy yyyyy ryyyq 
yyyyq qyyyy yqyqy yyyyy qyyyy yyoyy tyryo qqyoq yyyqy qyqqy yyyyr yyyyy yyyyy yqyyy yqyyy yyyyy 
yyyyq qyyqy qqyyy yyyyq jyqyy ooyyy yqyyy yyqqy yyyqq yyqyy yyyqy yoqyo rqyyy yyqoq yyqyy ooyyy 
yylqo rqorq yoqyy yyyyo oyyoy yyqyy yyyyy qyyqy yyqoy yyyqy yyyyy yyyyy yyyqy yyyyy yyyjy yrroo 
yqyyo yyyoq qyyyo oyyqq yqqqq yoyyy yyyyy yqyyq qyyjy yyyqy yyyyq yooqy yyqqr yyqyy yyoyq qyyyq 
oyyyy yryyy qyyyq yqoyy qoyqy qqyyr yryqo yyyyy yqqyy yyoyy yyyqj yyoyq yqyqy yyyyo qqyqy yyyyy 
yyyyy yqoyy yoyyq yyoyq yyyyy yyyqy yqyyy yqyyy yqjry yqyyq qyyqy yyqoy yqyyy yyyjq yoyyy yqyyy 
yyoyq yqqyy yyoyy yyoyy yyoyy qyqyq jryqy qyyyq yyyoy qyryq oyyyy yyqyy qyqyy yyory yyyyr yyyyy 
yyyyy yoqyy oyyqq yqyyy yoyyq yqyyq yyyqy qyyyy yyqyy yqqyq yyoyy yqyyy qyyyy yyyyy qqyqy yqyyy 
yqyyy qyjjy ryyyy yyyyq yqyyy qyyyy yyyyy yyoyy yyqyy qqyyo ryqyy yyoyy yyqyy yqyoy oqqyq yoryy 
yyyqy oyyqy qyyyy yyjyy yyyyy yyyyq yooyy yyyyy rqyyy yyyyy yyyqy yyyyy yyyyq qyqoy yqyyo yyyyy 
yyyrq yyqyy yyyyy yyyyy yyqqy yqyyy yyyyy qyqqq yyqyy qyyqy yyooq yyyyq yyjqy qyqrt yyyyy qyoyj 
jryqq yryoy yyyqy yoyyy yoyyy oqooo yqqyy yyyoq yyoyy yyqqy qyqyr yyqyy qjyyq yyqoy yyyoy qyyyy 
yyqqq yyyyy yqoqo yyyyy yqyyy yyqyy oqqyy oyyyy qyyow yyyyy yyyoo qyyyy yyyyy qoyyy yqyqy yyyqq 
yqqoy yrryy yyyyo yqyyy oqyqq oqyyy yyyqy oyyqy yyyqy oqyyy yyqyy yyoyy qqoqy yojqy yyyyy oyqqq 
yoyyy qyryy yyyoy yyyyy qyyyy yyyyy yoqqy yyoyy oqyyq yqoyy qytyy yyyyr ryqqy qqyyq yyoqy yyyyy 
yyyoq yyyyy yyyyy oyyyo yyyyy yqyyq qyyqy yyyoy oyyyq yqqoy yyjjy qrryy yyyyo yyqyo qyyqq ryyoy 
qqqyq qyyyy yjyqq yoyrq yqqqo yyyyy yyyyq yyoyy yyoyq yqyyy yqyyq yoyyy qyqyo oqyyy yyyyq yyyyq 
qyqqq yyyqy yyyqy yyyyy yyjyo qoyqo yyyqo yyyqo yyyyq yoqqo qyqyy yyyyy yyyjy qyqqy yyyoy yqqoy 
yyyyy yyqyy yyyyy yyyyr yyyyy qyyyq yqyyy yyyqy yyyyy yoyyy yyyyy oyqyq yyyqy yyqoy yqqyy qyyqq 
yqoyy qyyyy qqyyq yyqyy oyyyq yyrqy yyyyy qqyqq yqqyq yyyqy qqyyy yyyqy yqqqy yryyy yyyyq qyqyy 
yyyyq qyqyr yyyyy yyqyy yqyyy yqqyy yyqoy qyyqq oqyyy qyyqy yyyoy qyqoy oyjyq yjyyo oyyyy yoyoy 
yyoyy yyyyy qoyyq qoyoq ooyqq qryyy yyyyq yyoyo oqyyy qqrqy oqyqq qqqyq yqyqy yyqyy yyyyy yryyy 
yyory yoyyy qyyyy yqoqy qqyyo yyyqo yyyyy qoyqq yyqyy qoyqq yyyyq qywyq yyyyr yyqyy yyyoy qqqyq 
yyyry yyqyq yqoyy yyyyy ryyqy yyyyy yqyyy qyyyr yyoyq yyyyy yryyy yyqqy qryoq yyqyy qyyyy yojyy 
ryyyq oyyyy qyyoq yyqyy yyyyy yyqyq qqtyq qoyoy yyyyy qyyyy yyyoy yyyyy yoqqy qyqyq yyyyy yyqyy 
qqqry qqyyy yyyyy qyyyy yoyqy qoyyy yryoq yyyyq qryoy yyqoq yyyyy yyoyj otqyj yqoqy yyyyq yyqqy 
oyyyy yoyyy yyqyq yqyyy qyyqy yoqqy yqqyy qoyrq yyoyy yyyyy yyooy qyyyq yyyyo yyyyq qyyyq yryyy 
yyyyy yyyoy yyyyy qyyyy yyyqq yyooy qyryo yoyyy yoyyy yyyyr yyyyy yqyqy yqqyy qyqqy yyjqq yyqyy 
yoyyy yyyyq oyyyq yyyyy rqyyy ryyyr yyyjy yqyyy yyoqy yooyy qqyoq qyyyq yyoyy oyqqy orqoy qyyqy 
yqqyy yyyyy qyqqo yyqqq yqoyy yyyyq oqqyy rqoqq qyqyr qyqyy yyyyj yyyyy yqqoy ooyqq yyoyq yqyyy 
qqyyo qyoyy yyyyy yyyyq yyyyy qyyyy yyyqq oyyyq yyyqy yyyyy yyyyq yyyyo yoyyo yyyyy yyjqy yyyoy 
yqqyq yqyqq yyqyq qyyyy yyyyy yyqqy yyyqy ooyty yyqqo yyyyy yyyqy yyyoq yyqyr qyyyy yyyyy yyyyo 
yoyqy yyqqq oyyyy yqqyy yyyyy oqqqy qyyqy qoyyy yyqyy qyyqo yyqyy yyyyq ooyyy yqyyq yyyyy yyyyq 
yyyyq qqqyq qqyyy yyoyy yyyqy yrqyy yyyyq qyyyq qyoqy qyyyq yyyqy qqjyy ryyyy oyyrq rqyqy yqyyy 
qyqqy rqyqy yyyyq qyqqr yoyqy oyyyy ryqqj yyyyy yyyyy oyyqq yyyrq yqyqy qqyry yqyyq yqyqy yyqyy 
yyyyq yyqyy qyoqj qjyyy oqyyy qqyyy yyyyo yqyoo yyqyr yyqyy yyyqq oqqyy yyyoo ooyyy yyyyq yyyyy 
yqyyy oyyqq qqoyo yyyqy yqyyq ryyqy yojyy qyyqq yyqqy yyyoo oyyyy qoqyy yyjyo yyoqy yyyyy yyyyy 
yqyyo yyqyq oyyyy qyqyy yjyyq yyyyy yyoyy yyyyo yyyyy oqqyy qyyry yyoqy yyyoy yqyqy qqyyq yyyyo 
yyyyq oyyyy oooyo qyyyy qqyjy yqyyy yqyyy qyyyy qyyyo yqyqo qyyyy yyyyy yoyyo oyyyo yyyyy yyqqy 
qyyyq yyyyq yyryy yyqqy yoyyr yyyqy yyqoy qyyyy yjyyq oyyoo yqyyy yyyyy yqqyq yyyyy yytqy yyyyy 
yyyyy yyyqy yyyyy qyyoo yyyyy qqqqy yyqqy yyyyy qqyyy yyyyy yqyyy yqyqy tyqyy yyyqq yyoyy ryyyy 
yyyqy oqqoq qyqoy oyyqy qyyyy yyyyy yyyyo yqqqy qyyyy yqyyy yyyqy yyyqy yyyoy yyqyy yryqo qqyyy 
yqyry yyyyy yyyyy yyyyy qyoyq yyyyq yyyyy yyyqo oyyyo yyqyy qyqyy yyyyq royqy yyyyq yqyyy yoqqy 
yyyqy yyyqy qyqyy yqyyy qyqyo yyyyy yyyyy yqoyy yyooy yqyyy yyyyy yjyoq yyqyy yyyyo qyyqq oqqoy 
yyyqy yqyqo oyyyq yyyqy yyqyy oyqyy jyyqo yyyyj qyyyy yqyyy yoyqo yyoyy yqqyy qyoyy yyqqy yoyyq 
yqoyy yoyqy qyyqy yjqyy yyyyy yryqq qyyyo yyyyq yyoyq yqyyy qyyyy yyyqy yyyqy qyyyy qyqqq qyqyy 
tyyoy qyyyy yqyyy qqqyy yyooy qqryy yyyyy yyyyq yoqyy yyqyq qyyyy yjyyy yqqyy yqyqy yyyoq ryyyo 
yyoyq yqqry yyyyy yqyyq yyyyq yqyyo yryqy yqqoy yyyqq qyyqy qoyyy qtooy yqoqq yyyyo yyyyy yyqyq 
qyqtq yyyqy oqyyy yyyyy yryyq yyyyy qqyyq yyyyy yqyyr joyyq yqyyy yyyqy yqyry oyqyq yyqyy yyoyo 
yyyyy qoyyo yyyyy yqyyq qyyqy yyyyy qyyqq yryyy yoqyy oqqyy qyqyy yqyqq yyqqq yyyyy yyyqy qqyyy 
yyyyy yqqyy yoyyq yyqyy yyyyy yyyyq yyyyy yyyyy yyyyy qqyyo yyyyy jyyyy yqyyy oyqqo yotyy yyqyy 
qyyyo qyyyy yoyqy yyooq yyyqr oqqyo yyyyo yqyyq yyyqy oyqoy yqyyy yyyyy yyoqr yyqqj yyqyy yyqqq 
yyqyy oqoyy qyqqo oqyyy qyoqo oyyyq yyqyo yyyoq yyyyq qyyyy yyyyy yyyyy yoyyq yyyyy yyyyo qyqyy 
yyqyq qjyyy yyqqy yyoyy yyyqy qyyoy yqqyq yyyqq yyqyy yqyyq yqyyq yqyyy qyyqy yoyqy yyowy yyyqq 
yyyjy qyyyy yqyqo qqqyy yyyrq yyooy yyyyq yyryo yqqyy qyyyq qyyyq qyqyy yyqoo yqqqy yqyyj yoqyo 
qyyyy yqrqy qyyyy yyyyy yyoyy yyyyy yryoq yyqyq yqyqo yyyyy yyyyy yqyyy yoyyq yyyqy oyyyy yyqqj 
qyyqy yyqyy yyyqy qqyyo qyyyy qyryy yyyyy yyyyy rqqyy yyyyy yyqyy oyyry qyyyy oyyyy yjyqq yyqyy 
yyjqq yyqoy oyyyq yyoqy yyyrq yryyy yoyyy tqyyy yyqyy qyqyy qqyyq yyoyy yyyyq yyyqy qqrqy yyyqy 
oyyyy yyyyy qyyqy yqyoy yyyyq qoyqq yqqyy yyyoq yyyyy yoqyy oqyyq yqqqy yoyyy yyyyy qqoyq qqqyy 
qyoqy yqyyy yyyyq yoyyq qyyyy yyyyy yyqqy yyyyq oyqyq oyoyq yyyyy qyoyy yyqyy yyyyy qyyyy yyqyy 
yyqqy yyyyo yyyyq yooyy yqyqq yyyyq yyyyj yqyrq qyyyy yyyyy yyoyy yqyqy yyqqy yyyqy qyyyy yyqqr 
oyqoq qqyyy qqqyq ooqqq yoyyy qyyyy qqyyy jyyyy yqoyq yyyyy qyyyy oyyyy yqyjy yqyyy qoyyo yqyyy 
oqqyy yyqyo yryyy yqooy yyqyy ooqyy qyyyq qyoqy qyoyo yoqyy yyqyj qyyyy yyyyq yyyyy yyyoy oyyyy 
yyyyy yyoyy yyyoy yyyyy yqyyy ooqqy yyqyy qqqqy yyyyo yyyqy yyqyq yroyq oyyyy yyyyy yyyyq qyqyy 
yoyyy yyqqo qoyyy qyqyy yyqoy qyyqy yqyyq yyyyq yqyyq yqyyy yqyyy yyqqy yqryy qyyoy yqyyy qqoyq 
yyyqy yryqy yqyyq qyyyq yyqyy qqyyy yyyqy yyqyy oyyyy yyjyq qyroy qyoyy yyqyy qyyyy qqyyy qqyqy 
yyyyy yyyyq yyyyq yyyyr yqyyy yqyyy qyyyy yqyyo yyrqy qyqyo yqyqy oyyyy yyqoo qyyyj qyoyy yqyyy 
yyyrq oqyqo yqqqy qqqyy yyyyq yyywy qqyqy yroqq yyyyy yyyyq yqyyy yyqyr yyyyq qqoyq yyyqy yyqyo 
rqyyy qyoyj qyyyy yyyqy yyryy yoqyy yyyyy yyyyy yyyyy qyrqy oyyoq qyyyy orqyy yqoyy yyqyq yryyq 
ryqyy yyroq jyqqo yyyyo qqqyy yyyyq yyyqy oqqqo yqyqy yyyyy ryyqy yyyyy qyyqq yyyyy yyrqo qyqyq 
yyyyy yyyqy yyqyy yqqyy yqyyy yjyyy qoqyy oqyyy qyyyy yyyoy qyoyy yyqyy yqqyq yyyyy yjoyq yyqyy 
qyyyy yyyyy oyyyy qyyyy qyyyy yyyyy yyyyr yyqyo yyyyo yyqyy yyqoy yqoyy rqyyy yyyyq yyyyy yyyqq 
yqoqy yyyyy oyyoy oyyyy yqyoj yoyqq qyqyy yyyyo rqyqy oyyqy qqyqy yyyjy yyqqr yyqqr yoqyq ryyqy 
yyjyq yyyoy qqyyq qyqqq oyoyy qqoyy yyyyy yyyyy yyyqq yyyoy yqyoo yqyqy qyyqq yyqyy yqqyr yyoqr 
yoqyy yyyyq yyyyq yyyyq yoyyq qyyyq yoyyr yoyry yyyyq yyqyy yyyyq oyqqq yooyy qyjyy yqyyo yqyyy 
qyyyq qyyqt yyyyo qyyyq yoyqy yqyyy oyyqy yyyyq yyyqy yyoqy jyyyy yyyyy qyyyy qyyyy qqyyo yyyyy 
qyyqy yoqyy yyqyy yyyqy qqyqy yyoyw yyyyy yqoqy yqyqq yyyqy qyoqy yqoqy yyyyy yyyyy yyyqy yyyyy 
yqoqo yoqtr qyoyy yyyyy qyyqy yyqyy qyyyj yyyoy qqyyy oyqqy yyoyq yyyyy yyyqy yyyoy yyyyy yyqoy 
qyyyq ryyyy yyqyq qyyyy yyyyy yqyyy yyyyy qyqqy yyyqy yooyy oyoyy yyqyy qyyyy qyoqy yyyyy yyyto 
yqqqy oyyoy yyqyq qyqyy qyyty yyyyy yyyqy yyjyy yyyqq qqyoy yyoqy yyqyq yqoyy qyyoy rqyyy yyyyy 
yyyyy yyyry qqyoy oyoyr jqyyy yyyyy oyyqy yyyqy yqyyq qqqoy yqqqy oyyoy qyyoy yyyyo qyqqy yyyqy 
qqoqy yyyqy yoyyy tyyyy yyoyo yyyoj yyoqq oyyyq qoyoq yyyqy yyyyy qyoyq yqqyy yyoyq yyqyy yyryr 
yoyyy yrqqy yqyyq yqyyo yoyyy ryyyq ryyyy oyyqy yyyqq yqyyy yyyyy oqqyy yyyyr yryyy yyyqy yyoyj 
yyqry qyyyq yqyyy yqqyy yyyyy yyyqy yyyyq qyyyq qyyyy qqryy oqyyq yqyyy qyyyy yyyoy oqyyo yoyqq 
qyqyo ooyoy yqyyy yyyyy yyqqo rqqyy yqyyy qyyqy qyyyy yyyyq yyyyy yyyqy yyyyy yyyyy yyqyy yqyqy 
qyyoo yyyqy yyoqy yqyyy qqyqq oyyqy yyqyy qqyyy qyyro yyyyy yqyyq yyyqy yyqyy yqyyy oyyqy yyqyy 
yqyqo qyyyy yyyqy qyoyy yyqyo qqyjy yqqor yooyy yqyyq yqyyt yyyoo qooyy qqyyy qqyyy qqyyy yyqyq 
oyyyy qyyyy yyyyo yyqyy yyjyy yoqqy yyyqy yyqyj qyqyy yyoyy yqyyy yqyyy qqyqy qyyyy yyoqy qyyyo 
oyyyq yqyyy yyyqy qyqoy yqyoy yoyyy yyoqy qyyoy ooooy yoyyy yqyyy qyoyq qyoyy yoyyq yyyyy yyqyy 
yyyyo yqyyy yqoyq yqyqq yyyyy yyqqy qyyyy yyyyy yyqqy oyyyy yyyyy yyyyy jyyyq yyyyy qqyyy yqyyy 
yyyyq yqyyo yyoyy qqyyy yrryo yyryq qyyyy qyqqy yyyyy yyyyy yyqoy yyyyy yyyyo yyyyy yyqqy yyqyy 
yyyyy yqyyy yqqqo yyqqy yyqyy oyyyy yoyyy qryoq yqyyq qyyyy qyyyy yoyoq yyyyy yyqyq yyyqq qqyoy 
yyyyq yyyoq yyyyy yyyyq qyyyy yyyyq qqyyy qyyyy qyqyq yyyoy yyyqy yoyyq qqqyy oyyyy yqqqy wqyyy 
yqqyo yyqyy yyqyy yyyyy yqoqy qqyyy yqryy yyyyy ooqyy yqoqy yyyyy yqyry yyqqy yyyyy yqyyy yyyyq 
yqqqj yyoyy yqqyy qqyqq yyyqy qyqyq yjqyy yryqq qyoqy yyyyj yyyqq qyyyy yyyyy yyooy qyyoq yyyry 
yyqyy ryqyy yyyqr yqyyy yryyy yqyyy yyyyy yqqyy qytyq yqyyy yqqqy yyoyy qoyyy yqqyq oyyqy qyqyq 
yyqqy yyqyy qyyqy yyqqy yqoyy yqyyy yyyqy yyyyy yyoqy yyoqy jyqoy oqyyo yyyyy yyqyy yyyqy qyqyr 
yyqyy yyyyy yyqyq qoyjy yyyyy qyryy yqqoy yqyoy kyqyy yyqyy yyyyq qqoqq yyyyy qyjoy qyqyq qoyyy 
yqyoq yrqoy yqyyy yyryy yyyyq yyqyy ooyyy yyoyy oyoyq oyoro qyqyy yqyqy qoyyy qyyyy qyjqy yyyyy 
yyyqy yyyyy yojyq rqqyq qoqqy yqyyy oryqy yyqyy qtyyq yoyyy ytqyr oyyyq qqqyq yyyqy qyyqy yqqoy 
yqyyy yyyqy qyqyq yyyyt yyqyy oyyyy yyyqy yyyyy qqoyo yyyqq oqqoy yyyyy yoqyy yyyyy qyyyy yoyqy 
qyoyy ylyyr jyyrq qyoyt yyrqy yqoqy qqyry yoyyy ryyyy yyyqy yyyyy yyyoq yyqyy yyqyy oyyyy yyyyy 
yyyyy yyyyo yyqqy yyyyy oyqyy yyyyq qyyyr yyyyj yoryy yyqyq qqqyq yyoqq qqyqy yyyyy qyyqj yyqqy 
yqyqy yoryy yyyyy oyyoy yyyyy yyoqo yyyqq yqooy qyqyy yqyyy qqyyy qyqyy yqyyy yyyyy jyyyq qyyqy 
yyqyy jyyyq qyyry yytqy yqyyy yqyoq yyyyo yyqoy yyyyq yqryq yyyyy yyyry yyqqy yyryq yqyyy yyyyy 
oqyoy qqyyy yqoyy qqqyo yyyyy qoyyy yyyyy yyyqy yyyqy oyrqy oyqqy yqyyq yqojy oyyqo yyoyy qyyyy 
yqqyy yyyyo qyyyq yyqoy yqyyq yyoyq qyyyy yyyyr yqoyy qryyq yyyoq qqqqo oyyyo oyyyy yyqyq yyyyy 
qoyqo yryyr yoyyy ryyyy yqyyy yoyyy yyyyq yqyyy qqqyy yyyyy yoyjy yyyoy ryjyq yyyyq yqyyt yqyqy 
yyyqq yyyyy yqyyy yyyyq yyyyq yqoyq qqqqq qyyro yyyyy yoyyq yyyyq yqoyy qyyqq yqqyr qoqyy yyyyq 
yyyyq oyqyq qyyyy yooyy qyyqo yooyy oyyqy yqqqy yoyyy yqyyq qyyyy qqyyo yyyoq oyooq yyyqy qyqyy 
qyrqy yqyyy yyyqy yyqyy oqqqy yoyyq yyqyy yyqyq yqyoy yyyyy yoyyy qoyyy yqqqy yyyyy qoyoq yyoqy 
yqyyo yqyqo yyyyy yqyyy qqyyy yqqyq yyqyq yoqqy yyyyo yqyry yqyyy yqqyy qyyyy yyyyo yyqqy yyyyo 
yyyyy yoyqq yyoyr yyqyy yyyyy oyyoy yooyy yqyqy yyoyy yyyoy yqqyy qqyyq qyyyl yroyy yyyyy yyyyy 
yyyyy yyrqy yyoyy yyjyy yqyqy qyyyy yoyyy yqyyy yqyyy qryqy yyyqo qoyqq oyyyy qqyqq yyyqy yyyqq 
yyqyo yoyyo yyyyo qyyyy qyyyq qyyyy yyqyo yyyyy yqoyy yqyyy qoyyy qywyq qyyyy yyqyy yyqjy yryyy 
yryyq yqyyy qyyyy yyyyy yqyyy yyqqy yqqyy yqqqo oyyjy qroqy yqyqy yoyyq yyqyy qyyyy yqqry yyyqy 
yryyy ooqoy yyqoy yyyyo jyyqy yyyyy qyyoy yyyyy oqyyy yyyyq qyrqq yqoyy yyqqy yyyyo ryyyy oyyyy 
yqyyy qyqqy yqyyy yyyyo yqyqy qyqyy yyoqq qyyqq yyqyq yyyjy qyyyy yyqyy yyqyy yyyyo yyqyy ryyyy 
yyyyy yyyqj yyoyy yyyyy yqyyy qyyyy qqyyy yoqyy yyqqo qyyyq qqyqy yyyyy yoyyy yyyoy yyyry yyyqy 
yyyry qqqyy yqroq yoyry yqyyy yoqyq yqoyy yrrqy qyyqq qyyyy oyyoy yyyyy yyyqq qyyyy qqyyq yyyyq 
yyqqo oyqoq yyyyy yyyyy yqtqo yyyqy yqyyy qyyqq yyqyy yqyyy ryyyq qoqqy yqyyy qyyyy yyqoy yyyyq 
qyooq qqyqq ryyqq yryyy oyyyy yyyqy qqyyy yyyqy yyqyy yyqyy yyyyy yyoyy qyyky qyooy qyyyy yyqqy 
yqqyy yqqyy rqyyy yoyqy ryqyq yqyoy yyyyy qqyyj jyqyy jyyqj qyoyy yyyoy yoyyy yryyy yqqqy yyyyy 
yyyyy yyyyy yyyyy yyqyy yyyyq yqqyy qqyyy yyyyq qqqqq yryqy qyyqy yyyyq yyyyo ryoyy qyyyy yqyqy 
yyyyy yoyyy yyyrq yyjyy oyryy yyyyy tyqyy yqqqq qqqyy yyyqq ryyyy yyyyy yyyyy yqyyq yqyoy qyyyo 
yqyqq yoyjy oyyqy yyqoy yyyyq yqqyy yyoyy qyqqy yyjyy qqwyy qyyyy yqyyy ryyyo qyyqy yyqyy yqyyy 
yyyqy yqyry qyoyr yyyyy yyyyy qyyyy qqryy yyooy qyyyy yyyqr yqyoy yyqyq yyryy yyyyq qqoqy yoyyq 
yqqqq yoyyq yyyyy yyqyy yyyyq ryqqq yqyyq yytqy yrqyy yqqyy qyyyy yyyqo yqqyy yyqyy yqqqy yyyyy 
ytqry oqyyr yoryq yqqyq qyyqy yryyq jqqyr qqryy qyyqy yyrqq yyyyy yyyoo yyqyy jyyyy yyooy yqqyy 
yyyyo yoyyy yqqyy joyyy yqyyy oqyqj rqyyy oyyyq ryyqy lyyqy qylyy yyyqy yyqyr oyqyy qyyjy yoyqy 
yyyyy qyqyo yyyry yyqyy yqyqy rqyqy yqyqy yyyyq yyyry qyyyy yqqyq yqjyq yyqyo qyqyy yyyqy qqrqq 
