rzrkr zrzrr rrrrr rgzkz rrrkk rzrrr rrrrr zrkrr rrrrk rrrzr rzrkr rrrzr zrkrr rzrrk rrzrk zrrkn 
krzrg rzrrr zrrrz rrzrr zrrzz zrrzr rrrrz rrrrr rzrkr cgkrr zrrrk rrrzr zrzkr rrzrr rrrrr zrzrr 
zrkrr rrrrr rkrrr rrrrz rrzkr rrrrz zrrzz rrrzr rrrzr rrzrk rrzrr rrrrr rrkzr rzzkr rrrrz zrrzr 
zzkrr rrrrr zrzrg zrrrr rrrrr grrkz rzrrr rrrrr rrrrz rzzrr rgrrz zzrrr rrrrr rzrrz rrzkr kgrrr 
rrkrr rrzrr rgrrk rzzrr zzrzz rrzrr rzrrr rzrrr rrrzr zzzrr rrzrr zzrgz rrkrr rrrkz rzrrr rrrrz 
zrzrr rrrrz zzrkr rzrrr zzkrr rknrr zzzzz zkrrr rrzrz rrrrr rrrkr rzrrr zrzrr gggrr rrrrr nzzkk 
rrrrr rzrzr rzrrr rrzrz rrgrr rkrrr rrrzk zrkrz rrkrr rzrrr rrrzr ggrzz zrrrz rrrzr rrgrr rrrrr 
rrzzr rrrkr rkzrr zrrzz rrrrr zgrrr zrrzr rrzrz rrrrr rrrrr zrkrk rkrzr krrzr krrkz zrrrr zkrrr 
rrzrr rzzrr rrrzr rrrrz rrrzr rzzgz zkkrz rzzrr rrrrz krrrn rrrrr zgrzk rrrrr rrrzr zzrgr zrzzr 
rrzrr rrrrr rzrrr rrrkr zzrrz rrrrr grzzr zzrzz krrrr zrrrr rrzzz rrrzz krnrr rrzrr zrrzr rrrzz 
rrrrr rrrzr rznrr rzrgr rrzrr rzrrr rrrrz rrrrg rrrrr rrrrr rzrzr rrrrr rrwrz rrrrr rkrzz rrzrz 
rrkrr rrrrr rzrrr rzrrk zrzrr rrrzr krrkr rzrrr rzrrk rrrrz rrkrr zrgrr rzzzr zrrrr kzrzr kzkzr 
krrrr rrrgr grrrr rrczr zrrkr zrrrr rrrzr rrrrz zrrrr rrzrr rrrrr kgrrr rrrrr rrrrr rrrkr zrzzr 
rrzrr rrrrz rrrrr zrrkk zrrrr rkrzz rrzgk zrgrz rrrkr rzrzr rrzrr rrrrr rrrkz rrrrr rrrzr zrzrz 
rrrrk kzzrr rrrrr krzrr rrrrr rrgrz zrrrz rrrrr zzrzr rkkrr zzrrk rgrrr rzrrr rrrzk kkrrz krzzr 
rrrkr wzrrr rrrrr rrrzg zrrrz rzgrr gzrrr kzrkr rrrrz rrrzr rzrrr rrzrr rrrzr rrzrk rzrzr rrzzz 
rzzrr rrzrr rzrrr grrrr zrrrz rkrrr zrrrr zrrzr rrrrz zkrrr rrrrr rrrrr rrrzr rzrrr rrrzk rrrzr 
rzzrr zrrkz rrzrz zrzzg zrrkk rrgzg rzkrr rrzzr zrkrz rrgkk rgrzr rrrzr rrrrr zggzz rrrzz zrzrr 
krrrr rrrgr rrrrz zzkrr zzrrz rrrrr rrrkr rkrzz zkzrk rrrzr zrrrr rkzrr rzzrz zgrwr rrrzr zzrrz 
zkkzr rrzrr krrrr rznrz nzgrr rrrrk rzzzr rzkrk rrrrr rrrzz rrrzr rzrrz zkrzr ggrrr zrrrr rrrzr 
rrrrr rrrrr rzzrr rrrzr zrrkr rrzrr zrzzr rrrrr rrrrr rrrrr rrrrz zrrrr rrkrz rrrrz zrrrr rkrrr 
rrwrr kzzzr grrrr zrrrr zkrrz krrrr rkwzr zrzgr krrrz rrrrk zrzzr rrrrk rrgkr rzrrr rrzrz rrkrr 
rrzzz rrkrr rrnkn nrnrz gzkzr zrrrr wrrrk krkrk rkrrz rzrzr rznrr rrrrr zzrrz zzkrr rrzrr zrrrr 
rrrrr zzrrr rrrkr rrkrz rrrnr rrzrg zrrrr krzrr rzrzr nrkrk rrrkr rrzrr rzzzr rzrrz rrrrr rrgrk 
grzzr zrrrr zzzkr rrzzr zzrrr rzrrz zrrzr rrrkr rrkrr rzrrr rrrrz zrrrk rgzrg rrrzr zrzrr rnrrr 
rzrrr zrkrr rrzrr rrrrz rzrrr zzrrr rzzrr rrgkr rrrrr zzzzr zrrkr rrrrz rzrrk kkrzr zgrrr rrrrr 
rrzrz rzrrr rrrrk rrrgk rrzrr rkrzz rrrrz zrkzz krrrz zrzzr rzzrz rrrrr rrzrr grrrr zrrzz rrrzz 
rgrrr rrgkr rzrkz rrrrr rzrrr rrrrk rrrkr rrzrr rzrrr rkrzr zrrzz rzzrg krrrr zzrzr rzrzr rzrrz 
rzrkg rzrrr rrrrr zzrrr rzrrr rrzzr rzrrr rrrzr kkzzz rrrrz rrgrr rzrrr rrrrr zrrrr zzrzr grzrr 
znkrr rrrrz rrzrr grrrr rzzrr rrrzr zrkrr rgrrr rrrrr rrrzr zrzzr rzzrr rrzzr rrzkz rkrrr rrrrr 
rzrrr zrrrr rzrrr crrkz gkrzr rrrrz rrkrz rrzrz rgrrk rzkrr rnrrr rrrrr krrgr rrrrr rrrgr rkrzr 
rrzrr rrrrz rgrrr rzrzr zzrrz rzzrz rkrrr rrrrr krrrz rrrkn rkrrz zrzrk rrzzr zrzzr kgrrz rzzrr 
rrzrr rkrrk nzrrr rrrzr zrrrz krzkr rrrrg rrzrz rrrzr rrnrr krzrz rrrzr zzzrr rrzrz rrkrk zrgzr 
rzrwr rrrgr rzrkr zrrrr rrkrr rrrzr rrrrr rrzrz rzrrr rrrzr zzrrr rrrrr rrrkr rkrrr krrrr zrrrz 
rrrrr krrrz grrrz wrkkr rzrzg rrrrz zrzrr kzrrz zrkrz rrrzw rrrzr rrrrz nrrrr rrrrr zkrkk rzrrr 
zrrrr rzzzr kzwrn zrrrr zrgrr rrrrr zrrrr rrkzr rzrrr rrzrr rrgzr zzrrx rzrrr krrzr zkzrz zzrzr 
rrzrb rrrzr zzrrr zrrrz rrrrr rrrzr rzzzr rrrzk zrrzk rzzrz zrrrr zrrrr grzrz rzzrr rrrrr rrzgr 
rrgrr rrrrr rrrrr grzzr rnrrr zrrrr zzrrr gzrrz zzrrr rrzrr kkrrr rkrrr rzrrr rrrrr zrrrr rrrrr 
rzrrr rrzzk zrrrr rrrrr rrzzr rrrrz rrrrr rrrrr rrrnz rrrnk rkrkz rrzrr rrrrz grzrr rrrrg rzzrk 
rrzrr rrrrz zgrrr zrrrr rrrrr rrrkr zrrzr rrkrz rrrrr krrrr rrrrr rrrrr rrkzr rzzzr rrknr rzkrr 
zzzrz zrrrr rzkkr rrrrr rrrrr krrrr zrrrr rkrzr rrrzr rrzrz rzrzz rrrkr rkrrr zrkrz rrrrk zrrrr 
zrkrr rrzrr rzrrr rrrrz rrrgk kzrrr rrzrn rgrkr zrzkr krgrr rzgrr rzrrz rrrzr rzrrk grrzr rrzgz 
nnznk rzrrk rrrrg rrzrr rrrzr zzrzr zrrrr rrrrz rrrrr kzzrr rrzzk nzzrg krzrr zrzrr krrzr rrrrz 
rzzrk rrzrz rrzrz zrrrr rrzrr zrrkr rrgrr rzrrr rrrrr zrzkr zgkrg rrrzz zrzrr rrrrk zrzzr rrrrr 
rrrrr wkrrr krzzr rrrrr rrrrr rrrrz rzzzr rrzrr rrkrr rzrrk rzrrg zrrgr kzzrr rrzzg zrrrk rzrrr 
rrrkk rrrrk rrgrz grrrz zzrrr rrrzz rzrnr rrrgk rzzrr krrrr rrzrr rzzgr rzrrz rzkzz rzrkr zrzrz 
grrrk rrrrw rzkrr rrzrr zrrkz rrrgr rzrzr rrkrr kzrrr rrrrr rrrzr rzzzr krzrr zrrzr rrrrr rrgzz 
rkrrr zrrzr zrrrr rrrrr rrrrr rrrrz krrrf rrrrr rrrrr zrrkr zrrrk rrrnz rzrrr rkrrz rrzrr kkrrr 
rrrzr rrrzr rgrrz rzrrk zrkzr rrrcr rzrzr zzrrr krrrz zzrkz rrrrz kzrzr zrrzz rzzzz rrrrr rrrgr 
rkrrr krrrr rrkrr rrrrr rrrzr rrzrz rzrzr rzrrr rrrrz rrrzr rzrrz zrzrr krkrr zkkzz rrrkr rzrrr 
zrrrr nrzrk rzrzk zrrzr zzzzr zrzrr rrrzr rrrrg rrkzr rrrrr rkkzr zzrrr zzzrr rrzzr rzrrr zzzrr 
rrrrr zkzrr rzzrr rkkrr rzrrz rrrzk krrzr rrrzr zrkrr zzzzz rrzrk krrzr zrrrr rrzkr rrrrr rkrrr 
zrrrr zrrkr zzkrr zrzrz rrzrr rrrzr rkrrz rrrzr rrrgr rrrrr rzrrr rrrzr rrkzr zrrzr zrzrr rzrrr 
nrrrr rrrrr rrrkz rrzrr rrrzz zzrrr zrkzk rrrzz zzrnk rrzrr zrgkr rrgrr rrrzz rrrrr rrgrr rrzrr 
rrrrr zkrrk kzrrz zrrrz rnzkr zrrrk zrrzr grkrr rrrrz zkrrr rkrzr zzrrr rrrxr rrnrz rzrkr rrrrr 
rrrkn rgrgk rrrrr grrrr zrrrr rrkzz zkzrr rzrzr rrzrw rrrrz rkrrr zzkrr rrrzz kzkrz zzrrz rzrrz 
zrzrz rzrgr rrrrz zrrzr zrrrn zkrrr rrgrr rrzrr rzgrk zrzrr zrrzz zrzrr zrrzr zrkrr rkkrr zzznz 
zrkrk rrrzr zzzrr rrzzr rrrrr rrkzg rrkzr rrkrg zrrrr zzrzz rrrkz rrzrz zrrrk rrrgk rrrzz rzrrk 
rrrrz rrrrz zrrrz rrrrr rrzkr grzrr rzrrr rrrzr rrrzr rrrzr rzkkz zrrzr rrzrr rrrrz rrrrr rrzrk 
krrrg rzrgr rzrrz rrrzr zrrrg rwzrk rrrrr zzzrz rrrrk rzrkz rrzrr rzzrr zrrkr rrrkz gzrrr zzzrr 
rrzrz rrrzr rrzzr krrrr rrrkr rrrrr rrrzr zrrzr rrrrr rrrrk zrrkr zrkrz zzrrk krrkz nzzzr rrzrr 
rzrkk rrrzr rrzrr rzrrr zzzzz rrknz zggzr zrrrz rgrrz gkzrr rrrrr zrrrz rrrrz krkrr rrrrr rrrrk 
rzzgk rrrrz rzrrz rrrrk zrrzz rkrrr kzrzr rnrrr rzrrr zkrrr zrrzz rzrrr rrzrr rrzrk rnrzz zrrzr 
zrrrr zrzzg zrrrk rgrgk zrrzz rrrrr rrzrr rzrrr rrzrz rrzrr rkrrr zzrrr rrrrr zzzzr zrrrn rrrrz 
rrgzr rzrzk rzzrr rrzrz krrrr rrrrk rzrkr rrrrr rrnzr rrrrr rrzrr rrrrr rrzrz rrzzr znrkz rrrrr 
rrkrr rrrzr rrrzk rrrrr rrkrr rrrrz rrrrr kzrrr rrzrk rrrrr rkkrr rzzrk rzkzr rzrrk rkrzr krrrk 
rrrzr rrrrz rrrrr rzrrr zrrrr rrzrz rrrkz rkrrr rzrrr zrrrr rrrzr zrrrg krrzr rkrrr zrzzr rrgrr 
rzzgz rzrrz rrrzz rrrrk rrrrz zzrzz rzrrz rrrrr rrzgz rrrrr rkrrr rrrrr rrrrr zrrrz rrrzz rzrrr 
zwzrr rzrrr nzrrr zrrrz rrrrr rrrrr rzrrk rrrnr rrrrr rzrzr rzzrr zrrrr rnrrz rrrrr zrgrr rkrzr 
rzzrz zrrkz rrrrz rzzrk rrrrr rrzrr zzrrr rrrrz zrzzz rrrrr rrzrr zrrrz rzrrz zzrrr rrzrk rzgrr 
rzrrr rrrrr rrzgr rrgrr rrrrz rzrrr zrrzr rzzkg rrrrk rzrrz rkrgr rrrrr rrrrr zrrrz rrrrr rzkzr 
rrrrk rrzrr gzrrr rrrzr rrrrr rrzrk rrgrz krrrz krrzr rrrgr rrrrr rkrrr zrkkr rgkzr rrrrk gkrzz 
rrrzr rzrrr rrrzr rrrnr rrzrr rrrrr rrrrr rrrrr rzkzr zrrrn rzzrr rzkrr krzrr rrzzr zzrrk krrrz 
krrrr rrzrz rrrrg rgrrr krrnn rrrrz rrrzg rzrrr kzkkc rrrzn rrkrg rrgrz rrrrr rrgrz zzrkr zrzrr 
rrrrr zzrkr rkrrr rkrrk rrrkz rrggr rrzkr zzrzz rrrrr rzrrr rxrrr zzzrr rrrrg rzrzr rrrrr rrzrr 
rrrrz krrrr rrrrz zzrrr rrkrr zrrrz rrrrr grrzr krkzr rkrrr krrrz rrrkr rrrrz krrrz grrrr rrrrr 
rrrrr krrrz rgrkr zrrzz rrrrr rrrzz zzrrz zrrrr rrgzg rrrzr rknrr rrrrz rgrzr rzzzr rrrzz rzrrz 
zzrrz rrrrr rkrzz kzrzr rrrzr rzrrr rrrrr rrrrr zrrkz rgrzg rrrzr rkrrr zrrrr zzrrr gkrrr rzrzr 
rrrrz rrrzz rrzzr rrzrr rrrzz zrrrz rrrrr rrrrr zzrrn rrzrr rrrrz rrrrr krkrz kzzzr rrrkr rrrrz 
zrrgr rrkrz zrrrr zrrkz rrrzn zrzrr krrrz rkrkr rrzrr rzrrz grrzr rrzrr rrrrz rzrkz rkrrr rkrrr 
rrrrr zrrrr zrrrz rrrrr zrzzk rrrrz rrzrr zzrrr rrrrz rrrrr rzrrr rzrrr rzkrr rrrrr krrrr zzrzk 
rkzrz zzrrr rrrrr rrzrr rzrrr zgzzn grrrr rrrrz zzrrk rrrrr rkrkk rzgrr rrzrz rzrrr grrgz nrrkr 
rzrrr rzzrg rrzrz rzrzz rrrkr rkrrr grzzk rrrrr zrkkz rrrrr grzrr krrrz zzzrz rkzrr rrzrr rrrzk 
zrrrr rrrrz rrrzz rrgzz rrzrr zkzkr rzrrr rrrrz rrrrr rrrrr rrrrr rrrrr rzrrz zrzgr zrrrz rrrkr 
zzrzr rrrrz rzrrr krzrr rzrzr zzrrr rkrrz rrzrr rrrkr rrrrz rrrrk rgzkr krrrk rrrrr rrrkr nzrrr 
rrrrr rnrrr rzzzr rrzrk rrrrr rrzrz rrrkr zrrkz rrrrr rrrrz rrrrz rrrrr rzrrr rzrrz rrrrr kkrrz 
zrrrz rrrrz zrkkr zrzzr krrzz rzrrr rrrrk rrrrr zzzrr rrzkz kkrrr rrrzz rrrrz rrkrr rzzrr rrrrr 
rrrrr rzzrr rrrzr rrzrz rrzkz rrrrr zzzrz rrrkr rrrrz rrzrz kzrrr rrzrr rzrrr zrrrr grrzr rrrrr 
rrkzk zrkzz rrgzk rrrrz rrrzr rzzzr rzgrr rrrrg zzrrk zcrzr rrzrz krzzr zrzzr rzrrr zrkzz rrrrr 
kzrzr rrrzz rrrrr nrrzr rrrrk krzrr rrzrz rzrrr rzrrg rzrrr zrrzr zzkzr rrrrr rrrzr rnzzr zrrrz 
kzrzr rrgrr rrrgz rrrrr rzkzr rrrrz rzzrz kzgrr zrrrr zzrrr rnzrr rrzzg rgrrz zrkkr rrzrr rrrnz 
rkkrz rrrzr rzrrz rrrrr rrzzr zrrzr rzrrr rrrrr rzrrr rrrrz rkrgk rrzrr rzrkr grrzr rrrzr rkzrr 
zknrr zrkrz rrzzr zrkrr rrzzk rrkrk rrrrz rnrzr zrrrr gzkrk grrrr rzrrz rzkrr kgzrz rrrgr rgrrr 
rrrrg rrrrr rnzrr zrrrr rrrzr kkzrr rrzzr zrrrr zrrzr zrrrr rrrrr krrrk rrrnr rzrrz rrzzr zrrrr 
zrzrz rrrrr krrrr rrrrr rrzrr rzzrr rrrrk rzzrr rrkrz rrrrz rzrzk zrkrr rrrrz rrzrr rzrrn rrzrr 
rrzzz rrzrr rrzrz grrzz zrrrr rrrrz zrrrr rrrrr rkrrz rrzrr zrrrr rrrrr rzrrr rkrrr rrkrz krzrr 
rkzkr rzzrr kkrzr zzrrr zzrzr knzkr rwrrr rrrzr rrrrr rgrkr rkrrk rrrrr rrzzr rzzrr rrzrr rrrrz 
rrrzr rrrzz rzrrz rrkkz rrrzr krzrr rzrrz zzkkr rrrzz rzzrz zrkrz rrrrz rkrrz rzrrz rrzzr rrkrz 
krzrn rrrrz rrrkr rrzkk rrrkr zzrrr zkrrr rzrkr rrzrr rrrzz krzrr rrrrn rrrrk zrzrr zrrrr rrzrr 
rzrkk zrnrr nrzrr rrzrr zzrzz zzrrr zrrrr rzrrz krrrr zrrrz zkrrk rzzrz rrzrr rrzrr rzrgk rrrrk 
rkzrr zrrrr rzrzr rrrrz krkrz rrrzr rrrrn rrrkr kzrrr rrrrr zzrzr zzzrr rrgzz rrrrr rrzzr nrrrr 
nkrzz zrkzr znrrz rzzzz rzrrr rrnrr rrrkr rrrrr rzgrr rzkrr zrrrr rrzgz rrrkr rgrrr rrgzr rrrzr 
rkrzk zrkrr rrrkr kkrzk gzrrz krrrr zrzzr rrzrr rrzrr rzzzr rrzrr zkrrz rrrrz zrzgk rrrzz rgzrr 
rrzzr rrrrr rrrzr rrrkr krrrz rkkkk rrrrr rrrrr rkrrz rrkzr rrzrr rrrzr kzrrr zrzrr rzzrr zrzrk 
krrkz rrrrr rzrrz zrrkr krrrr rzrrz rzrrr rrrzr rrzrr rrrzr rkrrr rzzzg rrzrr rrrrr rzrrr kkkrr 
zrrrz zkrrk zrkrr zrrrr rrrgz rzzrr rrrrr rzkzk rrrrz rzrrr rzrrr rzrzr rrzrr grzgr gwzzg rrrrr 
zrzrr rrzzr rrrrk rrrrr rrrzr rrkrr rrrrr rrrrr rrrrr rrrrr rzrrr rrrrr rgkrr rrrrr ggzrr rzrrr 
zrrrr zrrzr rzrrr nrrkr rrzzr rrrrr rrzrr rrrzr rzrrr rrrzr grrrz rrzrr rzrzz grzrr rrrzk rzrkr 
krrrr rrrkz zkzzz rrrrr zzzzz rgzrr rzrrr rzzzr zzrzk rkzrz rrzrr rgrrz grrrk zzrrr rwrzr rrzrr 
zzrrr zrzzk rgrrz rrrrr rrrzz rrzkg zgrzr rzrzr rrrzr krrrr rrrzr rrrrz rkrrr rggrr rzgzr rrzrr 
rkzrr gzrrz krkrk rzrrr rrkrr rrkrz zzrrz rzrrz rzgrk zkzrr rrrrr rrrkr zrrrz rkrrz rzrrz rrzrk 
rrrrr nrrrr rkkzr zkrrr rzrzr rrrgg zrrrz rkrrr rrrrr rrzkk znrkz rrrrr zzzrz rrzrr rrrzr zzrzr 
rgrrr rrgrr rzrzz rrrzr rrrrk rrzzr zrrrr rrrrz grrrg rrrrz rrrrr rkzrr krrrr zzrrr krrrr rzrzr 
rrkkr rrrrz rzrrr rzzrr zrrzk rrrrz zzrrr zrrzz rrzzr zrrrr krrrz rzkzr rrzrr kzrrr rzzzr rrrrr 
rzrzr rrrrr rrrrk rrrrr zzrrr krzzr zrrkz rrngr rrzzr zrrzr rrzrr krrrn zrrrz rzrgr rkrzr rzkrr 
rrrrr rzzrr zrrrr rrrrk zrrrz rrrzr zrrrr rrrrr rrzrr rzzrr zzzrz krrrr zrrzz zrrrr kzkkr rrrrr 
rrrrr rrrrz kkzkk zzrrr rrzzr zrkrz grrrr zrkkr rrzrr rrrrr rrrrr rrzzz rkzzr rrzkz zzrrr zrrrr 
rrkrz rrzrz rzrrr rrrrr rrrrr rrrzr zrrzz rrzrz rrrrr rzgrr rrrzr rkrzz rrzzr kkzrr rgrrr rgrrz 
rrzzr krzrr wzrrr rrrrr zrgrr zrrkr rzrzr nrzzr gkrrr rrrrw rrkrr krkrr rrrzr zkzrr zrrzk zrrrr 
rzrrk zrrrk zrrrr zzrrr rgzrr rrkkr rrrrz rrrzr rrrrr krrzz rkrzr zrkzz rrrgr zkrrz rrrkz rrrrz 
rrrrz zrkrr zzrzz rrrrr rzzrr rrzkk rkrrz rrkrz rrrrr rzrgr rrzrr grrrr rrrrz zrrrr rrrrr rgkzr 
rrrrr rzgrk rrrrr rzrrr rkzrr zzrzr grzrz krrzr rrrkr zrrrz rzkrr krzrr rrrrk rzrzz rrrzk rrrrr 
nrrrr rzrrr gkrzr rrkzr rzkzr rzrrr krzzr rrrrz rzzzr rrzrz rrrrr rrrrk zzgrr rkrrr krrrr rrrrk 
rzrrr rrrrr rkzrr rzkzr rrznr rrrrz zrrkr kzrzr rzrrr rzzrr krrrr zrgrr nzzkr rrrrz rrkrr rrrgr 
zrkrr rrrrr rrrgz zrrrr kzrrr rrrrr rzzrz rrrrk rzzxz rrrzk zrrrr rrrzr rrrgz rzrzz rzrzz rrrrr 
krrrr rrzrr rrrrr rrkrz krrkr rrrrk zkrzr rkrrg rrkzr zrrkr rrrrz rrrrz rzrrr rrzgr rrzrz krgrr 
rrkrr rrrkr rrrrz rrrrr rrrkr rzrrz rrrrr rrrrr rrzrz rrrkz zrrrr rzrrz zzrrz zzzkr rkrrr rzrrr 
grkrz rzrrr rzkzr krrrz rzrrr rrzzr rzzkk rgrrr rrzzr kzrrr rrrrr rrrzr rzrrk rkrzz rrzgr zrrrr 
zzrrz zrrzr rrcrr krrrr rrrzr zrrzr rrrrr rrrrr zrgrr zrrkz rkrrr rgrrr znwrz rzzzk krrrr rzrrr 
kzrrg rrrrz zrzrr rkzrr rkzrw rrzrz rrrrz rzrrr rrrzr rrrrz grzrr rrzrr grznz rrrrr rrzzr rkrrr 
rzkzr gzrrz zrrrr rgrrz rrkrr rkrrr zzzrr rkgrr rgrrr rrrrz rrrrz rrrrr rrzrr rrrrr rkrzr krrkk 
rrrzg rrzrz rzrzr rrrrz zrrrz krrrr zrkgr zzrrk zzrrn zrkrr rrrkr rrzrr grrkk rrrrz rkrrr rrzrr 
krrrr rkrrz rgrrr zrrrr zrrzr rrkrr zkzrr rrzrr rrrrn krrrr rrrkr rrrrr rrrrr zzrrr rrrrr rrzrk 
zrrrr rkrrr rzrrr zzrrr rrzrr rzrzz rzrrr rkzrr zrzrz zrrrr rrrrn zrrrr rkrzr rrrrk rzrrz zzzrr 
rrrrr rrrrz kzzzr rrrrz gzzrr rrrzr rrrrz rrrzz zzzrr zrzgz rzrkr rzrrr rrrrk rrzrz rrrrr rrrrk 
rrrrr rrgzr rrzrr zrrrr zrkrr rkzzr rzrrr rgrrr rrrkr rrzzr rrgrr rrrrr rzrrr krzrk rrrzn rzzzz 
rrrrr rrrzr rrrrr rrrrr rrrzr zrzrr rzrrr rzzrr rrrrg zzrrr rwrzn zrrzr rrrrz zrzrr zrrrr rzzrz 
rrrrr rrrrz zrrrk rrzzz rkrrr rkrzr rzzrr zzzrr rzzrr rrkrr rkrkr rrrrr grrrr rrrzz rzrrr zkrzr 
zrkrz rnrrr zrzrr rrrrr zrrrg zrkrz rrzgr zrrrr gzzzz kzzrz rrkzr kkrrr rzrkr rrrrr rrrzr rrzrr 
rrgrz rrrgr zrrrk rrxrr rgzrz zkzgz krgrr rrzzr rrzzr zgrrg rrrrr rrzrk zrrrz rrzrr rrrzr rzkrr 
zrkrr wrrzr rrrrz rrrrk krgzr rrrrr rzrrr rrkrz rzrrr rkzkz zrkzw rrrrr zrrrz rrrzz rrzrk krrrr 
krrgr rrkrr zrgrr rrrrr rrrrk rrwrr zrzrr rrzzr rrrzr rrrrz nkrrr rzrrk krzrz zrzrr rgkzr rrkrr 
rrrrr zrrrz zkrrk zzzrr kzrzr krzrz rrrrg rrrrr rwrzr rrrzz rrzrz rrrrr rrgrz zrzrk rrrgr rrrrr 
rzrrr rrrrr zrrrr rrzrz zzgrr rrrrz rzrrz zrzkr zrzrr rzzrr rgrrx rrrrz krrrr rrrrr rzrkr rrzzr 
rrrrz rrrrr nzrrz zrrrr rrzrr zkkzr rrrgr nrrrr rkzrr gzzrz krzrr rrrrr zrrrz rzzgk zrrrr rrkrr 
rrzrr rrrrr rrrzk rzrrg rrrrr rrrrz rrzkz rrrrz wzzkr zrrrr nrzrz rrrrk rznzr zrrrz rzrrr rrrrr 
zzrrr zzrrr zzrrr rzrzr rrrrr rrrrz rzrrk rrzrz rrrrz rzzzz kzgrr rrzkr rrzrr rrrrr grrzr rrgrz 
rkrrr rrrzr rrrrr krrrr rkrrr rrrrk grrrr zrzkr rrrrr rzrrr rrrrz rkrrz zrrrz rzrzr rrkzr rzzrx 
zrrkr rnrrz kzrkr rrrrr zzrrz rzrrr zrrrz rrrrz rrzkr rzzrr rrzrz krrrr rrrzr rzrrr zkrzz rrrrr 
zzrrz zrrrr rzzrg rrzkz rrzrr kgrzr rrrzr kgznz rrrkz rzrrr rrrrr zrkzr rgrrz rrrrn rrrrr rzrrr 
