ttttt ttttt qqtdt tqttt ttttt dtttt ttttt qtqyt qttdq qqttt ttqtq tttqt tdttt tqqtt yttqt ttstt 
qttdt tttqt zdqtt tqttd tdttt ttttq qtzdt ttytt qttqd tdqtt tttqt ttttq tqqtt qtttt dttdt tyttt 
tttqt tttqt tyttt ttttt qtttt tttqt qtttr ttdqt tqttt ddtyq qdttq ttttt qqdqt tqttt dtttt tttdt 
ttttt ttttt dtqtt qtttd ttttq ttttq ttqtt dqqyt tqttt qqtqt tqytt tyqdt qtttq tqqty qtttt dtdtt 
qtqtt qtqtt ttttt ttqtq qttqt ttqqt qtttt ttdtt ttttq qqttd ttqtt qqttt ttqtt ttqtd ttqqt ttttt 
tqdqq qtttt ttttt ttttt ttttt ttttt tqtqt qqttq ttttt qtttt ttttq tttqq tqttt dtttt qtttq tttdt 
tqttq tttqt ttttq ttqtq qzttt ttqtt ttttq ttdtt dtttt ttttt ttttq ttqqq tdtyt dttqq tqqtt ttqyq 
dtqqt tqdtt tqttq tytdt qqrtq tttqt qtttt ttttt ttddt tqtdt ttqqt tqqtt tqttq tyttt tttqt ttttt 
ttttt ttttq tyttq qtttq tttrd ttttt ttttq ttttq qtttt tqdtt qtqty ttqtq ttttq tdtqq ttttt qttyq 
ttttt ttttt tqqqt qtttt ttdqt ttttt trqqt ttttq ttqqq ttttt qtqyt qtttq ttttt ttdtt qytdt tryqy 
tddtt tjttt qtttt dttdq ttttt qqtqt tqdtd qtttd qqtqq ttttd tttyq qttdt ttttt tttdq ttttt dtttt 
ttttt ttttq ttttq tqzqt dtttd dtrtq qtttq rdqtt ttttd ttttt qtttq tqqtt qtytt tddtt ttqtt tttqq 
qddtt tttqq tyttt tttqd tdttt ttttt ttqqt ttttt qttqq ttqqq tttqt tqqtt tqttt qtttt qttqq qtttt 
tqdtt qdqdq tqttt dtttt dttqt tttqt ttqyt tttqq qtttq tdttt ttttq tqttd qttdt ttqtt ttttd tttzq 
tyqdt qqqdq tqttt ttttt ttttt ttttd tqtyt dtqtq ttttt ttttq qttqt qqttq tqdtq qqttt tttqt ytqtt 
tqttt ttqqq tdqtt ttttq ttqqt tqttt ttttt tttqt tdtdt qdtqt tqtqt tqtqq ttqtt tqttt ttttq tdtdt 
ttttt tddtt ttqtt rqqtt qtttt ttqtt qqqqt ttdtt qtqdd ytttq tyqtt qtdqt ytttt ttqqq ttqqq tqttt 
qtqtd ttqtt yqtdt tqqqq ttttt yqqqd ttqtt ttttt qtttq tqttt rtqtq tttqq qttqt dtttt ttttt qydqt 
tytqt ttdqt tqttt qqqtt qqqtt dtqtt ttttd ttttq tttdt qtttt ttqtt ttqtq ttqtt ttttd qtttt ttttt 
dqttt ttttt dtttt ttttt ttttt ttqyq yttdt tdtdt tdtqt tttqq ttttt tttdq ttdry qttrt tqqtt tqqqt 
ttqtt qtttt qtttd qdttt tdtqq ttqtt tqtqt tqqtt ttqdt dtttt ttyqt tttrt ttqtt qtttq qttqt qtttt 
qqtqt qttqt tqqdt ttdqt tqtqt qtttt ytqtq tttqt tqtqt tqttt ttttq qtqtd ttqtt ttttq tqttt ttttt 
qtqtt trqty ttqqq ttttt tqdyt tttqq tdttt ttqtt ytqyd qtdtt qstqt qzqtt ttttt ttttt qdytq qdtqr 
qtdtt ttttt tttqq tttqt ttqty ddtqt tqttt ddqzq tttqt qqttq ttqdt dttqy ttttt tqtqt qtttt ttqtq 
tttqt tyttt ttqtt ttqts ttqtt tqttq tttdt tqtqt qtttt ttttq ttqtt tttqy qttqt tttqq ttttd ttttq 
ttttq tqttq ttttt tttqr tttdt dtttt ttqqt qttqt dqyqt ttttq ttttt ttqtq tqqtt qttqq ttttq qqttt 
ttdtt tttqq tttty tttrt qdttt tdttd tdqtt ttttt ttttt qtqqt dqttd ttttt ttttt tqttt tttyt ttttz 
tqdtd ttttt tttyt tqttq qttqt tttdt tttqq ydqtt qtttt tttqt ttdqy qtqqd tqqqd tttdt tttqt tttqt 
dtttt drtdz qtttq ttqqq dqqqt ttqtt ttttt qttqy qqrtt ttttt dtqdt ztqtd qtttt ttttt ttqzq ttttt 
qtttt tqtrt tqtqt qtdty dtqtt ttqqt tttdq trqyq ttttq tqttt ttttt qyqqt qrttt ttqtt tqttt ttttq 
ttttt qtqtt ttqtt qtttq ytttt tttqt ttytt tttqd qttdt dqqtt tqqtt qqttq ttdtt tqztt ttttt ttqtt 
tqttt tttqq qtttq qqttt ttttt ttddt ttttt dttqt ttttq dtttq qtttt dtttt tdttq ttdtd ttqtt qtdqt 
tttdt tttqt tttqt ttqtt tqztq qttqt ttqtq tttdt tqqtr tqttt tqttt tttrt ttqyt tttqd tttqq ttttt 
tttqt qqttq ttttt ttqdt tqdtt tqtqt ttttt ttttr qttqt yqqqt tttdt tttqq ttqtt qqtdt tzttd tqqtd 
tqttt tdqqt ttqqq tqttq ttddt tqqtq trttq tqtqt qtttt ttttt tyttt qtqtt ttdtd qtqtt ttdtt ttqtt 
ttttq dtttt qttqt ttttt tqttt tqqtq tttqt tttqt qttdt ttqyq tttqd ttqqy dtttt ttttt qtdtt qdqdq 
qtqqt tttzq ttqtd dtttq ttttt tytqt ttttt yqttq tttqy ttydt qtttt qtttt ttttt tqqdt ttqqt ttttq 
ttqqt qtttq ttqtq ttttt qttqq dtqtd ttqqt qtttt qtttt ttttt ttttq ttqtt ttttt ttqtt qtqtt trttt 
ttqtt qqttt qqtqt qttdt tqddq ttqqt qtttt qtttq qqtqd tttqt tttqq tqttd tyttt tqqtt tqqtt dqtyq 
tttyt qtttd tqttq qtqqt tttqq tttqt ttqqq qtttt qtqqt tttqt dtqtq ttttt tdztt qtttt tqttq ttttt 
ttqtt qqtqt dtqtt qtqtt ttttt tqttq ttqyt ttttd ttrtt tdttd ttqtt tqtqt ttttt ttttq qdttt ttttt 
tqqtt qtttt ttttt tqtqt tqttt ttztt qtqqt ttqtq tddyq qtttq ttttt ttttq tqtdt ttqrd ttttt tqttq 
dqqtt ttttq tttqd ttttq dyttt qdqtt tqttt qtqtq trttt ttttq ttttt ttqtt ttqtt qttqt qdttt tttdt 
ttqtt tqtqt tqtqt tttqq ttttq ttttt ttttt tqytt dqqtq ttttr ytqtt tqqtt ttttt ttttt qyttt tqttq 
yttdt ytttt ttttt qtttt ttttt tqttq ttttt ttttq qtqtt tdtqt qytdq tttqt tyttt ddtqq tttdq tdyqt 
qtqtt tttyq tqttt ytttt tqytq qtqtt ttttq ttttt tqttt trttt dqtqq tqqrq ttttt tqqyd ttttq ttrtt 
tyqqy qtttd tqqtq ttdqq tttqt tdttt qdtqt dyttd tyttq tyttt tqqtt qtttt tqqqq ttttq qtttt qttqt 
ttttt qtqyt qqqtt tqttt ttttt ttttq ttqtt tqttq ttttd ttttt qtttt ttqtt qtttd ttqtt ttqqt tddtt 
qtqqt qtqqq tqttt tttqt tttqt qtttq ttqtt dtttq tqtdq ttrtd tqtdt qtttt ttttq ttttt dqqqt qtttt 
tttqt tttty tqtqd tqdtq qttqt tqttt ttttt tyqtq ttqtt qttdq tttdt tqtqt qqtqt tqttt tqdqq ttttq 
tqttt ttttt ttttt tttdt ttttt dqytt ztttt qtttt ttqtd tqqtt tqttt qtttq tqtqt tttqt tqdtt ttytt 
tqttt ttttt ttttq tttdt qqqtt ttttt tqtdt tqqqq ttttq qttqd ttttt ttttt qyttt ttttt ttttt ddtqt 
tqttq dqtqt ttqtt ttdtd qqttt ttdtt ttrtd dqttt qttqy tqtty tqtqt tqtqt ttdqt dtttq qqttt tqttt 
tqdtt tttqt ttqqt qttqt ttqtt ttttt tqqtt ttqtq dqtqt ytttt qqttt tttqq ttdqt tqqtt ttdtt ttqtq 
tqtqt tqqdt ttqtq ttttt tqqtt qtqtt tttdt rttdt ytttt qtttt ttytd ttttt ttttt rqtdt qtttq tqttt 
tttqt dtttt ttttt ttqqt ttqtt tqqtq ttttt ttttt qtttt tttdq ttdqt tttqt tqttq qqttt ttttt ttytt 
qtttt qtttt ttqdt tqqqs dqttq dtrtt dtttq ttdtt tqttt tqttq tttqq ttttd ttttt tqqqt ttqtt ttttt 
qtttq tdttt ttttt tttqt qttqq tqttt ttttd qtttt ttttq tdyyy tqttt tttqq ttqtt qtqtt qtqty ttttt 
tttty qtttt ttqtt qqttt qytyt tttty tqqtt qtttt tdttd qttqt ttqtt ttttt ttqdt tttqq dttyt tqttt 
qqttq qdxqt rqdtt qtttt qtdtt dtdtr ttttt dtdtt qttqq qqtqt qtyrt tqtdt tqtty tyttq qqdtq qtttt 
qttqt tqttt qqtqy qqttd tdttt ttqtt ttttt tttyq ttqty tqytt ttttt dtttt ttqtt ytttt dqtdt qtttt 
qtttt qtqtt ttqtq ytttq ttdtq tyttt qqqtt ttqtt qttdt tqtqq tyttt tqtqt qttqt tqqtt ttttq tqqtt 
qtttd tdttq ttqqt tttty ttdtt ttytd ttqqt qqttt tdttq dtttt tttqt qttqt tqttt ytttt ttttt tqttt 
ttttt tttqq dqttt dtttt tdttt qtttq tqqtt qqttt ttttt ttttt ttqtq qqttq ttqtt qtttt trtqt ttttq 
ttdtq ttqty tdttq tqtty ttttt ttttt qttqt ttttt ttytt tqtqq qtttt ttttt ttttt qtqtt ttttt tttdt 
tttqt ttttt ttqtt tttqt qtqtq qttqt tttyt ytttd qqttt tqttt tdttt ttqtt tqttt qqttt ytttq tddtq 
tqttt tdttt ttttt dttqt tqttq qtttt tdttt ddttt tttqq ytttq ttttt qtqtt tttdt tttdq tttqq tqddy 
ttttt ttdtt tqqtd qddtt tttqt ttttt ztttt tqttt ttttt ttdtq qqtqt qtttq tqqtq tttqd qqttt qtqtt 
tttdt ttytt tdqtd qyttt qtqtt ttttt tddtr qttqt qqqyd tqtyt tttqt tqtqq dyttq tttqt tqtqt qtqqq 
ttttt ttttt ttttt ttttt qttqt ttttt tqqtt qttyq qqttt ttttt ttttq ttttt qtttt tttqt ttdtq qtdqt 
qqtqq dtttt tttdq tqttt qtttt qdytq qqtrt qtttt ttttt tdttt tddqt tqttt tttqt ydqqq ttqtt ttttq 
ttttd qtqtt dttqt ttqtq tqrtt ttttt tqttt tdqtt tqtdt qtytq qttqt tttqt ttttq tttqt yqddt ttttq 
qtttq tqttq ttttd tttqt ttqtq qqytq tttqq ttttt ttqtq ttttt ttttt tttqt ttttt tqtqt qttqq qtqtd 
tdtqd tqtdq qdttt qtttt tttqt ddtqt ttttq ddtty tddtq qtttt tqqqt qtttt qtdqq tttqt tqttq dtttt 
tqttd ttttq qttdt ttttt tqttd ttttq ttttt qqtqt qtttq tqttt yttqt ttdtt tqdqq tdttt ttttt tqdqt 
qyttq ttttq dtttd qtttt qtttt tttqt ttttd tqdtt tttqq rqttt tdttt tttqt ttqtt tqttt tqttt qqdqy 
tttqq ttttq tqdtt tqtqt ttttt ttttt ttttt ttttq ttttq tqttt ttttt tqttd qtttt tttqt qtqtt ttqtd 
tttqt qtqtt tdyqt tqttt tttqq qtttd tttty ytttt ttttt tqdtt dttqt tttqz tqttq dttqt qqttt qttqt 
ttttt tqttq ttdtt tdqtr qdtty ttttt ttqtq ttttt tqqtt ttqtt tqtqt ttttq tttdt ttttt qqddt qtqtt 
qtqtq qtttt qtqtt ttttt tqttt tqqtq ttttt qrztt qtttq ttttq qtytt tdttq ttttq tqttt ttqtt tqttt 
ttttq ttttt tqqtq ttttt ttttq rqqyd ttytt ttytt ttttt tttqt ttttt tdttd ttttt ttqtq qtttr qttdd 
qtqqt tttyt qqqtq tdtqt qtttt qqqtd qqtqq dtttq ttqdt ttttt qttdt tqttq dttrt qtttt qqttt tdttt 
qqqtt tqqtq ttttd tqtyt qqttt qtttd tqttq ttqyq ttqtt ttttd ttqqd qtttt trddt tqqdt tdtdq ttttt 
ttqqq tttty ttttt ttttq tttqt tdttt tdqtq tqqdy ttqtq tqtdt ttttq qtqtt ttttt dtdyt tttdt ttqtt 
qtqtq ttttd ttqtt ttttq qtttt ttttt tqqtt tttqt tttqt qyttr qtqtt ttttt ttttq ttttt tqtqq tdtdq 
qqtdt qtqtr qtdrq dtttt ttqdq dddqq ttttt tttdt ttttq ttqtd ttqtt tttqr qtqtt ttdtt tdqtt qqqtt 
ttqtt tttyq ttttt tqtqt dtttt ttdtq ttytq tttdd tdttq tqdtt ttdtt ttttd tdttt ttttt tyqtt ttttt 
tqqqt qttqt qqqty ttqdd tytyt ttqtt ttttd ttttt ttqqq tdqtt ttqdd tqtqq ttttt ttdtt ttttq ttttq 
ttttt tttqq qttrq tdqtt ttttt tqttt ttttt tqttt tqttt ttttd ttqtt qqqtt tqttt dtttt ttttt ttqyt 
ttttt yqztq qttqq tqttd ttqtt ttdtt ttttt ttqtt tytqy dtqtt dtttd ttqtt tqqtq tqttr qqdtq tdttt 
ttqqt ttttd tdqtt jtttt ttttt ttqtq qqtqt qtdqq qtttt tqdtt rqttt tttqt ttttt tqdtt tttdt ttqqt 
ttttt dtqtt ttttt qttqq ttqtt ttdtd tttqt tdtqt tqtty ttttt ttttt ttttq ttttt qqttt dtttt ttttr 
ttttt qddqt qttqd tqttt ttttt ttqtt tqytq tqyqq tqttt qdttt qtrqt ttqtt qqttt qzytt qttdt qddtd 
qtqtt qtttt qtttt qttyt tttqt ttqtq tqtqq ttttt tqtrt ttyyt ttttt qttqq qttqt tqqtt ttqtt ttqdt 
ttdtq ttqtd tttqt qtttt tqqqt ttytt ttttt tqttt tqdtt ttttd dtttd qdqqt dtttt tqtyt tttqt ttqqt 
tttqq ttqtt tqttq tttqt ttttt dtttq ttddt ttqtt tqtqt tttqd ddtdt tdqyq tqdqt tqttt ttttq qtttq 
tttdt qtttt ttttq tdqtt ddttq tdttt ttqtd ttttt qqttt tttqd tytqt qtqtt ttttq ttttq ttttt tqqqd 
qqqtt ttttq tttqt tqttd ttdtd ttttt ttttq ttqqt ttqtt ttttt tdqqt tdqtt ytqtq ttqtt ttttd tdtdt 
ttdtd qttqt qqttt ttttt ttttt ttttt tqttt ttttd tttdq tqtqq dtttt qtqqq tdttt qqdqd ttdqq qqttt 
tqttd ttqtt qqdtq dttqq qtqtt ttttt ttrtq tttdq ttqtt dqdqt ttttt tttdt yyttt ttqtt qqttt qqttq 
ttttt qqqdt dtttt ttttq qqttq qtqtt tdqtt ttdtr tttdt ttttt qtttt ttttt ttttt qqttt ttttt ttqtt 
ttttt tttyd tqtqt ttdtd tqttt tttzt tqttq ttttt tqttq yqttq ttttt tttqt tyqtq ytqdt qtttq tqttq 
tttqd ttydd ytdqd ttqtt rdqdt qtqtq qtqtt tqttt qttqt tqttt tqqtq qtttt ttytt ytqtt ddtqt tqttt 
qtttd tqqtt ttttt ttdtq qtdtt tttqt tqtty ttttd ttqtt ttqtt ttdtt qqdtt yqttt dtttt tttqt dtqtt 
ttdtt qtttt qdttq ttttt tdttt tqttt dtttq ytttt tttqt ttttt ytttt ttqqt ttqtr ttqtt qtttt qtqtt 
qttqt ttttt ttqtt qtttj tqtqt tqttt dtttq qttqy ttqtt ttttq ttttq ttttt dttqq tttty ttqtt ttqtd 
ttqtt ttttt ttqtt tqtqq ttttt ttttt ttyqt qtqtt tdrqt qtqqt qtqtt qtttt ttqtt tdqqt qtttt dqtqt 
rtdqt tdttt ttryq dtttt ttdtq ttqqt tqqtq qqttq ttttq tdqtt tzttt tqttt ttdtt ttttt ttttq tttyy 
tqttt tqttt ttdtt ttttt tqytt zdqqq tqtqt tqttt qqyqt yttdt tttqt qqdqt qdqtt ttttt ttttt ttttq 
ttttq qdttq tqyzt tqttd ttttd ttttt dqtdt ttdqt tqttq qtttt ttttt tqttt tttyt dqttd dtttt ttttt 
tqytq yqttt dtqtt tdttq ttqtd tttdq qtttt qtqtt ttttd tqttt tqttt tqqqt tttdy qyqtq tqttt tttty 
tqttt jdqtt qtqtt qtttt tttqt qtytt qdqtt ttdqt ttttt ttqtt tttqt tqttt tqttt dtttt ttqqt dtytt 
tqttt tddqq tttqt tttqz tyttt tdqtt tqdtq tqqdt ttqtt tttqq tttqt ttqtt qtttt ttttt tdtqq ttttt 
tzttt qttrq tqqqt dtttt ttyqt ttttt ttrty ttttq tqttt qdtyd tqttt ttttt ttttz qttqt tdtqt dttqt 
qqttt qttdt tqzqt tqttq yqttt tqqqd qqqtq tqttt tdttd tdtqt tyttt tzqtt ttqtt ttdtt ttqqt tttyt 
qttdq ttttq dttdq qytqq tttqt qtttq tqttt tttqt ttttt tttqt tddqq tqttt tttqt ttttt qytqt qtttt 
qtttd tqtqt tyttq ytdtd ttdtq ttttt ttqty tqqtt qtttt ttttt ttttt tqqqt ttttd tttyt tyttt qtqqt 
tdttq tttqt ttqtt tqttt tqqtt qtttq tttqt qqtqd dqttt tqttt tztqt ttttt ttttq qtttt tdttt tqtqt 
qqttt ttttt ttttq tyrqt ttqtq tqqtt tqtqd qdtyt tttqd qtttq qqqtt ttqtt tttqt tyqqq ttqqq qttdd 
tqttq ttdtt qqtqq ttdtt tqttd ttttd ttttt qqttt qtttt dtqtt qtttt tttqt tqtqt ttttt dqtdq ttttt 
ttttt ttttt tttyt dqtrt tttdt ttqtt ttqtt dqttt tdtyd ttttt ttttq tttty qtttt tqttt tyttt tyqtt 
tjttt ttttt ttttt tttdt dtttt tjtrt qdttd ttttq ttytt qtdtq tqqtt ttttq qttrq tqytt dtttt qtttt 
ttttq qqtqt ytttt tttdt tttqq qdttt tttdt tqttt tqttt qtqtt ttqty qtttt tttqd dttqt qtttt tqttt 
ttqzt tttdt ttqqd tdttt tdqtq tqttq tqttd qqqtq yttrt tqdtq ttqtq ttqtt ttqqq ttttt qdtqq ttqrt 
qttqq qttqt rtqtd ttttt qttqt tttqq ttdtt tqttt ttdtt dttqt ttqdq tqtdd ttdtq ttqqy ttttt ttrtt 
ttttt qtttt ttqtq ttttt dtttt ttdtt qqttt qtytt ttttd tdttt qttty tqqtt tqttt ttqtt qtqtt ttdtt 
ttttq ttdqt qtttd qttyt ttttq ttqtt tqttt tttrt tttdt ttqtt ttqtt tttdy tttqt ttqtt tqqyt dttdd 
qtqtt yttdt tqqdt ttqqd tttdq ttttt yttqd tdttt ttttq tqqqt qtqtq trttt tttqt tttty ttttt tttdt 
dtttt tdttt qtttt tttqt dtqqq ttdtt qqdtt ttttq tqtyt ttqtt ttqqt tqtqt ttttd tttdt ttttt tttqd 
ttqtd tttqt ttdtt tqqtt ttqqq ttttt txddt dtttq ttqty qdtrt tttqt ttttq ttqtt ttqqt ttttt qdttq 
tqtqt tttdt yttqt tdtqq tdttt ttqtq ttttq ttttt ttttd tqttd tqttt tttqd tttty qtttt ttttt ttttq 
ttqtt tqttq tqttt tttqq ttttt ttttq qtqtt tdqdt ttqtt qtttt ttqtt qydtt qtttq zdtqt ttydt tqqtt 
dtttt qtttt qdttq qqdtq tqtdq ttttd ttttt ytqtt qtttt tqqtt qqttt qttdt ttttt ttqtt ttttd qtdty 
qtttt ttqtt ttqtt tyttq qtqdt qtttq ttttt qtttt ttqtq tttqt ttttt tqdtt qqttt tttqt qrtty ttttt 
ttttt ttttq tqtdq qtdtt qdqtt qtqtq tqtdt ttttt dqytt dtqtt qtrtt ttqqt ttttt rtdqq qtttq ttqqt 
tdttt tqttt ttttt tqttq ttttt tttqq dtttt tqttt qtqzt tqqqd ttrtq ttqyq tqdtq ttttq qtttt dzqdt 
tttdt ttqqt ttttt tdyqt dttqt ttttq rqttt tqttt ztttq ttttq tqqyq ttytt qtttt tqqtq qttty qtdtt 
tttqt qtttt tqqtt ttttd ttttt ttttt ttttt ttttq tttqq tqttt qdqtt qtttt jtttq ttqtt dtttt ttttt 
ttttt ttttt tttdq ttttt qttdt tqdqt qqdtt qtttt tqttq dtyqt tqqtq ttttt tqttt tttqt tdtqt ttttt 
qqtqd ttttt qqyqt tqttd ttttq tqytt dqqdt ttttt qttqt ttttt qqttt tqqdt ttqqq tqttd tyqtt ttttt 
tqttt ttqtt ttqtt qqqdt ttttq qqytt tqttt qrttq ttttq tqqtd qtttq tqttd tttqq tqqyt tqqtt tqttt 
qtttq tqttt tttqt qtqqq qtdtt qttqd ttttt qdttt dttty ttqtt qdtqq ttytt tqttq ttqtq qdtqt ttqtn 
tqqtt dtttq tqqtt tttdd tqttt ttdty tqttd qtqqt dqttt dqqtt qtqqr qqttt qtttd tqttt ttdtq dtqtt 
qqtyq tqtty qqtqt dtttt ttttt qtttt qtdty tqttt qtttt qqttt ttqtq qttyq tqttt ttttt ydttt tttqq 
tddtt tqttt qtqtt tqqtt qdtqd qtqtt qdttq ttttt tdttt ttttt tttqt tqtqt qtqqq tqttt qtttt tyqtt 
dqqtt ttttt qtqdt ttttt ttqtq rttdt tttqq ttttt ttttq qqttq qqttt tqqqq tttqt qtqtt tttqd ttttq 
ttdtt ttqtd ytqtt qttqt tqtqd ttqtt ttqtt ttqqt ttttt rtttd qqtqt yqtdq qqqtt qqttq ttttt qtqtt 
dtrqd ttttq tqdtt ttqtt tttqt ttttt ttqtt rtdtt trqtt ttttq ttttt ttttt tqttt ttttt ttjtq ttttt 
tttqq tqdtt tqttt tqdty ttttt tttty tddtt qtqqt ttttd ttytt ttttd qtqqt tdttt ttqqt ttqtt qtqtq 
ttttt ttttt tqyqd qtttt tttty ttqtt qqttt dttqt qttqt ttttt tqtqt ttttt tqtqd rtqqt yttqt dttqt 
ttttq ttttt tqttt ttqtt ttttt ttdtt ttdtt ttttt ttdtd ttqqq qqtqt ttqtt tyqtd qtqdt tqttt tttyq 
tddtt ttttt tttqt dttqd ttqtq ttttt dtttt ttqqq ttqtt yqdqt qqdtt tttqq ttttt ttqqt qdrtt qqtjt 
ttttt ttytq qttdt tqtyt qtttd ttqdt tttqq tttqq yttdt tttqq tttqt qqttt ttqtt dqqtq dttqq ttqtt 
tqqtq ttqqq ttttt ttttt tqtyq qttty qqqtd qtqtt rtttt qqtqt ttqtt ttttt tqtqt ttttt qtdtt tyttt 
tqttt ttttt tqttt ttdtt tqqqt tttqq rtdtt ttttq tqttd tdttt dqtqq tqtdq ttydq tqttq ttttt tdtqt 
ttttd qtttq qtttt tttqd ttttt tqqtq qdttt ttqtt qttqd ttqdt dtttq ttttt ttttt ttttt tqqtt dtdtq 
tqtdt tqttt tttyt tttqt qqttq qtttt ttttq ttqqt ttdtt tttdt qtttt ttrtt ttdtt qqqtt rqqqt ttttq 
tqttd ttqqd ttttt tqtqt tqttt tttdt dqttt tqtqt ttttq tdttt ddttt ttytt tqtqt ttqqt qdtrt qtttt 
tqtqt ttttd tttqt ttttt tttdy qqqtt tqdrt ttdqt qtdtq tqtqt ttqdy ttttt qtqqt tqttt ttttt qtqtt 
ttdtt ttttt ttqtt tttqt ttttq tdtqt tttqt ttttq rtttt ttqdy ttqtt ttqtt ttttd ttttt qtttt ttqtd 
yqttq ttttt qqtqt rtqtt tqttq ttddt ttttt qtqtq tttqt tqqtt yqqtt ttqtq ytttt ttttt qtttt qtqtt 
tdttq tdttt tqqtt dtqtt ttddq tqqtt qtqtt ttqqq ttttt ttttt ttqtt tqqtt tqttt qtdqq tttdq ttdtt 
ttdtt qttty tqttq tqttt ttqqt qqttt dqttt qtttt qtyqq tqttt ttrtt ttdtt ttqqt trttt ttdtt tqttq 
ttttt ttjqt ttttd tqtdt yttqt qttqt qqttq ttttq dtttt qtqtq tqttt qtdqd qrtdq tqdtd qtttt dqtty 
ttttt ttttt ttttq ttttt ttqty ttqtd qrttt ttddq ttttt tttqt ttqqt rtttt tqttt tttqt qtttt qqqtt 
drttt qqqqt tttrt qttqt tttqt ttttt ttttt tqttt ttttt tqttt ttttq ttttd ttttt ttqrt tttqd tyttt 
qtttq tyyqt ttqqq qtqtt tqtqt tttdt ttttt tyttq tdqtt qtytt qttqt ttttq ttqtt ttqdq ttttt qqttt 
dtttq ttttt tttqq ttttt tttty qtttt ttttt tqttt tttdt tytqt qyttq ttrqt qqtqt tttqq qqttq tqttq 
qtttd dtqtd tqttt tqttt dttyt tqttz ttttt tdttt qttqt tqttt tqttt ttttj yttqt qtttt ttttq tttdt 
ttttt tqttq tqttt ttqqt qdttt qtdtt dttqt qqdtt tqqtd ttqtt tqqdt tttqt ttdty tttqt qttqt ttttt 
qtttq ttttt qtttt ttttq ttttq qqqtq tdttt ttttt ttqtt tdztt tdttt qqttt qtytr tttdt ttdqt dtqtq 
ttdtt qtdtr qttqq ytydt ttqtt tqqtt ttttq qttyt ttttq qtttt ttqqt tdqqt ttytt tqqtr qytty qtttt 
ttqtd qttqq dtyqq tyttq ttqtt qdtqt tttdt ttttt qqtqd qqttt ttqtt dtqqt ttttq ttttq qtttt qdttt 
dtttd ttttq ttttt ttttt qtttt dtqtt qqqtt qtqtt qtttt qrtyq tttty tqtqt tttqt ttttr qqttt ttqtq 
ttqdt rqttt qtttt ttttt ttqtt ttdqq qqttq ttttt ttttd tqttq tttqq tyytt tqttq ttttt ttqtt ytttt 
ttytt ttttr ttttt tqrtq ttqyq qtqtt tqtqq ttttt qqqtt tttrt qtttt ttqyt rqttt tdtqq tqttt yqqtt 
tqtqt dtttt ttttd ttqtt qttty ttttt tqttt rdtyq qqqtt ttttd ttdtt ttttd ttqyt ttttq tdttt qttdq 
