rrdrd rrdrr rdrrr rrzdz dzrrd rrrrd rrrdr rrrrr zrrrd rrrdz rrrrr drrrr dkrdr rrdrk rdzrr rdrdr 
rzzdr rrrdr rrrrr rdrdr ddrkr dzddr rdrrd drrrd drrdk rrrrd ddrrr zdzer rddrr ryrdr rrrrr rrzrr 
rdrrr zrddr rrzkd rdrrr rrrrr rrddr rrzdr rzrdz rrdrr kddrr rrrrk drrdd rrrdd drrrz rddrr rrdrr 
rdddr rdrrr rrdrr rdrrr drrrr rdrrr rrrrr rrrdr drrrr ddrdr rddrr rrrdd rzrrr rrzzr dddrr drrrr 
rrrdr kzrrr zdrrr rrddr rrrrr rrrrr rrrrd ddrrr rrrrr rrrrr rrddr drrrd rrrzz rrrrd rrrzr rzdrr 
zrdrr rrrrr zrdzz rrrdd rrrdr ryrrr rrdzr rzrrr rdrrr rrdrr drdrr drdrz drrdd rzrrr rdrrr rdrrd 
zrrrr drrdr rrrrr rrrdy rrrrr rddrr krrdr dzrrr drrrd rzrrd ddkrr rrdrz rrrdr rrrrr rkzer drdrr 
rrzrr rrrrr zdrrr rrrrd rrdkd rrrrr rrrrr rdrrd rrrrr rrrrr rkrrd zrdrr rrdrd rdzdd rrrdd drrrd 
dzrkr rrdrz zrrrr ddrrd rrrrr rrrrr drrrz drrrr rrrdd rdrdz rkrrd rdrdd rrrrd rddrd rrdrr ddrrr 
rrrrr rrdrz rrddr drrrd rrkrr rzrrr zkrrr drrrr drrrd ddrdr derrr zdrrd rdrrz drrdz rrrdr rrrrr 
rdrzz rrdrz zrrrd drrrr drrrr zrdrr rrdrr rrrdd drrrr ddrrr rrzrr zdrrr rerrr rrrrd rdrrz zdrdd 
rkrrr rdzrr rrrdr krrrd rdrrr drrdd ddrrd rdrrz ryrzr rrrrr zrrrr rzrrr krddd rdrdr rrrrd drrdz 
dddrd rrdrr yrrrr rdddr drdzd rrrrr rrdrr rrrrr drrdr drrrr rrrrd rrrrr rrrrr rrdzr zkrrr rzzdr 
rrddz drdrr rrryd rrdrk rrzrr ddrrr drrdd rddrz rrzrr rydrr rrrzr rrrdd rrdrr drddr rrrdz rrrrr 
rdkrd rrrrr rdrdd rrdrr drrdr zkrrd drrrr rrkrr rddrr rrrrr ddzrr rrdrr rrrrr rrdrr rzrdr ddzrr 
rdzrr drrrr rrkdd rrrrr zrdrz drdyr rrzdr dkrdd rrrrd rzdrr rdrrd zrrrr rrrrr rdddr drdrd rdrrr 
rrzdd rdrdz drrdd ddrrd drder rrrrd drrkr rzrrr rrrdr dzrrr zrrrr drrrz rrrrz drrdd rrrrr drdrr 
rzddz dkrrr kdrrr rrzrd zdrrr rrrrz zrdrr zddzr rrddr rrrrr ddrdr rrrrr rdrrr rrzrd drrrr rrrrr 
rrrdr rrrrr rdrrk rrrdd rrdzd krrrz drrdr rkgdr rrrrr rrrrz zrrrk ddrrr rrrzd drrrr rrrrr rrdrr 
rrrdr rrrrr zddrd krrdz rrrdr rrrrr rrdrz krrdr krrrr errdr krrrz drdrd rrrrr rdzrr rrrrd rdrdr 
rrrrr zdrrd rddrr rrrdr rrrdr rdrzk rzrrz rrrdr rrrrr rdrdr drrrr rddrr rerdr rrzdr rrdrd drrrr 
dyrrd rrrdz rrdrd krddd zrkdd rrrrr rrrrr gdrrr drrrr rzdrr rzrrr rrrdr rrdrr rrzdr rdrrd drdrr 
rrrrr drrrr zrddd rrrrr drddr zrrrz rrrrr rrerd rrrdr drdrr rzrrr rrrrr rrrrr rdrrr rdkrd drrrr 
drrzr ddrdr drzzd rrrkd rrdrz drrrr rdrrr rdrrd rrrrd rrrrr drddr rrzdr dddrr rdddr rdddr rrrdr 
rddrr dkrdr zrzrr rrzrr rdkrd rkrrr rzrrd drrrr rrrdr ddrrr zzkdk rgrzr rzrdr rrrkr rrdrd ddrrq 
rrrdr rrrrr rddrd rkrrk rrdrd rrrrr zrrrr drrrr rrrrr rdddr rzrrr rrrdr rzkdr rzrdr rrrrr rrdrr 
rrzrd rrzdr rrrdr zrrdr yrryz ddzdr rrzrr rzrrr rrrdd rddrg rrdrd drrrr drrrr derrr rrrrr rrrdd 
rrdrr drdrz rdzrr rzrdr rrrrd edzrd rrdrr rrrrr rrrrd ddrrr drrrr krrrd zrrrr zdrrr rrrrr rrrdd 
rzrdr krdrd rrrrr dzdrr drrrr rrrdr rdrrr ddkrr rrdrr drdrr rrdrr zrrrd rdrrr drrkr dzrzr rrrrd 
zrrrr rkrdr drrdd rrrdd rrrrz drrrr rrrrr dzrdd rrdrr rrrrr drdrd rrrrr rrdrd rdrzr drdzz rrrdr 
drdrr ddrrr drrrr drrrr drrrr rddrd drdrr edrrd rdrdr rzrzr rrdrr rrrdr rzryr rrrzr rrrrr rddez 
dryrr rrzrd rdrrk rrrrr rrrkr rdrzk rrddr rddrr rdrdz rdrrd rkrrr rrrdd rdrdr ddkrr rrdrr rrrzr 
rrrdd rdrrd rrrzz rddrd drrrr rrddr rrrrr drzrr drrrr drrdd drddd rrdrr rrdrr rrzrr rrrez rddrr 
rrddd gdzrr drzrd rrzrr rrzrr rrrrr rrrrr rrrdr drdrd ddrrr rrrrz rrdrr rdgrr reerd drrrr drrdr 
rrrdr rrrrr rrrrr rrrdr rrrrz rrzdd drrrd rdrdr rrrrr erdrr rrrdd dzdrr rrzdr rrzdr rrrrr rdrdd 
rrdrr rrrrk rrrrd rrezr rrrdr rrzdr rrrrd rzdrr rrddd rrrkr ddrrr rddrz zrrdr dzrzr rkrdd rrrrd 
drdrk zzrrr drrzr rrrrr rrzrk drdrr drzrr rrrzr rrrdr rrrrr rrrrr gzrrz rrrdd erdrd rrrzr drdre 
rrddr rrddr rrrrr ddyrd rrdrr drrrr rrrrr rrder drdrd rrrrr rzrdr ddrrr rrdrz drrrr rdrrz rddrr 
drrrr drrrr rrrdd rrrrr zrdkr rzzrk rrdrr rdrrr dzrrd zrrer dzrrd rrdrr dkrrr rdrrr rrrzr krrdr 
rdrrd rrddr rdrrr rrrdd rdrdk rrzrr rrdrr rrrrr rrrrz rdrrr rrrrr rrkrr zrrrz rrrrr rrkzr rrdrd 
rrrrr rrrrd rrrrd rrddr rrzrr rddrr rdrrd rrrrr dzrdd rdrrr rrzrr rrrrd rdrrr rrrrd rrzrd rrdrr 
rrrrd rddrd rrddr drddr drrdr rrrrr rrddd rdrdr ddkrz dgdrr drzrr krrdr rrrkr drrdr rrrrr zrrrr 
drrdd drkdz drrdr zrrrd rrrrr rdkrr rddrr rrddr rdrrr drdzd rzdrd rzdrr rrrrr drrrr rdrrr rdddr 
drrzr rddrr dzrrr rrrrd rzzrr rrrrr rrrrr zdrdd rrrrd rdrrr rrrrr rrdrr zrrrr rrrdr rrrrr krrrr 
rkzrd drrrd rrrdz drrrr rrdrr rrzdr rrddr rdrrr ddrdd rzrdr rrrzr drdrd zrdzr rrrrd rkrrr rgrrd 
rrdrr drrrr rrrrr drrrd rrrrr rrdrr rrrdr rdrrr drrrr rrrrr rrdrr zrdrd rrdkr rrrrr rrrrd rrzrr 
rdrdz rrdgr rrrrd rrrrr drdrr rdddd drdrz rdrdr rrrrd rrrdr rrdrr rdrrd rrrrr rdrdr rrrdr rrrdr 
ddrrd rdrrr rrdrr rrrrr zdrrr drrrr erdrr rrrrd rzrrr rrrrr rdrdz rrrrr rrrrr rrddr rrrrd rrzdd 
ddrrd rrdrr rrrrd dddrr rrrdr rdrrr krrdr rkrrr drrrr rrzrr rzzdd rrrdz rrrdd rrrrk drkrd drrdr 
rrdrd rddrr zdrrr rdrrz rzrrr drrkr rrrzr rrrdr rrrgd rdrrd dzrrr drrrr rrrrr rdrdr rdrzr zkrrr 
rrzrr rrrdr ddrrr rkzdd dddrr rrrdz rdrrr rrzrr rzrrr rkrzr drrrz rzrrr rkrrr rrrrr rrrrr rdrrr 
rrrdr rrrrd rddrd rdrrr rdzdd rrrrd dddrr rrrdr zrrrz rrrzr rrrrr zddzr rdzed drrdr drrrr zrrdr 
rzrrr rrrrr rrrrr rrrrk zrrdr drrrd rdrdd rrrrk rdrrr rkrrr zdrrr rrrrd drrdr rkdrr rrdzr rrdrd 
drrrd rrrdr ddrrr kddrr drrrr rrrrk rrddr rrrrz zdrkk rrrkr rrrrr drdrr rrdrr drrrr rrrrr rdrdd 
rrdrd rrrrd drrrr rdrrr rzdzd rzrdr drrrd rrgzr zrrrr dzrrr rrddr zkdrr rrrrr rddrr ydkzd dzddr 
ddrrr rrdrr rrrdr drdrr rrrrr kdrrr rrrrd drrrd drddr rddkd erryr zrdrr rdrrd rrrdd drrrr drrrr 
rrdrr rrrrr rdrrr rrrrr rrrrr rrrrd drzrr rzrrr rrrrr rrrer drrrr ddrrr ddrrd rzddz drdrz rzrrd 
dzrrr rrrdd rrrrr rrrdr ddrrr rrrrr rdrdr rrrrr rrrrr rzrzz rrrrd rrrrd rrdrr rrrrz rdrrr rdrrr 
drrdr rzrrr rdrrr drrrr rdrrr rrzrr rrrzr zrrdr rrrrd rrzdr rrrrr rkdrd rrzrz rrkrr kdrdr rrrzr 
rdrrr gdrdr rdrrr drrrr ddrrr drdrd rrrrr drdrr rrrkr rddrr rzrrr rrrdr dzzkr rddrr rdrrr ryddd 
rrrrd rrrrr rrdrr drdrr zrrrr rrrdr ddrrr rrkrr rrrrr rddrr rrrrr zrrzr ddrkr rkdrr drdrd zrrrr 
rdrrr ddrrr rrdrz rrrrr derrr rrzdd rrdrr rrrdz rrrrz drrdd drrrd rdrrd rrrdr rdrzr zrrrr rrrzr 
rrrzd rrrkr drrrr dzrkr rrrdz rddrr rrrrr drrrr rzzrr drrrd rdrrd rrrrr rrrrd krrdr rrkdd ddrrd 
ddrrz zkrrr drrrr drrrz rdrdr rdrdd rrrdd drrrr drrrr rrrrr rrddr rdrrr rrrrr rdrdr rrrrr rrzrz 
rrdrr rrrre rrzdr drrrz drdrr rdrrd rrrrd rrrrd rdrrd rdrrr rrrrk zrrrr rdrrr dredr rdrrr rrdrr 
rrdrr drrrr drrrr rdrrd rdrrr dddzr rrrrr rdrrr rrdrd rrrrr dzdrr rrrdr zrrrr rrrrr zrrrr rrrrz 
drrdr drrrr rrdzr zzrrr rrrdd zdrrr rkerr rdrrr drrrd ddrzr rzrrr rrrrd dddrr rrddz drdrd rdddr 
rrrrr zrrrr zrrrd rrrzd rrrdz rrdzr rrrrz rrrdr rrrdk rrrrr rrrrr rdrrr drrrr rrrrr rzkdd drdkr 
rrdrr rrrrr rrddr rrrrd rddkr rdddk kdrrr ddrre rrrrr zrrdr rkdrd drddd zrddr rrdrr drdrr drrzd 
rrrrr rrddr drrrr rdrrr rdrdr drrrr dddrr rdddr rrrdr zrrdr rrrrr rrddd rrkdr zdrdr rrred rdrdr 
rrrrz rdzrr ddrzr rdrrr rrrrr rrrdd ddrrd drrrk zzrrd rrrrr rrdrd rzdrr zzedr rrrrr rzrzd rdrrr 
zrrrr rrrdr zrrdr dddrr rrdrz ddrrd zrrdr dzkdr ddrrr drrrr rdrdr rrdde drddr rdrrr zdrzd rddrr 
zrrrd rrkrz rdrdd rdrdr rrrrr zrdrz dzrkd drddd zdrzd rrrdd rrrrr rrrrr rrrrr rzrrd zrrrz rrzrr 
drrrr krddr ddrdd ddrrz rrrrr rzrdr drrzr rrerr rrdrr rrrrr rrrrz rrrrr rrrrr drrrr dddrd rdkrr 
rrrrd rrrzr drrrd rrrrd drdrr rrrrr rrrrd zdrrr rrrdr rdrzr rrddr rrrrr rrrdr drrrd rrddr zrrdd 
rrrrd drrrd zdrdz zrrdr rrerr rrrrr drrdr zdrzd rrrrr rrrzd rrdrr rdrrz zrrrk drrrk rrrrr zddrz 
rdrdk rrrrr zrzrr drrrk rrdrd rdrrd rrrrr zrrdr rrrrr rrrrz rdrrr ddrrr rdzdr rrrrz rdzrr drddr 
drrkd krrrd rddrr rrzrr rrdrr rddrr rrrrd rrrrd rrrre ddrrd rrdrd rrrdd rdrrr rrrdz drddr rrdrr 
zrdrk rrrrr rrrrr rrrrr rdrrr rrrdr rerrd rrdrd krrrr krrrr rrdrr rdrrr rrrrr rrrrz rrrrr rrrrk 
rzdrr ddrrr rrrrr rzrrk drdee rrddz rrdrr drrrr rrdzr rrrkd rrdrr rrrdr ddrrr rrrrr rrrdd rdrrr 
rrdyr rdrrd rrdrr rdddr rrddr rrrrd rrrrr rddrr rrrrr rdrrr zrrzr krrrr rdrke rdrrr rrrrd rdrzz 
rrrrk rrrdr rrdrd rdrrr ddrrr rrkrr rdrdr rdrzr rrrrr rrddr drrrr rrrkd grrrr rerrd erdrr zrrdd 
rrrdr rrrrd rdrrr rrdrr rrrrr rrrkr rddrr ddrrr drrdr rrrrr drrrr rrdrr rdrrr rrrrr rerrr rrrrr 
rkdrd rrrdr rrrrr rkdrk drdkr drrrr dddrz rrrrr drrrr dzrdr drrdk rrzrr rrrry ddrrr rdrrz rderr 
drdrr zrrrd drder errrr rrrdk rrrrz zrrrr rddrr rdrdr zrrrz rzdrr rrrrz rdddr rrrdr ddrrr rrrrd 
dzrrr rdrrr kdzrr rdrrz rrdrr rrrdr drrdd rrder rrrrd drrrr zddrr drrrr rrdrr ddrxr zrdrr rdrrr 
ddzrr zrdrd rzddd rdrrr ddrrd rdrrr drrdr rdddd rrdzr rrrdd rrrrz rdrrr rrrrr drrrr rrdrr rdddk 
rrdrr dzyrr drrdk drddr rrrrr dzrdr rrrrz rrkdk rdrrd rzrzz drrrr rrdrd rrrrr rrrrd ddddr rdrrr 
dkerr rrdrz rrrrr rdrrd drdrr rdrrr ddrrd rrdrr rdred errrk rrrrd rrrzr rzddr rdrrr krrrr rrrre 
rrrrr edrdr rrrrz zerrr drzrr rrrrz rrrrr drrrd rrdre rdrrz rrrzr rrdrd dddrr dzrrd drrrd rrdzd 
rrrrr drrrr rrrrr zrrrd zrdrr rzdrr dzdrr rrrrr rrrdk errzr rrddr drrre drddr rrrrr ddrrr drrrd 
drrrr rdkdr rdrdr rrrrd rrddd rrrrr drrdr kdddd drdrr rrdrr drrdr rdrrr zrrrr rrdrr rerkr rrrrr 
rrrrr rdrrr rrrrr rdrrr rrrdk rrrrd zrzdr rrrdd rrrdz rrzrr rrdrd errdr rdrrr rzzrr rdddd drrrr 
drrzd dzrdr rrrdr rrrrr rdrrr rrdrz rrdrr rrrrr ddrrr rdred rrrrr rrrrd drrrr rrrdr rzzrz rrdrd 
rrrrr rrrrr drdrr rdddr drdrd rdrrr rrdrd rrrrd rrrrd rrrrr rrrrr rddrd rrrzr rzrrr drrrr rrzrr 
drrrr rddrr drrrr rrrrr rrrdr zrdrd rrdrz rrrrr rrrre drrrz yrdrr drdrd zrrdr drrdd zrrrr rkddr 
rrrrr rdrrr rrrrr rrddr rrrrd rrddr rrzrr rrrrr rdder rrdrr ddzrd rrddr rdrrr rrrdr rrrrr errrr 
rrrrd rrrzr rrrdd rrrdr rrrrr rdrrd rrrrr rdrdr ddrdr rrrrr drrdd rrrzr rrrrr drrrd rdzzr rdzdr 
rrzrr drdrr rdrkr rrrrr drdrr rrrrr zrdrr drrdr drdrd rrrdr rzrrr rrdrr rdrzr drrrr rzdrr rrrrd 
rdrrr ddzdr drrrz rrzrr rrrrr rrdrz zdrzr rrrrd rrrrr derrr rrrzd rzrrr krddz rrkrr rrrrr rrzrr 
rdzrr rrrrd drdrd dryed rrdzd rrrrr rrrdd rrrdd rdrrr drrrr ddrkd rdrrr rrrrr rrddr drrrr dddrd 
rrdrr drrrr rrdkz drrrr drrrr rrrrd rrdrr rrdrd rrdrd drrdz rzrrr zzrrr ddrrk rdrrr rrzdz reddd 
rrrrr qrdrr rzrrr kderk redrr rrrrr rrrrr rzrrd rrrzr rkkdr zrrrr rzrgr rrrdr rdrdr rzzrr rrrrr 
rrrrz rddzr drrdr dkrzr rrrdd rrrrd rdrrr rrrrd zrddd rrrrr rrrrd zrrrr rddzr rdrrk dkrdr rrrzr 
rrrzr rzdrr rrrdr rrzdd rdrrd rrrdk zdrzr rrrde zrdrr rrrrr rdrzd rrrrr dkrrr rrdrr rrrrd rrrrr 
rrrrr rrrdd rdrdr zzrrd rrdrr rrrdr rrrzr rrrdr rrrdr rdrrr drrdz rdrdd rrdrr drdrr rrrrr rzrrr 
derrr drrrd rrrdr ddrdr drrrd rrrrr rzdrd rrrrr drrrr rrezr rrrrr rdrdd zrrdr rzddr rkrdr rrrrr 
rrrrr zrrdr drdrr rrzrr rrzkr rrrrr rrrrr rzrrr rrdrr rdzrr zrdrd drrrr rdrrr rrrrk zrrdr rdrrd 
rddrd rrrrd krdrd rrdrz rdrdr rkdrr rzrrr rrkrr zrrrr rdddr rrddd rrzrr rdrrd rrrdr rrzrr rrddr 
rrrzr rrrrz rrdrr zrdzr rrzzr dzddr rrzdd rzrrr rrrrr rrrdr rddrr krrrr rrddr zrrdr dddrd rrrrr 
rrrgd dzrrd rdrrd rrkdr rdrdr rdzdd drdrr rrzdd ddrrr rkrrz zrzrd kdrrr rrdzd rrrdr rrddr drrrr 
rrrre drdrr rdrdr rrrzr rrrrd rrddd rrdrr rrrrr rzrrd drdrr drkdd drrrd drrrr rrddd drzrk rerrd 
drrrr rdzrr rdrrk zzrrr rrrrr rrrdd rdrdr zrrdr rzrrr rrrdd rrdrr rrrdr rdrrr rdrrr zrrrr rrrzd 
rdddr rrzrr zdrrz rrrdr rdrdr zrrrr drrrr rrrdd rrrdr zrrdr rrrrd rrzdr rdrdr rrdrd drdrr drrrr 
zddrr rdrrr drzrd kkrdk rrrdd rdrkd rrkrd rdrdd rrrrz rrrrr rrrrd zrdrr rrrrr rzzrz rdrzr rrdrr 
rrrrr rrrzr drrkr rrrrr drrzr rrzrr drrrr rrdrr drdzz rrrrr zrrrr rrrdr drdrd rzzrd edrrr rdrrz 
rrrrd rrdrd rrdrd rrdzr drrrr edddr drdrd drrrr rrdrr rrdrd drrdr rrrrd rrddd rrrrr rdrrr rrdrr 
rzrrr rrdrr rrrkr rdrrr dddrr rrdrz drrrz rrrrr rrrrd rrrrr rdrdr rddrr rrrrr drdrr rdrzr ddrrr 
dkrrr rrdrr rddzr errrr rddrr rdrrr ddrrr rrrzr rdrdd rrrdr drrrz rzrrr rrrdr ryrrz rddrr rrrrr 
rdrdz rdrrr rrdrr ddrrr zrrrd rdrdr rrrrd zrdrd rrrrr zrrrd drrrr rdkrr rrdrr rrdrr rrrrd rdddr 
rrrrd rrrrr rdrdr rzdzr rdrrz zrrkr zdrrr rrrrd rrrdr rrrrr rerdd dddzr rrrzr rrrrr ddddd rrrzr 
rdrrr drrzd rdrrr rrzer drdrd rzrdr rrrrr rrzrr rrdrr rrrrr rrzdr ddrrr rdrdr drrrd rrdrr rzrrr 
rdkrr zrrrd krrrr rrrdr rrzrr rrdrd rrrrr rdrrr rdddr rrrdr rrddz rrddr rerrr drrrr drdzd rdrrd 
ddrrr rrrdr rzzrr rrrrr rrdrk rrddd rrrrr zrrrr rrrrd drrrr rrkrr rrddd zrdrr rrrdr rrkrr rrrdr 
rrrrr rzddy rzddr drdrd drrrk drddr rdzdr rrrdr drrrr rddrr drrkr rrrrd rrrrr drrrr drzre rrrdd 
rrrrd rddrr zrrrr drrrr rrzrr drrrr drrdd rrrrr zrkrr rrrrd rdrdr rrrdr rddrr rrkdd ddrrr rrkdy 
zdrrd zddrr drrrr rrdde drddr drrrr rrdrd rzzzd drdrr dkder drkkz zddrr rrrrk rrrzr rrrzr rdrrd 
rrrrd rrrrr rdrdr rkdrd zdrzr drzdz rrdrr drrdd rdzdd rdrrz rdrrr rrrdd rddrd krrdr rddrr zrrrr 
rrrrd dyrrd rrrdr ddrrd zrrdr rdrrd rqrdr zrdrd rzddr rrzgd rrdrr rrdrr zrrrz rrrrd rzrrr rrrdr 
rrrrr rrrrr rrrrr drdrz zdrrr ddrrr dzrrr rrdrk drrrr ddkzr rdrrr rrrdr ddrrd rrrdr rrrrz drrrr 
zrrrr rrzzd dzrdk rrrzr zrkdr drrdr rdrrr rrdrd rrrzr rdrrr rzrrd rrrrr rzrrd rdzdr rdrrr rdrrr 
rrdrr rrzrr rrddd drrrz rdrdd rzrdr rddrr drrdr rrrdd rddrr rdrdg drrrr rrrkr ddrrr drrrr rrrrr 
krkrr rrrrd rrrrd rrrrr rrrrr dkrrr rrrzr rrrrr drrdd ddrrr rrddr rzrdr rrrdr rdrzr zrrrr drdrd 
ryrrr rdrrk drrrd drrrr kdddr rrdzr rrrrd rrrdr drkrd rrerd rdrrk rrdzz rrrzz rrrdr rdrzz zrrrr 
rqrrr rrrrr drdrr rrrrr dmrrd rrrrk rrzdr rrrrk rrrrd rrzrr grrrr rrddr rrrrr rrrdd rrddz zdrdr 
rrrdr drrrr rrrrr rdddk rrrrz rrrdr rrkrz drrrz drrrr rzrdd ddrrr rrrrr redrr rrrrr rrzrd rrrdr 
rrdrd rrrrr rrker rrrdr zrrrg rrrrz drddd drrrr ddrrr rrzdr ddrrr rdrdr drrrr rddry rrrrr drrdd 
zddrd rrrdr rrddz rkkzr rrrrr drddr rdrrz drrre rrrdr rzzrr rrddr drrrd krzzz rrrdz rrrrr rrrrr 
rrryd rrrrr rrrrr drkrr rrrrr rrrer rrrrd drrdz rdkrr drrrr rrzrz rzrrr rrrzd rrdrr rdrkr rrddd 
rdrdr rrrrr dddzr zrdrr rrgrr rrrrr dkdrr rrrrr rrrrr rrrrd rrddd rrdrr ddrdr rrrrr rrrdr rrrrr 
drrdz rrrrd rrrrr rrzrr rrzrd rdzrr rrdkr rdrrd rrrrr rdrrr drrrr rrrrr rrrrr rrkrk rdrrr rrzrr 
rddrr rrryr rdrrk rrrrd rrkzd rrddr rzrkr rrrrr drrrd zdrrd dzdrr rrrdr rrrrz rdrrz rrrrr zrrzd 
drdrd rddrr rrdrr rrrdr rrrdr ddrrr krrdr drrrr rrdrr rrrdd rdkrr rdrdr rrdrd rdrrr rrrrr rdrrr 
dzkdr kdzdr rdddr rdzrr drrdr zderr ddkkd rrrdd rrdrr drdrr drzkr drrrk rrdrr rdrrr rddrr rzdrr 
drrrr rrrrz rdrrr zrrdr rrdrr rrzer rdrrd rrrdr rrzrr rzrdr drrrz rrrdz rzdrr rdrrr rrdrr drddr 
rrrrd rrdzd drrkr rddrk dzrdr rdrrz rkrrd rrrrd rdrrz drrrd rrrdd drrrd rrrrk drrrr rrrrr drrrd 
