sqqqr qgqqr gqggq qqqqr qqrgg qrqqq qqqqq qgqqq qqqgq qqqqq sqgqg sqgqq qgqrq gqggg qqqqq gqqgg 
qqqqq qqgrg qgqrq qqrsr qqqrq rgqqq grqgr qqqqq qgqgg ggqqg qqgqq ggqqq qggqg gsqgg qqqqq gqqqg 
sqqqq qqqqq gqqqg gqsqq qqqqq qqqqq qrqgs qgqqq gqqqq qqqqr rggqq gqgqq qqqqq qrqqs qqggq qqqqq 
qgqqq qrgqq qqsgq qqqqq qqrbq gqsqq qqqqq qgrgq qqqgq qqqqq qqqqg qqqqq rrqgq gqqqr gqqqq qqqbq 
gqqgg qqggg qqgqq qqqqg sqqqq qqqqq qqqsq rqrrq qqqqs gqggq ggqqq qqqqg qsqrq qqqrq qqqqq grgqq 
qqqqq qqqsq qqrqq qqggg qqqqq qqgrq qqqqr ggqqq qqrqg rqggq qqqqq qqgqr rqaqq gqqgg qqgqg qqqgq 
gqqqq qqqgq gqqsq ggqgg qsqqr qqqqg qqggr sqgqr qqqgg qqqqg ggqqq qqqgq qqgqg gqqgq gqqgg qqgqg 
gqqrq qqqqb qgqqq qgqrq gqgqq qqqag rqqgg qrrqq qqqqq qrqgs qqqqq aggqg gqqqq gqrqg qrqgq qqggq 
qrrgq qrgqq gqqqq qgqqq qqqqq qqqgq qqqqq qgqgq qqqqq qqqqq qqqqq qrqqq qqqqq qqqgg qqqqq rgqqq 
qsrqq qgqqq qqqqq qqgqq ggrgg qqgqq qgrqr rqqrs qqqqq qqqbq qqqqq qqggq ggqqr qqqgg qbqqq sqgqq 
ggqqg aqgbg rqgqq qqqqq qqsqq rbqrq rgqqq qqsqq gqqgq qggqq qgqgq qgrqq gqqqq gqqgq gqgqq qqqqq 
qqqqq rgqqq sqrqg rqqqr qgqqq qgqqq qgqqq gqqqq qqgqg qgqqq gqgqq gsqqq qqqqg qgqqg qrggg qqqsg 
qqgqq qgqqq gqqqg gqqqq rqgqr qgggg gqqqq qgqqg qqqqq qqrqg rqgqq rqgqq gqqqq qggqq qqqqq qqqqg 
rqqgq srqqq gqqgs qqqqr qqqgq qqqsq gqqqq qqqqr qgqqq qqqqg qgqqr qrqqq qqgrq ssggq grqqq qggqq 
qgqgb gggqq qqgqr qqqgq ggqqq qggqg rgqqq gggqg qgggq gqqqq gqqqq qqqrg gqrqq qbqqg gqqqq rqqqg 
gqrqg rqqgq qqgqq gqqqr rqgrq sqqqq qqqqg qqqsg gqqqq gqqrg gqqqq qqqqq qgqqq gqqqq qbqqq qqqqg 
gqqqq gqqqg qqqqg gqrqq grggg gqqgq qrqgg gqqqq qqsqq qgsgq qqqqg qqqqq qgqqg gqqqq qvqgq gqggg 
qggqq qqrqq qqqqq qgqqq ggqgq gqqqg rqqrq qqqqg qqqgg ggqgg gqggr qqqgq qqqqq qrqqq qggqq gqqgq 
qqqrg gqqqb gqqgq qqqrg gqqqq qqsqg gqqgg sqqrq ggrqq qqqgq qqqqq qsqrq rqqqq qggqq ggqqq qqqgg 
qqqqq qgbqq gqqqq qqqgg gqqqg qssqq qgrqq gqqbg qqgqg gqqqg qqqqq qqqsq qqqgg sqqqq qgqqg rqgqs 
qqrrq qqqrq gqqqq qqqqg qqqgg qsggr qqqgq qqqgq rgqqg qqgrq qgqqg gqqgq qrqqq qqqqq qqrqg qqrqq 
gqgqq gqqrq qqqqq qqqqg rqqgq qsqqq qgqgq qqqqq gqgrr rqqgg qqqqq qgqqq qqqrs gqqqs qgqqr qrgqq 
qgrqg qgrqq qsqqg qqrqq qqgqg gqggq rqqqq qgqqq qgqqr gqqqq qqgrq qqqqq qgqqq grqqq qqgqg grggq 
qqgqq gqggg qqrqg qgqqq qgqqg sqqqq qqqqq gqqqq gqsrq bgqqq gqgqq qqqqq gqggq qqqqq qqqqg qqqqq 
qqqsr qqqgq qqqqq qqgqg qqgqq rgggq qqqqg qqqqs qqqvq qqqgq sqrqg gqsgg qqgqq qqqgq qbqrq gqggq 
qqsqq qqqqq qqqgq qgqqq gqqqg qqrqg ggqqg qqqqq qrgqq qqqqq grqqg ggqgq rqggq qrqsq qggqq grqgg 
qqqgg qqgqg qqqqg rqqqq qgqqq qqgqg gqgqg qqqqq qqqqq gqqqq qqqqq qqqqq qgqqg qqggg rgsgq grqgq 
qqqqq qqqgq qgqaq qqqqr rqqgg qgqqr rqgqg rgqgq qgqqq qgqqg qqsqq qqqqg qqqrq qqqqq qqqqq qqqqq 
gqqqg qqqqq qqqgq qqgbq qrgrq qqqqq qqqqr gqgqq qqrqq gqgqg qgqqq gqrqq qgqqq qqqgq rqqqb qqqqq 
qqqqq qgqqg rqqqg qqqgs rqgqr rqqqq ggbgq qqqqq gqrqq qqqqq qqqgg gqsqq qqqqq gqqrg rgqqq qgrqq 
qqgqg gqqqr qgsqg gqgqq gqqqg qqgrg qqqqq bgqqq rqqqr rqqgq qqqgq gqqqq qggqq bqqgs qqqgq rqrqg 
qqqqq qggqq rqgqr qqgqq qgqqq qqqgg rqqrr qqqqq qqgqg qrqqq sqqgq qqgqs qqqqq qqqqq qgrgq qqrqq 
qqrqq qqqqq sggqg gggqq sqgqq rgqqq qgrqg sqqqq rqrqg qggqs qgqqr ggqgq qqqqq qgqgq qgqqq qqqgg 
qqgqq qggqq gqgqq qgqqq gqqqq ggqqq gqqgq qqgrq qqqbq ggqqg qqqrq qqqgq qsqqq qsgqq qqqqs qsqrg 
gqgqg gqqqq rqqqq gqgqq gqqqr qqssg qgqgq rqqqq gqsqg qqqrb qqgqq qqgqr rggqr qqqgg qqbqq qqqqg 
qgqqq rqqqq qqqqq sgqqq qqrqq gqqqq rqsrg qqsqq gqgqq qgqqq gqgqq qrqrq qqqqr qqgqq rgqgq qqqqq 
gqrqq qqqrg qqqqq qqrqq qrgqq qqqqq qqggq qqqqq gqqsq qqqqq qqqrq qgrqr qrgqq qqqsg qqqqq qqqqq 
gqqsq qqqrq qgqqq rqqsq qqqqq qqqrq qqqqq qgggq qggqq qqsqq qqqqq qrqqr qqqqq ggsqs qqqqg qqgqr 
qqqgq qqqqq qgqqq bsqgq qqggq rqqgq ggrgg rqqqq gqqqq qqqqq qqgqg rrqqr rqggq qgqqg qgrqr qqqgq 
gqqqg qgggq qqrqq qqggg qqqqq qqqgq ggqqq qgqgq qqqrg qrgqq grqrq qqqqq qqgrq qqrgr qqqqg qqgqq 
rqqqq sqqqr qqggq qqqrq ggqqq qqqqq sgrgq rqqqg qqgqg qqbqq qqqqq qqgqg qrgqq qgqqg qqrgq qsqqg 
qgqqg rqqqq qggqq qqgqr qqqgq qqqqq qqgbq qqqqq qqqgq gqqgg gqggq qqqqq qrqrs ggqqg qqrgq gqqqq 
qsgqq gqqqb qgqrg qqqqq gqrqq gqqrr grqqq qqrqq qqqqq qqqqq qqqqq qqqqq qqqqq qqsgq gqrgg qqrgq 
qqqgq sgrqq qqqqq ggqgq qqqqq qgqqq ggqqq gqqqr qqqgq gggqg qsggq qqqgg qgqqg qqqrr qqqgr qqqgg 
ggggg gqgrq qqqgq aqqqq gqgqq qqqrg gqqqq qqrgq qqqgq rqrqq qqqqq qqqqq qrqqq qqqgq qqqqq ggsqq 
gqrrq qqqqg qqqqq qqqqr qgqqg qgqqq qqqqq qqggq rqsgg rggqg qqsqq grgqq qgqqg qgrgq gqqqr gqqsg 
qgqqq qggqv qgqqq gqqqq grqqq qqqqq qgqqg rqgqq rqqgq qqqgg ggqgg qqqrq yqgqq gggrq rsrqq qgqqq 
qgqqr gqqgq qqrqg rqgqq qqrgq qqgqq gggrg qqqgq qqqqq ggqqq gqqqq qqggq qqqqa ggqqq gqqgq qqsgq 
qgssr rqqqq gqqqs qqrqq gsgrq qqqrg qgqqq qqgqr qqbgq rqrvq qqgqq qqqqq qqqgr qqrqq gqqqq gqqqq 
qqqrq gqgqq qgrqg qqgqr qqqgr qrqqq gqgqg qqqqq qgqqq ggggr qqqgr qqqqr qqqqq qqqqr rqgqq gqgqg 
gqqqq gqqqq sqsqq bqqqq qgqrq qgqqg qggqq bqqqg grqqq qqqgg ggrqq qqqqq rgqqg qqqqr qbqqq qsqgq 
qrrgq qqqqq qqqqq rqqqq qqqgr qqqqg qgqqq qqqqg qqrbq qgrqq rrqqq qbqqq qqqqq qqgqs qqqgq qqqgq 
ggqqq gqqqg qqqqq grqqq qgqqg qqrqq qrqqq qqrqq qgqqq qqqqq qrgqq qgqqq gqgqq qqqqq rqqqy rggqr 
grggq qgqqq qqggq qrqrq rbqqg qgggg qqgqr gqqqq gqqqr qqrqq qqqgq gqbgq qqqsq qqrsq qqqrg qqbgq 
rgqqg qqqqq qqqqg qrgrr rgqrg gqgqq qgqqr qqrrg qqqqq qqqqq gqgqq bggqq qqgqq qgqqg qgqgq gqqgq 
gqgqq qgqqq gqgqg qgqrq qsaqq gqqqq grgqg qqqqg gqqqq ggqqr qqqgs aqqqs qqqqq qqggq qqqqs qrqgq 
rqqgq qbgqq qgqqq qqqqq qqggq qqrsq qqqqg rqggg qqgrq qqqqq qgrqq qqqqr qqqqq qqqqg qqgrq sqqgq 
qqqgg qqqqq qrqqq qgqqq qrqgq gqgqg gqqqg sqsqq rgqqg ggqgg gqqsq qqrqg qqgqq qqqgg qqqqq gqqqq 
qqqqq qqqqg qqqqq qgqqq qqqgq qqqqq ggqqq ggqqs qgqrq qqrqr qqgqq qqqgg qqqqq aqqqq qqqqq gggqg 
qqgrq qqgqq qrqqq qgqrq sgqrq rqqgg ggqqq qqggq qqgqr qqrgs qgrqq qrqqg gqbgg qgqqg qrqqq srrqq 
sqqqq qqgqq gqqqb gggqq rqgrr ggqqq qqqqq qqqgq qqqqq qggsq gqqgg qqqgq qqqqq qgrqg qrqgq qqqsg 
gqrqq gqqqg qqsqq gqgqq qqqgr qqrqq qgqqq qgqqg qgggq qqgbg rqqqq qqqqg gqqqr qqqbq qqqqq gqgqg 
qqqqq ggqqg qqqqr gqqrq ggqqq qqqgq qqqqg qqqgq rqgqg qqqqq qrrgg ggggg qgqqq qsqqq qgqqq qqqgq 
rsggg qrqqq qrqrq qqqgq gqqgq qqqrq grqqq qqqgq qqqqq qqgqq qqqqq ggqqs gqqqq rqqqr gqsqg qqsqq 
ggqgg rqgqq qqggq qrqgg qqqqq ggqgq rgqqq gqgqq qqsqq qqqqq qqqqq qqrqq qqqqg qqqqq gqqqv qqqqq 
qqqqg qqgbq qqqqg gqqqq qgqqq gqqgq qqqqa qqrqq qqgqq qqqqg qsgqq gqqqq srbqq gqqgq qqqqq qqggq 
grqgr qqqqg qqgqq qqgqq qqqaq qggqq qqqqq rqqgq qqgqg qqqqg qqgqg grqqg qqqgq qqqqq qqqqq qqqgq 
qgrqq qqggq gqqqq qqqqq qqqqq qqqgq qqgqq qqqqq qrgqq qqqqq ggqqq sggqq qqrqg bqgqg rqrqr qqgqq 
ggqrq qqqqg qqgqg gqrqg qgggq qqgqg qqggg gqqgq qqgqq gqaqq qqrqq qqqqq qqgqq qqqqq qrqqq gqqgq 
gqarg qrqgq qgqgr qqgqq gqgqs qgqqs qqqqq qgqqq rvqqq qrqqq qggqr rqqqg qqqqs gqqrq gqqqg qqqqq 
qqrqg qqqqr qggsg sqgrq rqgqg qqqqq gqqqq ggqqg gqrgg gqqqq qqgqq qgqqs sgqgr qqqqg qqqqq qqgqq 
qqqrg gqqrq gqgqg gqggq qqqrq gqqqq qqqqq gggqg gqqgq qqgqq rqqgq gqgqr gqqqq qbqgg qrqqg qqqqq 
qsqqg qgqqq gqqqg gqqqq qqgqq sqqqq gqgqq rgqqg qqgrq qgqgg gqrqg qrqsq qqqqg qgqqr gqgqa qqgqg 
rgqqq qqqqr qrrgq qqgsq qgggq ggqrq qqqgq qrqqq qqqrq qqqqq qqqqq rqqqq qqqqq qqqqq qqqqq rqqqq 
ggqgq rrqqq qggqg qbqqq qsgqg gqqqg qqqgq qqqqq qqqqg rqqqr qgqqs qrqgq qqqqq qqrqq qggqq qqqqq 
gqqqq qrggg qqqqg qqqqq qqggg qgrqv qbqqq gqqqq qqgrq qrqqq qqbsq gqggg qqrqq qgrqg gqqqg qqgqg 
gqrgq gqrqq qqrqq sqqqr rqgrq qqqgq sqrqq qqqqr qrqrr qqgqq qqqqq qqqqq grrsq gqqgq qqqgg qqqgq 
qqgqq qqqqs qqqqg qqgrg qqqqq qggqq rqqqg qqqrb qqqqq qqqgq gqqqq qgqqq qqqqg rqqrq qgggq qqqqq 
gqqqq qgqqq qqqqq grqrq qqggq gqqqr qraqr qqqgq sqqrq qqqqs qqqvq ggqqq qgqqq qqqqg gqqqg qqbqg 
rqqqq qgqqg bgqqg gqgqr qqgqq qqggg rgqqq grqqq rgqgq qqqqq qqgrr qgqqg ggqqq qgggq qgggq qggqq 
qqqqg rqqqg qqqgg qqqqq qqsqq qqggq qsgqq qqqqq qqgqq qqqqg qgqgq qqqgq rsqrg gqqqq qqqqq qqqgq 
qggqg qqqqq qgrgq gqqqq gqqqq gsqqb gbrqq qgqqq qqqrq rrqgr qqqqq qqqqq qqqgq qggqq qqqrg gqggq 
qssqq qqqqq sbqgq qqqrq qqrgq qqgqg gqgqq qqqqr qgqgg qgqqq srqgq qgqqq qqrqg gqqgq gqqgg rqqrq 
qqqqq gqgqq ggqqq qqqqq qrqgg rqqgq qgrqs qgqqq gqqqq qqqrq gqqqq qqgqq gqqgq rqqqq qqqrq rgqqg 
qqgqq gqqqq rqqqg qqqsq gqqqq ggqqg qqqqq qggqq bqqqq qrqgr gqqqg qgqqq qqqqg gqqqq gqqgr gqqqq 
sqqqr gqggq qrqqq qggqg qqqqq sgrqq qrqqr qgqqg bqgqq qqqqq qrbqq sgqqq qgqrq qqqqq qgqqq gqgqq 
qgqsq qqsgs qqqqg qqqqq qgggg qggqq qqrqg qgqgq qqqqg gqqqg qqqgq qqrqq qqqqq qgqgq gqqrq qqggg 
gqqqq qqqqg bqrqq qqrgq qqqqq gqqgq qqgqq qqqgq qgrqg qqgqq gqsqq ggqqq qqqqq gqqqq gqgqq gggqs 
ggggq rqsqq qqqqr qqqqq gqqgq qqqsq qqaqq ggqqg rgqbq gqqqg sggqq qsbgq qqqqq gqgrq qqqqq rqgqg 
qgqqq qqqqq qqgqq qqgqs qqbgq qqqrq qgqqq qrgrq qqrqq qqggq qqqqr qqqrq qqqrq qqgrr qqqqr qqqqr 
gqqqq ggqgr qggqq qqqgq qgqqq qrgqq gqggq vqqqs qgqqq qqqgg gqgqg gqqqq gsqgq qqqrq qsqqs rgqqq 
qqqqq qqgqq gqgqq gqgrq qqgqg gsgqq qqqqq qqrqr qqqgq gqqqq qqggq gqqqq qggrg qqgqg qqqqq rgsqg 
rqqgs qqqqq qqgrr qqqgq ggqqg qgqgq qqsqq qqgqs rqqqq gqqgg qqqqq qgqqg qqqqq qqqgq gqqgq rqqqq 
ggqqg qrqqq sqqrq qqgqr qbqqq qqqqg ggqqq ggqqr gqqqq qqqsr qbqgr qqqqg rqggr qrrqg ggqrq qqqgq 
sqgrg qgqqr rqggg qqqgq qqqgg sqqqq qgqqg qqqqq gqqqg qrqqg rqaqs qsqqb qqqrq qrqqq argqq qqqgq 
grgqq qqqqg gqqrg gqqgq qqgqq gqrqq rbqqq rqbqq rgqqg qqgqq gqbyq qqqsq gqrqg qqqrg qqqgq qqqqg 
gqqqq qgrqg gqqgq qrqqg qrqqg qqqqq gqqqq qggqq gqqqr ggrqr qqqqg qgqqq qrqgq ggqgr qgqqq qqgsq 
sqqqq gqqqq qrqqr qqqqq qqqqq qqqqr qqgqg qqggg qsqqq gqggq gqqqq qgqqq gqqqq sgqqq qqrrq qqqqq 
qrgqq qqgqq qqqqq qgqgq rqrqq rqqqg qqgqg gggqq gggqr qggqq qgqqq ggrgq qggqq gqsqq qqqqq gqqqr 
qgqqg qqqqq ggrqq qqqgq qqgqg rrbqr qqqqq qgqqq qgrqq qqqgq qqqqq sgqgq qggqb qqqqq qqqqg qqqqg 
qqqgq qgqqq qqggq qqgqq qqqqq gqqqg qqgqg srgrq gqqqq qsqrr qqrgq qqrqq qqrrq qqqqq qqgqg qgrgq 
qsgrq qqgsq qgqqq qqqqq qqgqg qqsqg gqqqs gqssq qqrqq qqqgq qqsqq qqgrq rqggq ggqqg qqqqq qqqqq 
qgqqq rqqqq qrqqg gqgqq qrqqq gqqqq qqrgg qgqqq qqqrq qrqgg qqgqg qqgqq qqggq qqqrg qrqqg qqqqq 
ggqqq qqqqq gggqr qqrqq qqgrr rqgqq qqggg gqqqq qgqgr gqqgb qqqqq qgqqr qqqqg qqqqb gqqgq gqqqg 
qqqqg gqqqq qgqaq qqqqg qqgqq qqrqr qqqqq qqqqq qrqrq qqgsq qqqqg qqqgq qqggq gqrqq qgqbr qqgqq 
qgqqq qgqqa qrggs qsgqq qqqqq qqgqq gqsss rqqrq qqqgq qqqqq qqsqg qqqqq qqqqq qgggq gqrqq qqgqq 
sqqrg gqgqq qggqq qgggq qqqgq qgqqg qqqqg rsqgr gqqrg grqqq qrgqq ggggq qgqqg gggqg gqqgq sgggs 
qqqgs qgqrg qsrgq qrqqg qqqqq qrgqq gqrsg sqqqg qrqqq rgggr qqqqg gqqqq qqggq qgqgq rqqqq rgvqq 
gqqqs qqqqg qrqqq qgqqg qqqrq qqqqq gqqqg qgrqq qqgqq qqrqq qqbqq ggqqq qgqss qqqqg gqqqq qqgqq 
qqgqg qqqqq qqqqg qqrqq qqqrs gqqqq rqqgq sgqqq gqqqq qqqqr rgagq qqqqq qgqgg qqrqq qgrqq sqqqq 
gqqrr aqqqg qqqrq qqqgg rqgqg qqgqq qsqgg qrqqq qqqqq gqqqg sqsqq rsrqg qgqqq gqgqq qqqqg qqqgq 
qrqqg qqqrr rqqgq qqgqq qqqqg qqqqq rqrqq gqqqq gqqgq qqqrq qqgqq qqqgq qqqqg ggqqg qqgqq qsqqq 
qgsgq ggqqq qqqqq qqqqq qrggq brqgq qqgqq qrqqq qqgqq qqgqr rqqqq gqgqq qggqq qgqrq ggqsr qqqqg 
qqgqr qqrgg qqqqq qqqqq qrqrq grgqs qqgqq qqrqq qqgrq qqqqq qqqqq qqqgq qgqqq qqqgq qqqqq gqqgr 
qsgqq qgvqq qqqgs qqsqq rqgqq qbqqq qqqqq ggqqq ggrqr qqbqq qqqqq qqqqq qqqqq qrrqr rgqgq gqqqq 
gqqsq gbqqq qrqqq qqqrr qqrqr qqqqq qqqqq qrqqr qqqqr qqrgq qqqqq gggqs qqqqq gqggq qqqgq qqqqq 
sqgqg ggqsq gqqgq rgrgb qqsrq qrssg gqgqq gqqgg qgqqq qqqqq gqqqq qggqq qqqqq qqqqq qrrgq qgggg 
ggqgq qggqs qqqqq qqgqs rqqrq qgggq qgqqq qqqqq qggqg gqgqq qqqsq qqqqq qrqqg qqqqg qqqgq qqqrq 
rqqgg rggrq sqqqq qgqqq gggqq qqqqq gqgqg gqggq qqqqq qqqgq qqqqg qgqqq qqgqr qqqgg qqqrq gqqqq 
qrqqq gqqqr rqqqq ggggs qqrqq qqqqq qqrqq qgqqr qqgqg qqqgq qgqqq gqgqq qqqqq gqqqq qqgqq bqqrq 
qgggq gqqgg qqgqq qqqqq qgbqq qqqrg gqqqg qqgqr gqqqq gqgqq qqrqg gqgqr bqgqq gqgqr gqqsg qqqgg 
gggsq gqgrq gggqq qqqbq qqqgg qgqgr qqqqg qgggg gqqqq qqqqq qqqqr qgqqq rqqrq gqgqg gqqqg rqqqq 
qggqq qqqgq qqggq qrgqq qgqqg qqqqq qqqgq qqqgr gqgqq qgqgq qgqqg gqqqr qggqq qqqqq ggqqg qqrqq 
qqqqq qqqgq qqqqq qsqgq gqqqq qrgqg sqqsq gggqq qqrqg qqqbq qqqgq qqqqq qqgqg qgqgg qqrqq qggqr 
qqqqg gqqqq gqqqq qqqrg gqqqq rgqqb qqgqq aqqqr qqgqg qqrqg qbqqq gqqrq qqqrg qgqqq gqgqq qqrqq 
gqggq qgqqq qqgqq qsqqq qqqqr gqqrq qqqqq qrqgq gqqqq qgggg qqgrq qgqbg qqqqq qqqrq qqqqr qqgqq 
qqrqg sgqqq sqqqg qsqqg qqsrg gqqqq gqqrq qqqsg gqqgq qgqqq gqggq qqqgq gqgqg gqqqq gqqrg qgqqq 
gqqqg qqqqg qqgqg qqqqr grsgq qrgrq qgqqq qqqgg gqqqq qrqgq qqqgg qqbqq qqsqq qqqgg qqqgb qgqqq 
qsgqq qqqrg qqqsr qgqgq qgggq qqqqg qqgqq ggqqq qggqg qqqqg ggqgr gqqqb qqqqq qrqqq qqggq gqqqq 
qqqrq qqqqr rgqgq rggqq grqgq gqqqg qsqqg gqqrg qqqqs gqqqg qggqr gqqqq grqqq qgqqq qqqqq gqrgg 
sqrqq gqgqq gqsqq rrqgg qqqgs qqqqq rqqgq qqqrq gqqgg qgqgq qqqqr grrqq gggqq qqqqg qggqg gqqgq 
qgggg grqqq bqgqq qqgqq ggggq qqqqq qsqqq ggqqq qqqrq qqqrq grggg gqqgq qqqqq qqqqq qqggq qqqrq 
gqqrs grrgq qqrqq grqgq qqgrq qqgqs qqgqq qgggq qqqqq qqggg qqrqq qgqrg qqqgq qgqrq qqqqq gqqqq 
qqgqq qqqqg qgqqq qqqqq qgqqq qqqqr qqqqr gqyrg rqggg qgqgg rgqqg bqgqq rqgrg qqgqq rggqr qqgqg 
bqqqg qgyqr qqqqg ggrqq qgqqq qqqgq sqgqq rggqq qqqqq ggqgg qqgqr gqqqq qqqqg qgggq qgqsq qqqgq 
gqqgq qqqqr qgqqq gbaqs qqqqq qqgqq qqrgq gbqqq qrqqq qgqqr qggqq qqqqq qggqg qqqqg qqqqq rqqrq 
qgqqq sqbqg qbqqq qqsgr gqqgq qgqgq qqgqq qgqqq qqqqq qqqgr ggggq qgqgq qqqrq qqqqr qrqqq qggrq 
qgqqq qgqqg qggrq qqgqq gggqq qqqqq qgqgq qgqgq qqqqr rqqqq gqqqq qrqgq qqqqq qsggq qsqgq qqgrq 
qqgqq qgrqq qgqqq grqgq qqqqg qqgrq gqgqs qqqqq qqggq qqqqq qqrqq qqggq grqqb qqsqr gqqqq gqqqg 
qqqqq qgqqr gqqgg grqqq rgqgg gqqqq qqqgg qqgqq qgqqq qgqgg grqqq ggggq gqgqq qqqqg qqgsr rqqqg 
srqgq qyqgg qqggg qqqgq qqqqq gqgqq sqqrg qqrqr qqgbg qqqqq gqrqq qqgqq qqqqq gqqqg qqqsg qqqqr 
qqgqg qgbrg qbqgq qqgqg qggqq qgsgq qqggq qgqsq qqqqg ggrgq qrqqa qqqgq qqqgg qggqq qqqgq qgqqg 
qqqqq qqqgq qgqqq rqqqg gqqgg vqqqq gqqgq qqqqq qqqgg gqrgq gqqqg qgqqq qqqqq qgqrs qgqgq qqqqq 
qqgqq gqgqg qqqqq qqqqq qqqqq gqqqr ggqqq qqqqg qqqqq qgqbq qqqqq qqrqg rgrqq qgqqq qqqqg qrqqq 
gqqqq qqqqq sgqqs qqrqq qgqrq qqqqq qqqqg qgggr rqqqq qqqqq gqqqq rgrgq qgsgq qqqqq rqqqq qqqqq 
qqgqq qgqqq qqgqq qrgrq qqqgq qqqqq qqgqq gqqgb gqqqq qgqqq qsgqq qqqqq qqqqq gqrsq gqqqq qqqgr 
sqqqg gqqqq rqqgg qqqgg qqgqr qqggq gqgqq qrqrs rqqrg qgqgr qqqqb qrqqq qqqqg gsqgq rgqqq qgqqg 
gqgqq qqqqq qrqrq qqqqq qrqqr qqqqs qgqqq vqqqq ggqqs qqqqq qqqrq qqsqs qqgqq qgqgq qqqqq qgqgq 
gqgqq gqggq qqqqq qrgqr gqqrg qggqq gqqrq qqqqs qgrgg ggqqg qqqsq qqqqq bqqqq qqggq qqgqq rqqqq 
qqqgr qqqgq qqqqq gqbqq qqqqr qqgqg qggqq ggggq qsgrq qqgqq grqqq qqgsq qqqqg qqqqr qqqgg qrqqq 
qqgbq rgqqr qqqrq qqqqq qqgqg qgqqg qqqqq gqqrq qqggg qqqqq sqqsg qsqqq qgqqq qqggq qqrqq gqgqq 
qqqgq qqqgq qqqqq gqggg gqqqs qqgqg qgqqq qaqqg gqgqg gqqrq qrgqg qgqrg qqsqq brgqg rqqgq qsqqg 
qqqgq qqqrq qqqqr qgqqq qqqgg qqqgg qqqgg qqggq qqggg qqqgg qgqqq qqgqg qrgrq qgqgq aqqqq qqqqq 
gqrsq gqqgq qgqqg gqqqg ggqgq rgqgq qqqgg gqqqq qqqqg gqqgr gqqrg qqqqq gqqgg qqqqq qqsgg qqrqq 
