rnrrr nrarn rrnrr rrrrz rrnnr pnpnr rprnr jrrrn rnprn rrnrr rrrrr rrnrj prznr nrnrr rrnrz nnznr 
zrrnn zrrzr rrpnn znrrp nrrrr nprrr rnrrn rnrnr rrnrz rrnnr zrrrr nrrrr rrnrr rnrrp znrrn rnnrr 
nrzrz rrrrr nzrrr rrrrr rrrrr rrrrr rrnnr rnnnn rgrnn rrrrn nrrnr rprrr rrnrr rrzrr rrzrr pnrrr 
zrrrp rrrrr nnrnr rrrnr rzrrr rrrrr zzrzr rrnrr rnrrn rnrrz rrnrr rrrrr nrrnr rrrrr rprrr rnnnr 
rnrnn rrnrr nnrrn grrrr rrzrr nrrrr rrrrr rrrnr rrrrr rrrnn nrpnr rrzzr zrnrr jrrnn rrnnr rnrrr 
nrrnr zrnrr rrrrr rprrr rrrrr rzrrr rrnrr zrrnr nrzrn nrrrr zzrrn zrrzr rrnrr rrrrr rrrrg nzrrn 
rrrrr nrzrn rrrrn rrrrr rrrrn nrnnr rrnnn prrrr nnrrr rrrrn rrrrr rzrrn rnnrn rrrrr rrznr rrrnr 
rrrrr rnrpr rrrrn nrrnr znprr pnrnr rrrrr rnrrr rrrrr rnrnr rnrrr nnrrr nrrrr rrrrn rrrrp rnrrn 
rnnnr rrrrn jrpnr rrrrr nrrrz rrrrn nrrrn rrrrr znrrr rnnrr prnrr rrrrr rrrrr rprrn rnrrr rrrrz 
rrnrn rzrnz rnrrn rgnrz rnnrr rnzrr nrrrz nrznn nrpnr rzrpn rnnrr zrrrr rrrnr nrrrr rrrrr rrrrr 
rznrn rnnrr rrrrr rrnrn rrrrp rnrrr rnnrn rrrrr zrrrn nrrrr rrnnr znrrr rrrrr rnrrn rnnrn nnzrn 
rrnrr rrrrr nrrrr nrrrr rrrrr rnnrr nrnrr rrrnr nrnrr rprrr rnrnr rrnrr rnrnr rrnnr rrrrr rnrrz 
rrrrr prpnn rrnnr nrnnr rrnrn rrrrr rrnnn rrrrr zrrrp nnrrr nnrnr rrrrz nrrrn rnrrn rrprr nrzrr 
ngnrr nrrrr nrrrr rrzpr nrzrr rrrnr nnnrr nrrrr rrrrr rrrrr rrrzr rrrrr rrnrr rrzrr zrrrr rnrrz 
rnrrr rrzrr rzrnn rnrrn nnrrn rrrrn rnrnr rprnn nrrnr rnrrn nrnnr rnrnr grrnn rrnrr rrrnr nrgrr 
prrzr pnrrz rrpnr rrzrr pnrrz rrrrr nrnrz rnnrn prrpr npnrr rrnzn gnrnr nrrnn nprnr nrnrr rrrrz 
npnnn rnrnr nrrrr pnrrr nnrrr rnrrr rrrrr rprjr rrrnr rnrrr rnrrn nnzrr rrrnr rrnrn nnrnr nnrnn 
rrprr rnrrn rrrrr rrnnr rnrrn nrnrr zrrrn nrrnn rnrnr rpnrr znrrr rnnrg nrrrr rrrrr rrrrr rrrrr 
nrrrp rrrrr rrnnr rrrrz rrrnn rnrrn nrrrr nrrpr rrrrr rrrrr rnrrr rrnrr rrrrn rrrzn rrrzr rrnrn 
nrrrn rnrrn rznrr rrrrr nnrnn rnrrz nrnrr rznrg nrrrr rznnr rrrgr rrrrr rnrrr rrnrp rrrrr zrrpr 
rrnrz nprrg nrznr znzpr rrrrr nnrrr znrrr zrrrn rrnnp rrrnr nrrrn rrrrr rrzrn rrzrr nrnrr rrnrz 
rrrrr rrrrn rrprr rrrnr zrnnn rrrrr rzrrr nrrng prrrn prnnr rrnrz nzrrp prrnr rnprr rrnrn nrrnr 
zrnrr znrrr nrpnr rrrrr rgrnz prrrr rrrrr rrrnz rrnrr rnrnr rrprr nrrnr zrrrr rrrrr nrrrr znnrr 
rrrjp rrrnr rzrrr rnrrr nrnrn znrrr rrrrr rrrrr rrrnr rnrpr rrrrr nrrrn rzrrr rrnnn rzrrr nrrzz 
rnrrr rzrrr rrrrr rnrrn nrrrr nrrrr rnrrz rrrrr zrrrr rnznn rrrrn rznnr znrrr rrrzz rrrrr rrrrr 
rrrrr nrrzg rnrrr rrrrr nrrrr rrprr rrrrn nrnrr rpnrr rrnrn rnrpr zrrrn nnnnr rrrrn rnrrr rrnrr 
zrrnz nnrrr rrrnr rrrrr rrrnr nprrr nprnr rzrrr rzrrr rrrzr nnrrz zrrrz rnrrr rzrzr nrrnn rrrrr 
nrrnn rzrrr nnnrr nzrrr rrnrr rrrnr nrrnr rzrrn rrrrn rrrrr rrnnr znnrr rrrrr nnrnr rrrrz zrrrr 
rrrrr rrrnn rrrrr zrrrr rnrrp rrnnr rjnnr rzrrr rrrrr rrrrn rzrrr rnnnn nrrrr nrrnr rnrrn rrrrr 
zrrrr rnrnr rrrrr rrzrz rrrrr nznrn rnrzr nrrrr rrrrr nrnrz rrrrr nrnnn rnrrn rrrrr rrnrr rrrnr 
rrrrr grrrr rrrrr rrrzr rrrrn nnznr nrrrz nnnzn nrrrr rnrnr zrrrr rzrrr rnrrr nrnrr rzrrn rnnrn 
nnnrr zznrn rnnnr nrnrz rnnnn rjrrp rrgrr rrrrr rzzrr rrrrr rrrrz rrrrr rzrrr rprrn rzrzr nrrnn 
rnrrn rrrrr rrnrr rrrnr rnnrz rnrzr rrnnz rrrnr rrrrr rnrrr nrrrr rrrnz rnrrn rrnrr nnrnr rnzrn 
rrrrr rrpnr rnrrr zrnrr nrrzz rrrnp rrrnr rrrzr nrrrr nrnrr rrprr nrrrr rnnrp rrppn zrrrn rzrnr 
rnnrr nrrrn rrrrr rrjnr rrnzr rrrzr nrzrr rrrzr rnrnr rzrrr gzrzr nnrrr nrnrr nnrnr nrrrr rrrrz 
rrrnr rrrrn rprrn rnrrr zrnnr ngrrr rnrrr rrgrz rznrr rrrnz rrnnr nrnrn nnrzr rrrrp rnrrr nznrr 
rrzrr rrrrr nnrrr rrrrr rrrrm rnrrn zprrr grzrr znrrr nrrzz rprnr rrrrz rrrrr rnrrn rrzrr rnrrn 
rnrrr rrnrr nrrnr nrgrr rrnrr rrrnr rrrrn rrrrr rrzrz rrrrr nrrrr rrnrr nnrnr rnrrr nrzrp rrrnr 
rrrrr rzrrr rnrnn rrrrr rrrrr rrzrn rzrrr rnnrn zrrnr nrrrn zrrrr nnnzn rprzr rnnrp rnpnr prrrn 
nrrrr rrnrr rrzrr rnrrn rrrrr rrrnr prrrr nnrnr rrrrz nrrrz nzrrr zrrnr rrrrr nprnr zrrrp prnnr 
rrrrr zrrrr nrrnn rrrrn rznpr pnnrr rnnnn rrrnz rrrzr nrzrg znrrz rrrnr rrrrn rrnrr zrrrn rrrrr 
rrrrr rrrrr rnrrn rrzrr rrznn nrrrn rnrrz znrnn rrrrr rrrrn nrrnr rrngr rnrrr rrrrr rrnnn nrrrr 
rrrrr rrrrr rrnrn rrrnn rrrnr rmpnr rrznr zrrrr nprrr rrrrn rrzrn zrnnr nrrzr rrrrr rrnrr rnrrr 
nrnrn nrnrr rrrrn nnrrn zprnz rrrrr nrrzr rrrrr rrnrz rprrn rrrrr rrnrp rnnrr rnnrr rrrrn rnnrn 
zrrrr rrrrr rrnzz rzrrr rrpzn nrrrz rrgrr rpnrr rrnrr zrrrr nrrrn rrrrz znnrn zrrrr rrrrr rnnrr 
rrrzr rpnnr nnnrr rrrrr rrnrr nnrrr rrrzr rrrrn nrrrr nnrrr rrzrn rrnnn rrrrz rrnrr rzrnz rrrrr 
rnrnz nrrnn nrrnr nrrnr rzrrn rrzrr rrrnr rnrrz rrrrn zrrrn rjnrr rrgrn prrnz rrnrr znrpn nzrnr 
rrrrn nrnzn rrrrr rrnrn nrrrr nrrrz rrnnn rrrrz nrrzr rrnpz rrrrr zrrnr rrrrz rrrrr nrrrr nrnrr 
rnnrn rrnrr nnprp zrrzp rrrrr nrrrr rzrrr rrrrm rrrrr rrrrr znrrp rrrrr rprrr rnprn rnnnn rnrrr 
rrrnz rrnrr nrrnn rnnnn rnrnj rrrrr rzrrn nrrrn rrrnr rzrnp rrnrr rzzrr rrrrn nrnrr rrrrn rrrrz 
rrrzr nrrzr rzrrr rrznr nnnrn rrrrr rrrnn nnnnn rrrrr nrrnr rrnnz nrpzr nnrrn nnrrr rrrrr nnrnr 
rrrrr nnrrr rrprr nrnnr zzrrr rrrzn zrrnr rnrrr rnrrn rnrrn nrrrr nrrnp rrrrr rrrrr rrrrn rrnrr 
rrzrn zzrzn rrrrr rnnrr rrzrr rnrnr zrnrr rnrrr rrznr zrrnr rrrzr rrrrr grrrr nnrrn rprrn nnnrr 
nrrnz rrzrp rrrrr nrrrp rnnrr rrrnr rnzrn rnrrn rrrnr rrnrr nrrrr rrrnp nnrnr rnrrr rnrrr rnrrn 
nrrrr rrrrp rnrrr nrnrr rnnrr rzrpr rrzrr rrrrr rrrrr rrrrr rnnrr rrrrr nnzrp rrzrp nrrrr zrnjn 
rrrrr gpzrr rrrrr nrrrr rrzrr zrnzr zrrrn nrrrn zrrzr zrrzr nrrrr nprrr nnnrr nznrn nrrnr rnrnr 
rjnnr rznrr rrrnr rrrrr rrrrn rrznr rnrnr nznrr rnnrr rrrnr rrrrr prrrn rnrnn nrnrr rpnrr nzrnr 
rprrr rrrrn rzrrr rrrrr rrrzr rnrrr rnrnn rrrzz znrzr rrrrn rrnrr nprrr rpnrz rnnnr rrrrr rzrrr 
rrrrr rrnrz rnrzr rrrrr rnrnn nzzrr rzrnr rrrrr rrrrr rrrrp rrrnn rnnnn rnrrn nrnrr rnznn rrnrn 
rrrrr rnrzr rzrrz rrrnr rrrnr rrrrr rrprr rrnnr rrnjr nrrrr nnrzr rrzrn nrnrr znnrn nrrrr rznrr 
rrzrn zrnrp nrrrn rrrnn rnrnr rrnrr nzrnr zrznr rnnrz nrrrn nrrrn rrnrr nrrnr zrnrr nnprr nnrrr 
rnrnp rrrrn znrnn nrnrn nrrrr zrrrr nrrrz nrnnr nrrrr rrrzr nprrr nrrrr rnrnr rnzzr rnrrn rrrrr 
nrnrr znrnr nnrrr rrrnn nrzrr nnzrr nrrrr zrrnr rrrrr rrzzr rrnnn nrrrr rpnrn nnrrr nnzrr rrrrr 
rrrrr rrrnr nrznr rrrzn rrrrn rrrrr rrrnn rnrpr rrrnr rrrrr nrzrn grrnr rnrrz rrrrn rrnrr rrrrr 
rgnnr nzzrz rzrnr nrnnr rnnrr rrzzr rrrrr rrrpn znrrr rnzrr rrrzz rrrrr prrrr nrrrn rnrrr nrrnr 
zzrrr nnrrz rrrpr rrrnr rrrnz rrzrr znrnr rnnnr rrrnr nrrrz nrnrr rnrrz rrzrr rrzzr rrzzr nrnrn 
nrrrp rrrzr rrrrr rnrrr rrrnr rrrnn rrrrr rrrnr rgnzn rrrnr nzrrr rrrrp nrnrz rrrnr rrnnr nrnrr 
rrrrr rrrpr nnnrr rrrrr rnzrr rgnrr nzrzn gnrrn rrrrn rrrzr rzrgn rrnnr rrrrr rrrrr rrrrr rrrrr 
rrrzr rzrrr znrrr nrrrr nrrnn rznrn rrrrr rrrzr rrrzr rrrgn rrrrr rnnrn pnrmr rnrrr rrrzn rzzrn 
nznrr rrrrr rnnnr nnnrr znrrn zrgrr rrnnr rnrrr rrnrr rrppr rrrrn rrrzr rrmzr rnnrr rnzrr rnrgr 
rnzrr nrrnn rrzrr rrrpr rrnrz rrrrn nrrrr rnrzn rrrrr rrrrr rnrrr rnrrr nrrrr rrrzr nrrnr rrznr 
rrrzr nrrrn zgrrn rgrrr nrrrn rrrrr rzrrn rrrrr rrnrr rrrrr nnzrn rrrjr rnrnr rrrrr rnrrn rrrzr 
rnrrr nrnnn rrpnr rnrrr nrrrr rrzrr rnrrr rrrnn rrrrn nrprr rrrrr rnrrr rrrnr rrnrr zrnrn rzrzr 
rnrnr zrnrz rnrrn rrrzn rrrrn rrrrn rrnrr rrrrr rnrrr zrnrr rrrrr rnzrp nrnrr nrrrn rrrrr rrnrr 
rnrrr rrrnr rrnnr rrrrr rrnrr rrnrr rrrrr rnrnr rnrrr nrzrr rrnrr npzrn rrzrr rrrrr rrnrn zzzrn 
rrnrn rnrrr rnnnr rrrnr rrrnr rrzrn rrrrn rrrnr rrrrr nnrrr rrnrn rrrrr rrrrn jrrrr rrnrr rrrrr 
nnzpr rrrrr rrnnr nrrpn rrnrr gnrrn nrrnr rrrrr nrrrn rrrrn nrzrr rrrrr znrrr rrrrr gprnr rrnrr 
nrrrn rrrnr rnnrr nzrrj rrrrg ngrrn nrzrr nrjnr rrrnr prrnr rrrrr gnrzr znrrr rrprr rrpnr rnrrn 
rrprr rrrrz nrrrr pnrrr rnrrn nrnnn rrrrn rnrnr rzzpn nrrnr rrzrr rrrnn nnrrr rrrrr znrrr rnrnr 
zrrnn rrrrr rprzr nnrrr rnrrr rrzgr rnrrr rnrrr nrrnr rprrr nrrgr nnrrz rnprr rrrpz nnrnr nrrrr 
rpnrn rnnrr rnmnn nrrrr nrrrr rnrrr rrrrr znrrr rrnrr rrrrr rnrrr zrnrr rrrrr nnrrr rrrzn rrrrr 
rrrrr npnrr nrrnn nnprr grnrn rrnrr rnrrr nrrrr rngnr rznrr rrnrn rzzrr rrrnr nrrrn nzrrr nrrnr 
zrrrn znnnz rrrnr prjnr rrnnn rnrnn nrtrr rrrrn rnnrr nrrnr rrrrr rrrrz zrrrz rnrrz zzrrr rrrnn 
rrrnr rzrrn zrnrr nrrzn rrnrr rrrzr rrrrr rngzn nprnr rrgrz nrnnn nrrrn nrprr nrrnn rrrrr nrrrr 
rpnrr rnnrn znnrr rrzrn rnrrn rrrrr rrnrr zrrnr rrznr rznrn rzrnr rrrnr nrnrr rnnnr rrrnr rrzzr 
rrrnn rzrzn rrnrn rrnrn rrnnn prnzr grrmr zrrrn rrrzr rzrrn nrnrn rrprr nrgnn rnrrr rnrnr rrrrr 
nrrnr rnrnr rrnrr rrzrr rrrrz zrnnz rrzrr rrrrr rnrrr rrzrr rrrzr rnrrr rrrnr rrrrn zrnrr rrrrr 
rrpnp zrnrr rrnrr rnnrr znnzn rrrzr znrrn rrrrg prrrz zrrzn zrrnr rrnrr zzrrn rrrnr nrnrr rrrzn 
rjzrr nrrrr rrrrr rrrrr rnrrn rrrrr rzrnz rnrrr nrnnr rrrrn rnrrr zrrnr nrrrn zrrrz rrnnn rnrrz 
rzrrr rrrzn nrznr rznnr zrnnr nrrrn rrrrr rrrzr rrnzr rnrrr rrnrr rrrrp nrnrr rrrnz rrzrr rnrrr 
rrrrr mrzrr rrznr rrnzr rrnpr rrnrn rnrrr rrrrr rrnrr nzrrz rrrnr rnrrr rrnnz nzrrr nrrzr rrrrn 
nrrrr rrrrz nrrrn nrnzn rrnrr rrnrr nnnnn rrrrr zzrrr zrnrr rnrrn rrrrr rrrrr zrrrn rrrrn zrrnr 
rrrzr nrrrr znzzr nrrrj rrnrr nrrrr rrzrr rrzrn zrrrn rrrrp rrzrn rzrrg nrrrn rnrnr zrrrr zrnrr 
zrrrr nrrpr rzrnr rrrrn rrrnr rrnpr zrngn rrrrn rrnnr rrzrz zrzng rnnrr rnrrr rnrnr rzrnn rrrrp 
rrrrr rrnrr rrrnr rpnnr rrrrr rrnrn rnrrg rnrrr nnnrz rrrrz rnrrr nrrrn rzrzn rrngz rrnrr rnrrr 
rrrrr rnrrr rrrrr rrnrn rrrrr rnrrn rrrrp rrnrr rnrrr rnrnn nrrpn rnrnr rrrpr rnnnr nnrzr rrrrr 
nrrnr nrnrr rrnrn nrzrr rrrnr nrnrz rrrzn nnzrr rnrnr rrrrr nrrnr rzrrp rrrrr rrrrr nrnrn nnrrp 
nrngr rrznn rrznr rrnnr nrngn rrrnz nrrrr rrnnr nrrrn rnrrr zrrrr rrrnr rrrrn rrrnr rrrrn nrnzr 
rnnrr rrrrr rrrrn nrrrn rrrrr rrrrn grrnr rnrnr rrrrn nrnrr rrrrr nrrrr rrnnr zrrrr zpnrr rrrrn 
rrrrr pnzrz nrprr rrzrr nnrnr zrrrn rrrnr nrrnr nrrrr rnrrn nnrrn rrrrr rrrrz rrzrr rrrrr rnrrr 
rrrrp rnrrn rrzrr rrnrr rnrrn nrrrr nrzrr rnrrr rrnnn rpnzr nrzrz nrnnr nrrrn zrtrr rrrrr zrrrr 
rnnrr rrzzr znnrr rrrrr nrrnz rrnrg rrnnr rrzrr zrrpg rnrrr zrrnr zrrnn rrnnr rnprr rzrrn rrrrz 
rrrnr rrrrn nrrrr nrzrr rrrpr nrnjn rnrrr nrnpr zzrrr rrnnr nrrpr zrnrj rrrrr grrrr nrrrr rrjrz 
rnrrn rrrrr rnrnr rrnrr zrnzr nzrrr rrnnn prrrn nrrrr zrrpr rnrrr nrrrn rrnrr rrrnr nrnnr znrnn 
rrrrr rrnnr zrznr rrrnn rnrrr zrrnr rrrrz rnrrz rrrrz nznpr rnrrr nrnrr prnzr rrnrr rrrrr znnrn 
nzprr rrzrr nnrpr nrrzr rznrr nrrrr rrnnr rrzrr rpnnn nnrpn zrrrr rrrrn nrrnr rznrr prnrn nnrnr 
rrnrr rrrnz zrrnr rrrpr zrrrn rrrrr znzrr znrrz rrrrr rrnnr rrrrz rnrzr rgnrn rnrrn prrrr rrrnr 
rnrzr rgnrp rrrrr rnrrr rnznr rrrrz rnprr rrrnr rrrrr nrzrr rnrrr przzr rrrzr rrrrr nrrrr nrrrr 
rrrrr rrnrr zrrrr rrnrr nnnrn rnrrr nngrr rrrrn rrnnr rrrnr nrnzr nrrnr zrrrr nrrrr rnrrr rrrrr 
rnrrn rrrzp rrrpp nnrrr rrrrr nrrzr nrrrr rnrrr rrnrn rrrrr rrrnj rnrrr rnnrr nrrnr zrnrr zrrrn 
rrprr rrnrr nrrnn rrrnz rnnzr rrrrr rrprr zrzrr grnrn rnnrr grrzn pnrrr nrrnr rrnrr zrnrr rnzrz 
rrrrr gzrrr rrrrr rrrrr nrrrr rzrrr rrrrr rzrrr rrnrr rrrrr grrrr prnrr rnrrr rnrnr nrrrr rrrrr 
nprzn rnrrr rrprr nzrzr rnrrn rnrnr nrnrz nrrrr rrnnn nrnzr rrrrn rnrrr rrrrr nrrrn rrrzz nnrrr 
rrnnr prrrr rrnzn nrrpr rnnpr rnrzr rrrnr rrrrr nrrrr rnjrn rrnrr rnrnr rrnzr rrrnp nrprr nzrrr 
rrrrr rrrrr nrzrn rnrrr nrrrn rrrrz rrrrr rnnrr rrrrn rrrrr nnrrn rrzrr rrrrr rnrrr rjrrn rrzrn 
zrgrz nrprn nrgrr rnnrr zrnrn nrnnr nnrnr rrnrr rrrzr rrrrr rrrrr rrrnr rrrnr rrrrr zrrnn rrnnr 
rjrrr rrzzn nrrrn rpzrr rrnrz rrnrr zrrrr zrrrr rrrrr rrrrz rnrrr rprrz nnzrr rrrrn rrrpr rrrrr 
rrrrr rrrrr nrzrr rrrrr rrrnn rrrnr rrrrz rrnrn rnnrr nnnpg rrrrr zzrrr rnrnr rrrrr nnzrr rrrrr 
znrnr rrnmr rrrrr znrrr ngzrn rrrrr rnrzr nrrrn nrnnr rrrrg rrnnn nnrrr rrrrr nrrrr rrrrz rrrnr 
rrrrr prrrr rrnrz rrznn rrprg nrrrn rrrnr rnrnn rrrzr rnrrr nrnrn nrrrr rrrrr rrrnn nrnrr rrrrr 
nrrrz rrrgz rnrrr rrnnr rrnrr rrprr rrznz rrnrr zrrrr rrrrz rnrrr rrrnr rnrrr nrrrr rrrnn rrnnr 
rrrnn zrrrr nznnr rnrrr rrnnz znznr nnnzr nrpnr rnnrz rrrnr rnzrr nnznr pnnrr rzrrr znzpn nnrrn 
rrrrz rrrrn nnrrn rzzrr rrrrz nzrrr rrnnr rrrrr nrprr rrnrz rnrrr rrrrr rrnnr nnrrr rnrrn nrrpr 
rrnrr nrnzr nrrrr rnnrr rnrrn rprrr zrrrr ngrnz rnnrr pzrzr nrznr rrnrr rrrnr rnrrr rrrnr nrrzz 
rnrnr rznnn rrznn rrnzr rrrrn rnzrr nrrzr rnrnr rrnrr rnrrn nrrrr rrznr rrprr nzrpr rzrrr jnrnn 
zrrpn rrrzr rnrrr rrrrr rnrrr rrzrr rrrrr rnrnr rnrrr rrznr rrrrr nprrn rrrnr rrnrr rrrrr nrrrn 
rnrrr rrrpr rnrnn rrrrn rprrr nrrrr rrnrn rrrrr rrnrr rpnnz rzrrr nrrrn prrrr znprn znrrr nrrrr 
rrrzn nrzrr rrnpg rrrrn nrnrz rrzzn nrprz rrrrn rnrnn rrrrr rrrnz zzrrp rrrnr rnnrn nrnrr rprnr 
pzrrr rrrrr rrgrn nrrrr nrrrr rrrrr zrrrr rrprm zrrrr rrrzr rrpnr rrrzn rzrnz rrprn nrmnr rnrrr 
rrrpn rrnrr rrrrr rrrrz rrrrp nrzrn rrzrn nrrnr nrnrr rngrn rnrrr rrzrr nnrrr rnrrn rrnnr nrrrr 
rrrrr rprrn rrgrr rrnrr zzrrr nrrrr nnrrr rnrnr rrrrr rnrrr rrrnr rrnnr rpnnn rrrrr rrnjr rrrrr 
nrrrz zrrrr rnrrp rrrrr rzrrr rrrzr nnnrr gnnnr rnrrn rrrrr rrrrn nrrrr nrrrn nrrnr prrrn rnznr 
rzrzr rnrrg rrrnn rrnrr rrrnr rzrpn nrnrr rrrrr zrrrr rrrzr zrrzr rrrrn nrnrr rnrrz rnnrr rnnrr 
rrrrg rrrrr nrrrr rrrrr rrnnp rrrrr rzrnn nrrrr rnrrg rrrnr pnrrr rnrzr rrrnr nrnrr rrzrz rprnr 
nrrrr ngrnr rrrrr rrnrr rrrnr rrzrr rrrrr rznrr nrrrr rprrn rrrzn rrzrr rrrrn rnrrr rrznr rrrnn 
nrnnr rrrrr nnzpr rrnrz rnrzr nnnrr rpnrr rzrrr rrrrr nrnzr rznrn rrrzg rrrnr rnrrn pzrrn rrnrr 
nrrrg rrrrn rrrrn rrnnr rrnpn rnrrr grrnr rrrpn rrnnp rrprn nrnrr rrrrn rrrnr nrrrr rrnrr rrrrr 
rrrrn rnnrr rrnrr rrnnr rrrnn znnrr rnznn nzrnr rrrrn nzrrn rrznr pnpzr rnrrr nznrr rnnrn rnrrr 
rrrrr nrrnr rrrrr rnrzr rrnrp rrzrr zzrnr rzrng nrrrr znnnn rrrrr rrnzr rrrnr rrrrr rnnrr rznnn 
rrrrn prrrn nnnrr rnnrr grrrr nzrrr rnnnn rprrz rrnnn nzrrr rnnrr rrrzr nrrrr zrnrz rrrrr rrrrr 
rrrrr rrrrz rrnrp rrnrr nrnrz nrpnr zrrzn rprrr rrrrr jrrrr rrnrn rrrzr rrrrr nzppn rrrnr rrrrr 
rrrnr nrrnr rrrrr rrrzn rrrrr nrrrr rrznr npnrr rrrrr pnrrj rrnrr rrrrr rrrrr nrnrr nrrrr rrrrn 
rrnrg nrrzr rnrrr nrrrr rnnnr rgrrr rnrrr rnrrz rnrrr rrrrz rrrnn rzrnn rrrrr nrnrr rrrrn rzrrz 
