nqqqj qqdqq qqqqn ndqdq qdqnd qyqyd qqqdq qqyqq qdddq ddqqq qqqqq ddqqd ndqqq dyqdd qnnqd qnddq 
qnqdn dqqnq dqdqq dqqqd qqddd qqqqq ddqqd qnqdq dqnqq yqqqq dqdqd qqqdd yqdqd dyqnq qqqdq qqqqy 
yqqqq qdqjq qqdqq qdjqq qdndd dqyqq qqnqq dqqqq qddqq qdnqq qydqq qqqnq qqqqq dnqyd qqqnq dqqqq 
qqqdd qdqqq qqqdd qddqd qqddd qdqdq dqdqn qnqdy qnqdd dqqqq qqqqq qqqqn qqqqq dnqqq qqqnq qqqqq 
qqqdq ynydq dqdqd ddqqq dqqqn qqqdd qqddq dqqqn dqqdn ddqqd qdndq jqqqq qqqqq dqyqd qqnqq dqdqd 
dqdyq qqqdq qqdnq qdqqn qqdnd nqqdq nqqdy qqqqq ddqdn qqqqq qqqyq qqqdq qqdqq qyqqq nqqqq qqqqq 
dqdqd ndqqd qqqqq qdddd qqqqq nqqdq dqqdq dyqqd qjqqy qqdqq qqqdq qqqqd qqqdq ddqnd qqqqq dqddd 
nyqqq ydqqq qqqdd qqdqd qqqqq qqdqq dqqyn qqnqd qqqdj nqndq qqqdd qqdqq dqnqq qddnd dqqqq qqqdq 
dyqqq nqqqd ddqqd qqdqd qqqqq qndqd qqqdd qdqqq yddqq qyqqq qqqnq ddqqq ddqqn qqddq qdqqq dqqqq 
nqdqd qqqqd qqqqn nqqqq qqqqd yqdqq qqqqq qnqyq ndddq qdqqq qqqdy qdqdq qqqqq nqqqn qqqqd qqqqd 
qynqn dqdqq qqqqy dqdyd qqddq qqqqd qqydq nqqqq qndqd dqddq qydqq qyqdq nqqdd qdqdq dqqqn qqdqd 
qdqqn qqqdq qqqqq dqqnq qqqnq qqqnq qqdqq nkqdq nqqdq ddqqq qqkqq qdqqd qdqdq qqnqd qqnqq qqdnq 
qdqqk nqqnq qqqqd ddqqq qqyqd qqydq qqdqq qqqqq qqqqd dqqqy dddqq nqqnq qqqqq qqqqd dqqqq nddqq 
qqqdd qdqdq dqydq qqqqd qqqdn dqhqq qdqqq dnyqq nqjqq qqqqq qdqqd dqqqq dqdqq qqqdq qqqqd qqdqq 
qqqqq dqnqd kqqdq qqqqq qqqjq qddqd nqqqq qqqdd dqqdq dydqq qqqqq qddqn nndnq qddqq qqqqd dqdqq 
qnqqq qqndq nqdqq dqqdd qqdqq qyqdq dqqqd dnqdq qqqqq qqqdq qqqdq qqdqq qqqqq qqqqq qdqqq qqqqd 
qddqd dnqqq qqqqq nddqn dqdnq dqqdn qqqdq qqqqq qqqqq qqqdq dnqqd dqqqq nddqq qqqqq qqkqn qdqqd 
qqnqq qqqqq qqnnq ddqqq dqqdq qqdqy dqhqd ddqqq qqqqd dqqdy ddqjq yqyqq qqnqq qqqqn qdqqq qqdqq 
ydqqd qdqdq qqnqd qqqqq qqqqk jyqdq qqqqd qqqqq dqqqd dqqdq qqqqd qqqqq dqdqq qqqqd qqqqq qqnqn 
dqqnn qdqdd qdnqq dyqqy ddqqd nqqqq dqqqq qqqny qqqqq qqqdq yqdnq qynqd yqqqq qqdqq qqqqq qnqqq 
qddqq qqqqq qqqqq qqdqq dqqqq qyqdq qqqqq dqqqq dqqqq qdqqy qqqqd qqndq qqqdq qnqqq dqdnq qdqdn 
qdddd dqdqq qddqq qddqq qqdnq qqqyq qdqdq qdqnq nqqqq nnqqn qqqqd qqqqq qnndq dqqqq qddqd yqqqq 
qqqqq nqqqq qdqqd qndqq qdqqq qqqqq nqqdq qqnqd dqqqd dqqqq qqqnn ddqqd qnqqq qqdqq qqqdq qqddd 
qqqnq qqqqd qdqqq qnyqq qqqdq qqdqq qqqqq qqqqq qdqqd dqqqq qqqqq qqqqd dqqqq dqqqq qnddd qdddq 
qnqnd dyqqq qqqyq qqqdq qnqqq ndqdq qqdqq qddqq qqqqq qndqq qqqqq qnqqq dqnqd qyqdd qdqqd qqqdn 
qnqqd dqqdd qqhdq nddqd qqqdd qdqdd dqqdq qdqqn ddqnq qqdqq qdqqq dqqqq qqqqd qqqqq jqqqq qqqqd 
qqddq dqqdd nqqqq qdddq dqdqq nqqqq qqqqq qqqqd qqqqd qqqdq dqnqq qqqqq dqdqd qqnyq jqdqq ddqdd 
qdnnd dqqdd qdqdq qdqqq dqqqd qqqdd dqqdq qjqqq qqdqn qqqdd dqqqd nqqqq dqqdy qqnqq qqqnq qqdnq 
qdqqq qqqdq qqqnq qnqdq qqqqq ddqjd dqqqq qnqqd qqqqd qqqqq qdqdq qqqnd qqnqd nnqqq qqqqd qqqqn 
qqqqd qqqqd qqqqq qqqqq nndqn dqdqq yqqqq qqqdd qqqqn qqqdq qqqqq qddqq qqddq qdnqq qyqqq qqqdd 
qqdqn qqqqd qqdnq dnqqy qqqqd qqdqq qdqqd dqqqq qqdqd qndnq dqqyy qqqyq qqqqq qqddq dqqdq qqqqq 
jqqdq qdqqd dqqqq qqqqn qqqqq jqqqq qdqqq dqqdq qqqdq ddqqn qdqqq dqqdq qqyqd ddqqq qqqqd dqqnq 
qqqdq dddqq qqqqq qqqqd qdqqd qqqqq qddnq qqdqq qqqdq dqqqd qqqqq dqdqq qqdqd qqqdd dqjqq qqqqq 
dqqqq qqndq dnqqq qqqqd qdqnq qnqqq qqdnq qqqnq nqqdq qqqhq qqqqn qqqnq qqqqd qqnqq qqdqd qqdjq 
qqddq qqnqq qqyqq qqqqq qndqq qqqqq ndqqq qqqqq njqqq hqqqq qqqqq qqqqq qnqdq qdqdq dddnq dqdqn 
qnqqq dqqdq qqqqd qqdqq qqqqq qqdqq qndqq qqqdq qnqqn ydqqd ydqqn qqqqd qqqqq qqqdq qqqnd qqqqd 
dqdqq yqqqq qqkdq qnqqq dqqdq qdkdq qdqqy qqdqq dqnnd dqqqq qqnqq qnddd qdqqq qdqqy nqqdq qqqnq 
qqqqn qqndq ddqqq qqqqq ddqqq dqqqq qddqn qnqqq qqqdq qqqqq qnqdq ndqqn qqdqq qqqqq ddqqq qqqqd 
qqnqq qdqqq qqqqq qqqqn qdqnq qqqdq qdqdq qqdqq ddqdy qqqqq dnyqn qjyyd qqqdd qqqqd qdddd qqqqn 
qddqd nqqqq qqqdq qdqqq qqdqq qnnqq ndqdq qqqqq dqqdn qndqq qqddq qqqjq qnnqd ddqqq qqdnd qddqd 
nqdqq ddyqy qqddd ddqdq dqdqq qqqqj qddqd qqqqd qqqqd nqdqj qqqdd qqqqq qqydq qqqqq qqqqq qqqqq 
nqqqn qdqdq qdqnq dqqdq nqqdd dqddd qqqqj nnqdq qnnqd qqqqq nqqdn qdqyd qqqqq nqqqd qqnqj qqqqq 
qhqqy nndnq qqqqd qqddq qqqqn qdkqq qqdqq qqqqy jdqqq qdqqn qqdqq qdqnd qqqdy dqdyd qdqdd yqqqq 
yqqqq qqqqq jdqqq qqqqd dnqqq yqqqd dqdqq qqqqq ndqqq qqqqq qddyd qnqqq qddqq qqqqq dqqnq qqnqy 
dqqdd ndqqn qqqdq qqqdq qddqq dqqqn qqqdq nqqqq dqqdq dqqqd dqqqq qdqqq qdndq qqqqd jdqqq qqqdq 
dqddd qqdqq qqdqd ddqqy qdjqq qqqdq qqqqq qqqqq qqydd qqqdq qqddq qqyqq qqqqq qdqqq dqqqq qqqqq 
yqqdd qdqnq qqdqq qqqqd qqdnq qqnqd qqqqn qqqqq qqqdq qqqqd qddnq qqdqq qdnqq qqqqq qqndq ddqqq 
qqqqq nqqqq qdqqq qqqkq nqqqd qqqnq qqqqq qqqqq qqddq dddqq qnqdd qqqdq qdqqd qqqqq qqqqq qdqqd 
qdnnd qqnqq qqnqd qdqqq dqqqq qqqqd nqqqq qdqqd qdqqd qqqyn qqqdq qddqd dqqqq dqnqq dqqqq qqqqd 
dqqqd qyqqq qdddq ndqdq ddqqq qqqqq dqqqj dnqnq dddqq dyqqq ddqqq qqqqq qdqqq qqqqq qydqq qyqqq 
qqqqq dqqqq qqndd qdqqq qqqqq dqqqq qdqqn ddqdq dqqdd qndqq qdddq qqqnd qnqnq qnyqq dqnqq qnddq 
dyqqq nnqqq qqqdn qdqqq nnqqd qqqdq qdqqq ddyqq nqqqd qndyq qqqqn qdqnd qqqqq qqqqq dqqqq qqdnq 
qnqqd qqqqd dqdqq dqddj qqqqn yqqqd qdqqq qqqdk qqqqq qdddd qqqqq qqqqq qdqqd qqqqq nnqqd qdqqd 
qqdqq qqqqq qqqqq qqqqq dnqqd dyqqq qnqdq qqqnd jnqdd dqqdn dqqqd ddqqd dqnqy ddqqd nqqqd qqqqd 
qdqqd dddqn qdqqq qqqqk qdqqq dydqq dqydq qqqyd nqqqd qddnq jqqdq qqdqq qqnnq qddnd qqdqn qqqqq 
qqjqq qqqqq qnqqq qqqqq qqqqy dqnqq qqqdn dqdqq qdqdd qqqdq qqqqq qqnqq qqqqq qqnqn qqqdq qqqqq 
qqqkn qqqqq qqqqq qqqdq qdqqq dqqdq qqdqd qdqqq qnqdd qdqdq qdqnq nqdqq dqqqd qdddq qddny ddqdn 
qddqq qdjnq qqqqq qqqqq qqndy qqqqq qqdqq dddqd qqqqq dqqqn qqknq qqqqq qqqdq qqdqq qnqqq qqqqq 
qqqqq qqqnq dqqqq qnqqd qqnqq dqdqd qddqq qqqqq qqqqq qqqdq qqqqd qqqdq qqqqq qddqd qqqqq qdqqn 
dqqdd qdqqd ddqqq dqnnq qddqq qdddq qqdqq dqqdd nqnqq qqndq dqqqq qqnyd qyqqd nnqdd qqqqq qqdqn 
qqdqq yqqdd qddqq qdqqq qqqqd qqqqd dqdqq qqqqq ddddq qqqqq qydqn ddjyd qqnqq qjqqd nqqqn qdqqq 
qqqdq qnqqq qqqqq dqqqq qqnnd dqdnq qqqdq dqdqd qdqdq qdndq ndqdq dyqdq qqqqn ndqqq ddqdq nqqqq 
qqqqq qqqnq qdqqq qqqqq qqdqq nqnyq dqqqd dddqd dqqqq nqdqq qqqqq yynqq qdqqq dydqq qqqdq dqqqd 
qqqqq qdqqq dqdnq dqqyd qqqqj qqqjq dqqdj qqqqq nndqq qqqqq qnqqq nqqqq qdqdj qdqqq ddqnd qqqdq 
qqqdq ddqqd qqdyn qdqdq qqqqq qqqqd qqddk qddqd ddqdq qqqqq qqqqq qqqdd qqqdq qqqdq qqdqq qqdqq 
nqjqd qyqqn qnqqn qnqqq qqqqq ydqqq qndnq qnnqd qqqqq qnqqq dqqqq qqqyq qqdqq yqqqq nqddn qqndq 
qqqqd ddqqq ddqqq qqqqd qqdqq qqdqq qdqnq dqqdd qdqqq qqqqq qqqnq dqqnq qqqqq qqdqq dqqqq qnqqq 
qqqqq yyqqd qqqqq dddqn qddnq dnqqq qqqdq qqdqd dqqqq yqqqd qqqqd qqqqq dddqq qqqqd jddyq qdddq 
djqqq qqqqd dqqqq qqqnd qqddn qqqnn qqqnq qjqdd qqqqn qdqqq dqdqq qqdqq qqqdn qqqqq qqqdn qqqqq 
qqnqn qqddq ndqqq dqqqq qnqqq qnyqq qqqdd ndqqq qqqdq dqqqq qqdnq dqdqq qqyqd dqqdq yqqqq qqqqy 
qydqj qqqdq qnqqd qqqdq dqqdq dqqqq qqqqq qdndq dqnkq dqqdd qqqdq qqqqd dydqq qqdqq ndnqq qqqqd 
qqqqj qddqq dqqqq qqnqq qdqqq nqddq dqdqd qyqqd qdqqq qqqqd qdnqd qqdqq dqqdd dqndq ddqqq qqqqq 
dqqnq ndqqq qdqqd dqnqq dqqdq qqqqd nqqqd qdqdd qqdqq nqddd qqqnq qqdnq qqqqn nnqdq qqdqd qqdyq 
qqdqq qqdqd nddqq dqdqq dqdnq qqqqq qdqdd qqqdn qqddq qndqd qqddq dqqdd qdnqn dqqdq qdqqy qqynd 
qddqq qdjdq qqdqq qnqqq qqqqq dnqqq nqdyq qqqdd qqjqd qqdnq qddqq qqqqd qqqdq qdqdn qqnqd qqqqd 
qqqdd nqqqq qdqqd qqdqq ddqdq ndqqd dqyqq qnnqq qqnqd qqqqy dqqqk qqqqd qdqnn qqqqq qjyqq qqqdq 
qqqqq qnqqq qdqdq qqqqd qqnqq nqqqq qnqnq qqqqq dqqqq qnkdn qqqqd dqnqd qqdqq qdqqy dqnqq qqqqq 
ddqdq qqqqy qddqq qqqdd dqqdd qqqqq dqqkq qqqqq nqqqq qqqqq qqqqq qqqnq qqdqq nqdqq dqddq qqnqd 
qdqdq qqqqq dqdqq qqddq qqqqd qqqqq qqqqq qqdqq qdddn qqqqn ddqqq qqqnq nqqqq qdnqq qqqqn qqdqq 
yqqqq qqqdd kqdqq qqqqd qndqq qqqqd qqddd qdqdq qqqqd qqqqd qdddd dqnqd dddqn qqdqq dqqqq qqqqq 
qqqqq dqjnq qdqqq dqdqq nqqqq dqydq qddny qdqqq nqqdq qqddq qdqqq qqqqq qqdnn qqqqq jqqqq dqqdd 
dqdqq ddqdq qqqqq qqqqq dqqqq qqqdq qdqqd qqqqd qqqdq dqqqq qqdjq qqqqq qqqqq qqqnq qddnq qqnqd 
yqqqy qqdqq qqqqd nqqdq qqqdq qqdqq qqdqq dqdnq qynqn qqqqq qqddq qyqqq qdqqq qqqqq qqqdq qnqqq 
qqqqq qndqq qnqqy qyqqq qqddq qqddq qqqqq qqnqq ddqqq qqqqq qqqqq qyqqd qqqqq qqqdq qqqqq qqqdq 
qddqq qqqqq nqqqn qdqdk qjqnq djqqq qqdqq qdnqn dqdyd qnqqq kndqq qqqdd nyqqd dnqqd qqqqq dqqdq 
qqqqq qqqqq kdndq dddqd qqqqq qqqdy ydnnq ndqqy qqqqd yqqdq qddqq qqqqd ydqdq dqqyq qqqqq qnqqd 
qdqqy qqqqq qdqqq qdddq qqdqq qqqqd ddqqn qqdqq ddydq ddqqd qqqdq dqdqd qqqqq qnqyq qnqnd dqqdq 
dyyqd qdqqq qnqqq dqqqq qddqd dnqqq qqqqq qdddq qqnqd dqqqy qnqnd qqqdq qdqnq qdqqq qqqqq qqqqq 
dqqyq qqqqq qdqdd qdyqq qqqdd dqqqq qqqqq qqqqq dnqyq qnndq nqqnq qqqdd dqqdq qqqqn qqqqq dqdqq 
dqqqd qnqqd yyqqq qqdqq qqnqq dqdqq qdnqn qqqqq dqqqy jnqqd qqqqq qqqdq qqqdd qqdnq qqdqq qqqqq 
qdqdq qdqqq qqdqq qdqdq qqqqd nqqqq ndqdd dqnqq qdqnh qqdqj kqdqd qqqqn qqdqd qdqqq qqqnq yqqqq 
dqqqn qqqqq qqqqq qdqqq qdqnq qqqqq qqdnq qqddq qqqqq qqqqq qdnqn qjqdq yqqqq qjqdq qnqdq ddqqq 
qdqnq nddqn nqynq qqdyq qqqqd qqqqn qnqqd qdqqq dqdqd qndqq dqqqq qdddq qdydq qqqqd nqqqq qdqqy 
dqdqq qqqqq qnqyj qqqqq qdqqq qqnqq qqqdq dqqqq qqdqq dddqy qqqqq dqqqy dqqdy qqqqd nqdqn qqdqd 
qqqqq qqnqq qqqdq qqjqq nqqdq qdddq qnqqq qqqqd qyqdq qynqq qqdqq qdqqq qqqdq qqddd qqqqq qqqqq 
qddqq qqdqq qqyqq qqqqq dqqqq qddqq qdqqq qydqd qqddq qdqdq qqqqd qqqqd qdqqq dqqdq qqddq qqqdq 
dddqq qqqqq qqdqd qnndn dnqjq qdqqq qqqqd qqddy qqnqq qdqqq dqnqq qdqqn nqqqq qqdnd yqqqq dqqqq 
qqdqd qqqdq qdqqq qdqqq dqddq qdqnq qdqdq dqnqq qqqqq qqqqq qdqdq dqdqq qqqqd qyqqq dqddq qqqqq 
qqqnq qqqqn qqqqq qqqdq qqdqd ddqdd qdqnq nqqqq qqdqq ddqqq qdqyq ddqqq qnqdq qddqd qqqqd dqqqd 
nqqnq qjqdn qqqqq qdqqq nqqqq qqqdq ddqyq qqdyd qqdqq qqqqq yqqqq qdqdq qqdqq qqqqd nnqqq qqqdq 
qdqqq nqdqd dqndq qqqqq qqqqq qdnqq qqqqq dqdqd qqdqq qddqq dqdqq dqdqq qqqqq qqqqq ndqqn qdqqq 
ddqqq ndqqq qqqdq qqqqy qqqdq qdqqq qqynq dqddq qqqqd qqqqn qddqq qdqqj nnqqd qddqq qqdqn qqqnq 
dqqdn qqqqq dqqqq qdqqq qnddy qqqqq qdddq nqqdq qqqqd qqqqq qqddq qdddd qqqqq dqqdq qqqqq qqnnq 
qqqdq dqdqq qndqd qqdnn qqnqn qqqdd qqqqq hqddd qqqyq dqqdq jdqqq qqqqq qndnd ddddn qqqqd nnnqd 
dqqqq qdqdn qqqqq dqqqn qqqqq qqqqy dqdqd qqqnn qqndq qqdqq qqndd qqqqn qqqqq nqqqq qqqdq qdqnq 
dqqnq qqnqq dqqqy qqqqd qqdqn qqnqq qdqqq qdqqq qddqq dqqqy qnddd qqqnj qqdqd nqqqq dqdqd qqqdd 
qqdqy ndnqq yqdqy qqdyd qdqqq ddqdd dqqnq qnnqq ddqdn qqqqq qqynq qqqqq qqqnq nqnqd qqqqq dqqqq 
ddqdd qqqqq qddqq dqdqd qqqnq qqqqd qqqqq qqqqn qqdjh qqqqq qddnq qqqqq qqqdq qqydq qdqjq qqqqd 
qqqqd qdqqq qdnqq qqqqq qdqnq qqqqq qqqqq dqqdq qdqqh nqqqq ddqnq dkqqn qqyqk qqqdq qqqqn qqqqq 
qynqq qqqdq yqqqq qnqqq qdqqq qqqdq dqqqq qqqqq qdqqq nqdnq qddqq qqyqq qqnqn ddydq dnqqq qqnqd 
qqqqq qqqqq qqqqd qqqqd nqqqq nndqq dnqqq dqqnd qqndn qqjqq qqdqq nqqqq qqqqd ddqdq qqdqq nnydd 
qddnd qqqqn nqydd dqnyd nqqqq qnnhq qddqd qqqqq qdqqq nndqq nkqnq qqqdq dyqqq qqqqq qqdqq qdqqq 
qqqjq dqqqd qqqqd qqqdq nnqdy qqqdd ddqqq ddqqq qdqdd qdqqq nqqqd ndqqq ddqqq qdkqq nyyqq qdqnd 
qdqdq qqqnq qndqy qdqdq qddnq dqqdq dqqqq nqqqd dqqdq qqdqd qdqqq qqqdd qqqqq dqqqq qdqqn qdnqq 
qqqqq qqqqq qqqqq qqqqn qnqqq qqqqq qqdnd qqddq qdqqq qddqd dqqqd jqddq yqqdq qqdqq qqqqq qqqdd 
ddqqq qqdqq qqdqq dqqqd dqdqq dnqdn qdnqd qqqnq qddqq qdqyq qqqqn nnqqq qqnyq dqdqq qdqqq qdjqd 
nqqqq dqqdq qqqdq dqqqd ddqdq qnqqq qqqqq qqqqq qdqqq dqdqq dqdqd nqqdd qqdnq qdqnq qdqdq dqqqq 
qdqqd qqddq qqqdq qqqdq dqyqq qqqqn qdqqd ydqqd dqndq qdqdq qqqdq qqqqq qqqqd qqqqq qynqq qqqqq 
qdddd qqndy qqqqq qqdqq qddqq nqqqd qqqdq nqddd qnqdq qqnqd yqqyd qqynq qqdnq qqqqq qqqqq qqqqq 
ddqnn qqqdq dqddq qqddd qqndd dqqdq yqdqq dqdqq nqqqq nqqqq ddqjq qyqqq dddqq nqdqd ddqqq qqqnq 
yqqqq qqqqq qqdqq qqqqd nqynq qqqnq nqdqq qqddq qqdqq dddqd qqddd qqqnq qqdnq qqjdq qdqqq qqdqq 
qqdqq qdqdq nqdqd qqqqd qqdqq qqdqq qqhjq qqyqq qqqqq qdqdq qqqqq qddqd dqqdq nndqq qdqqq dqqdq 
ndqdd qqqqy dqqdq dddqq qdqqq qqddq qnqdq qnqqd dqqdd ydqqq yqqdq ydyqy dqqqn qdqqq qdddq qqdqd 
qqqdq ddqqd qqqdq qddnq qqdnq qqqqd qqqyq qqqqq qqdqq dnqqq dqnnn dqqqn dqnqq qqqqn qqdqq ydnqq 
qdnqq qdqdq qqddq qdqdq dqndq ndqnd nqqqq qqqqq dqqqq dqqnq kqqqq dqqqq dqqnq dqqqd qqqqq qqdqq 
qydqd qqqqq qdqqq jqdqq qqqqq qnnqq qqqqq qqqdy nqdqd qqqqd qqddq dqddq qqqqd qqqnq qdqdd qnqyd 
qqqqq ddqqq qqddq qnqqd qqqqq qqqqd qqqqq qqndd qqqdq dddqq dqqyq qdqqq qqqqq yqqqn qqqdq qndqd 
qqqqy qnqqq qdqqq ddqdq dqqdn dqdqq qqqqd qqdqd qnqdq dqqqq qqdqq qqdqd dqqnq qqqdd qqqqq qnqqq 
qdqqq qqdnq qddqq qqqqq qqqqq qqqdn qndjq qqqnq qqdqq qqqqk nqdqq nqdqn qdqnq qkqqq dqqnq dqqqq 
qqddd dydqq qqqqq nqqnq nqqqq hqddq qdqqq nqqqd nqddd qqqqd qdqqq qqqdd ddqnq qynqq qqdqq qqnqy 
qdqdq qdqqd qqdnq qqqqy qnddd qdqdq dqddq qqqqd dnqdq qqqdq qqqnq qqqqq qqqqn qqyqq jdnqd dnndq 
qnqqq qdqjq qddqy dqqdq qdddd qqddq dqnqq ddqqq qnqnd qqddq qqqqq qdqqn qqqyq qqqqq qddyd ndqqd 
qdddd nqqqq dnyqd qdqqd qqndq dqqqd qqqdn qqqqq ndqqq qdqdd dqqqq qqdqq qqqqq ddqqn qqdnq qdqqq 
qdqqd dqqdq qqnqn qdqqq qqqjq ddddq qqqqq qdnqd dqqqd dqqdq qqqqq qqyqy qdydq dqdqq qqqkq ddnnq 
nnjqy qqqqy qqddq qqnqq qqyyq qqnqq qqqqq qqqqy nqdqq nqqdd qqqqd dqnqy dqdnq qqdqy dqqqd yqdqd 
nqqdd qdqqq qddqq qyqqd qqqdq ndqqq qqdqq qqqdq qddqq qdqqq qdqqq qydqj qdqqq qqdqq dqyqd qqqqd 
qqqyd qnqqq qqnqq qqqdj qqynq qqqqj qdqqq qqdqn qdqqd qdqqq qdqqq qndhn qqyqq qqqdq qqqqq qqqqn 
yqqqq qqqdq qnqqn qnnnq qqqdq nddqn qdqqq qdqqq qqnqj qdqqd ddndq dnqqq dqqqq dqqdq qddqd qqdqd 
dqqqq qdqqq qqqdq ddqnn qqqqq qqqqd nyqqq qnqqq qqqqq dqnqq qqqqd qqnqn qqdnq qdqqy qqqqn qqyqd 
qqqqq qqnyd nqqdq nqqnq dqqqn nqdqd qqdqd ddqqd qqdqq ddqqq dqqqq qnqnd jqddq qqnqd dqdqq qqqqn 
qqqdq qqqqq qqdqq qqqdy qqqqq ndqqq qqqdq nqdqq qqqqd kdqqd qqqnq qqqqq qqnqd ydqqq dqqqq nqdqn 
jqqyq qqdyq qqqdd qqqdq qqqdd qqdqd dqqdy qdqqn qqqqq qqqqq qqqdq dnqqq qqdqq dqndq qqqqq nqqqq 
qqqqd qnddq qqqqq qqqqy dddqq qqqqq ddqnq qqqqq qqqqd qqjdn qqddq qnqdq nqqqq qyqnq dqnnq qnqdq 
dqqqq qqqqq qqqqq qqdqd qqqqq qqdqq qqqqq qqqqy ndqqq dqqnn qqqqq ddqqq yqqjq dqqqq qqdqq nqyqy 
dqqqq qqqdd qdqqq qqqqq ndqdq qqdqd dydqq qqqqd qqdqq qqqqq qdqnq yddqq qdqdd dqdqq dqnqq dqqqq 
qqqqq qqqqq qdqdq qqqdq qqqnq qnqqq ndyqn qqnqq qdqdd dqdqq qydyq dqqqq dqqqq qqkdq qqqdq qqqqd 
qqqqd yqqqd qndqq qnydq dqqqq qqqqq nqddq qqqqq dqqqq dqydd qqqdq dqqdn qqqnd dqddq qqddd nqqdd 
